"","tree","plot","site","species","week","time","timing","mpa","date_wp","rep","lwc_bulk","lwc_leaf","date_wc","lwc_mean","mean_swc_per_dry_g","mean_swc_g","date_rwc","date_lfm","type","X.x","notes.x","lfm_wet_wt_y0_g","lfm_wet_per_dry_y0_g","lfm_dry_wt_y0_g","lfm_y0_percent","X.y","notes.y","lfm_wet_wt_y1_g","lfm_wet_per_dry_y1_g","lfm_dry_wt_y1_g","lfm_y1_percent","X","notes","lfm_wet_wt_both_g","lfm_wet_per_dry_both_g","lfm_dry_wt_both_g","lfm_both_percent","date_lfm_both","rwc_percent"
"61",2004,"High","Cucu Mesa","blue oak",29,"pd","late",2.19,2022-07-19,5,0.57945945945946,NA,2022-07-19,0.57945945945946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",2004,"High","Cucu Mesa","blue oak",29,"pd","late",2.52,2022-07-19,1,0.57945945945946,NA,2022-07-19,0.57945945945946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",2004,"High","Cucu Mesa","blue oak",33,"pd","late",1.75,2022-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",2004,"High","Cucu Mesa","blue oak",21,"md","late",2.498,2022-05-25,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-25","leaf",1208,NA,1.9078,0.788674292143259,1.0666,78.8674292143259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",2004,"High","Cucu Mesa","blue oak",10,"md","early",1.68,2022-03-08,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-11","leaf",116,NA,8.5289,1.81342569684974,3.0315,181.342569684974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",2004,"High","Cucu Mesa","blue oak",10,"md","early",1.68,2022-03-08,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-11","leaf",81,NA,13.011,1.69468146798111,4.8284,169.468146798111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",2004,"High","Cucu Mesa","blue oak",10,"md","early",1.52,2022-03-08,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-11","leaf",116,NA,8.5289,1.81342569684974,3.0315,181.342569684974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",2004,"High","Cucu Mesa","blue oak",14,"pd","early",0.284,2022-04-04,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-04","leaf",317,NA,7.4928,1.18124654304096,3.4351,118.124654304096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",2004,"High","Cucu Mesa","blue oak",21,"md","late",2.179,2022-05-25,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-25","leaf",1208,NA,1.9078,0.788674292143259,1.0666,78.8674292143259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",2004,"High","Cucu Mesa","blue oak",10,"md","early",1.76,2022-03-08,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-11","leaf",116,NA,8.5289,1.81342569684974,3.0315,181.342569684974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",2004,"High","Cucu Mesa","blue oak",33,"pd","late",2.15,2022-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2004,"High","Cucu Mesa","blue oak",17,"pd","late",1.037,2022-04-27,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-27","leaf",738,"check",4.623,0.81010180109632,2.554,81.010180109632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2004,"High","Cucu Mesa","blue oak",33,"pd","late",2.52,2022-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",2004,"High","Cucu Mesa","blue oak",33,"pd","late",2.08,2022-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",2004,"High","Cucu Mesa","blue oak",33,"pd","late",2.19,2022-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",2005,"High","Cucu Mesa","blue oak",10,"pd","early",1.06,2022-03-08,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-11","leaf",101,NA,8.8478,2.16456239493544,2.7959,216.456239493544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2005,"High","Cucu Mesa","blue oak",10,"md","early",1.51,2022-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",2005,"High","Cucu Mesa","blue oak",14,"pd","early",0.431,2022-04-04,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-04","leaf",463,NA,7.1653,1.31804212092783,3.0911,131.804212092783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",2005,"High","Cucu Mesa","blue oak",14,"pd","early",0.428,2022-04-04,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-04","leaf",463,NA,7.1653,1.31804212092783,3.0911,131.804212092783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",2005,"High","Cucu Mesa","blue oak",14,"md","early",2.1,2022-04-04,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-04","leaf",426,NA,3.5555,1.08362634786685,1.7064,108.362634786685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",2005,"High","Cucu Mesa","blue oak",14,"md","early",2.15,2022-04-04,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-04","leaf",426,NA,3.5555,1.08362634786685,1.7064,108.362634786685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",2005,"High","Cucu Mesa","blue oak",17,"md","late",2.867,2022-04-27,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-27","leaf",815,NA,2.25,0.72149961744453,1.307,72.149961744453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",2005,"High","Cucu Mesa","blue oak",17,"md","late",2.503,2022-04-27,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-27","leaf",783,"check, were switched around",8.86,0.846602751146311,4.798,84.6602751146311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",2005,"High","Cucu Mesa","blue oak",17,"md","late",2.503,2022-04-27,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-27","leaf",815,NA,2.25,0.72149961744453,1.307,72.149961744453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
