Date.Time,Sensor,Sapflow,Tree,Loc,Sapflow.st
2022-02-20T18:04:01Z,SAP.FLOW.TOTAL.2,0.424,2349,TS,0.7451669595782074
2022-02-20T18:04:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T18:19:01Z,SAP.FLOW.TOTAL,0.092,2347,TS,0.152317880794702
2022-02-20T18:19:01Z,SAP.FLOW.TOTAL.1,0.144,2346,TS,0.20454545454545453
2022-02-20T18:19:01Z,SAP.FLOW.TOTAL.2,0.406,2349,TS,0.7135325131810194
2022-02-20T18:19:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T18:34:01Z,SAP.FLOW.TOTAL,0.144,2347,TS,0.23841059602649006
2022-02-20T18:34:01Z,SAP.FLOW.TOTAL.1,0.11,2346,TS,0.15625
2022-02-20T18:34:01Z,SAP.FLOW.TOTAL.2,0.404,2349,TS,0.710017574692443
2022-02-20T18:34:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T18:49:01Z,SAP.FLOW.TOTAL,0.037,2347,TS,0.061258278145695365
2022-02-20T18:49:01Z,SAP.FLOW.TOTAL.1,0.116,2346,TS,0.1647727272727273
2022-02-20T18:49:01Z,SAP.FLOW.TOTAL.2,0.389,2349,TS,0.6836555360281196
2022-02-20T18:49:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T19:04:01Z,SAP.FLOW.TOTAL,0.128,2347,TS,0.2119205298013245
2022-02-20T19:04:01Z,SAP.FLOW.TOTAL.1,0.06,2346,TS,0.08522727272727273
2022-02-20T19:04:01Z,SAP.FLOW.TOTAL.2,0.383,2349,TS,0.6731107205623902
2022-02-20T19:04:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T19:19:01Z,SAP.FLOW.TOTAL,-0.027,2347,TS,-0.04470198675496689
2022-02-20T19:19:01Z,SAP.FLOW.TOTAL.1,0.15,2346,TS,0.21306818181818182
2022-02-20T19:19:01Z,SAP.FLOW.TOTAL.2,0.382,2349,TS,0.671353251318102
2022-02-20T19:19:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T19:34:01Z,SAP.FLOW.TOTAL,0.115,2347,TS,0.19039735099337748
2022-02-20T19:34:01Z,SAP.FLOW.TOTAL.1,0.123,2346,TS,0.1747159090909091
2022-02-20T19:34:01Z,SAP.FLOW.TOTAL.2,0.371,2349,TS,0.6520210896309315
2022-02-20T19:34:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T19:49:01Z,SAP.FLOW.TOTAL,0.066,2347,TS,0.10927152317880795
2022-02-20T19:49:01Z,SAP.FLOW.TOTAL.1,0.097,2346,TS,0.1377840909090909
2022-02-20T19:49:01Z,SAP.FLOW.TOTAL.2,0.367,2349,TS,0.6449912126537786
2022-02-20T19:49:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T20:04:01Z,SAP.FLOW.TOTAL,0.078,2347,TS,0.1291390728476821
2022-02-20T20:04:01Z,SAP.FLOW.TOTAL.1,0.085,2346,TS,0.12073863636363638
2022-02-20T20:04:01Z,SAP.FLOW.TOTAL.2,0.359,2349,TS,0.6309314586994728
2022-02-20T20:04:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T20:19:01Z,SAP.FLOW.TOTAL,0.057,2347,TS,0.09437086092715233
2022-02-20T20:19:01Z,SAP.FLOW.TOTAL.1,0.062,2346,TS,0.08806818181818182
2022-02-20T20:19:01Z,SAP.FLOW.TOTAL.2,0.323,2349,TS,0.5676625659050967
2022-02-20T20:19:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T20:34:01Z,SAP.FLOW.TOTAL,0.072,2347,TS,0.11920529801324503
2022-02-20T20:34:01Z,SAP.FLOW.TOTAL.1,0.065,2346,TS,0.09232954545454547
2022-02-20T20:34:01Z,SAP.FLOW.TOTAL.2,0.315,2349,TS,0.5536028119507909
2022-02-20T20:34:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T20:49:01Z,SAP.FLOW.TOTAL,0.047,2347,TS,0.07781456953642385
2022-02-20T20:49:01Z,SAP.FLOW.TOTAL.1,0.056,2346,TS,0.07954545454545456
2022-02-20T20:49:01Z,SAP.FLOW.TOTAL.2,0.315,2349,TS,0.5536028119507909
2022-02-20T20:49:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T21:04:01Z,SAP.FLOW.TOTAL,0.092,2347,TS,0.152317880794702
2022-02-20T21:04:01Z,SAP.FLOW.TOTAL.1,0.056,2346,TS,0.07954545454545456
2022-02-20T21:04:01Z,SAP.FLOW.TOTAL.2,0.299,2349,TS,0.5254833040421792
2022-02-20T21:04:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T21:19:01Z,SAP.FLOW.TOTAL,0.043,2347,TS,0.07119205298013245
2022-02-20T21:19:01Z,SAP.FLOW.TOTAL.1,0.053,2346,TS,0.07528409090909091
2022-02-20T21:19:01Z,SAP.FLOW.TOTAL.2,0.296,2349,TS,0.5202108963093146
2022-02-20T21:19:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T21:34:01Z,SAP.FLOW.TOTAL,0.033,2347,TS,0.054635761589403975
2022-02-20T21:34:01Z,SAP.FLOW.TOTAL.1,0.054,2346,TS,0.07670454545454546
2022-02-20T21:34:01Z,SAP.FLOW.TOTAL.2,0.293,2349,TS,0.51493848857645
2022-02-20T21:34:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T21:49:01Z,SAP.FLOW.TOTAL,0.08,2347,TS,0.13245033112582782
2022-02-20T21:49:01Z,SAP.FLOW.TOTAL.1,0.011,2346,TS,0.015625
2022-02-20T21:49:01Z,SAP.FLOW.TOTAL.2,0.293,2349,TS,0.51493848857645
2022-02-20T21:49:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T22:04:01Z,SAP.FLOW.TOTAL,0.044,2347,TS,0.0728476821192053
2022-02-20T22:04:01Z,SAP.FLOW.TOTAL.1,0.057,2346,TS,0.0809659090909091
2022-02-20T22:04:01Z,SAP.FLOW.TOTAL.2,0.293,2349,TS,0.51493848857645
2022-02-20T22:04:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T22:19:01Z,SAP.FLOW.TOTAL,0.072,2347,TS,0.11920529801324503
2022-02-20T22:19:01Z,SAP.FLOW.TOTAL.1,0.034,2346,TS,0.04829545454545455
2022-02-20T22:19:01Z,SAP.FLOW.TOTAL.2,0.289,2349,TS,0.507908611599297
2022-02-20T22:19:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T22:34:01Z,SAP.FLOW.TOTAL,0.052,2347,TS,0.08609271523178808
2022-02-20T22:34:01Z,SAP.FLOW.TOTAL.1,0.071,2346,TS,0.10085227272727272
2022-02-20T22:34:01Z,SAP.FLOW.TOTAL.2,0.29,2349,TS,0.5096660808435852
2022-02-20T22:34:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T22:49:01Z,SAP.FLOW.TOTAL,0.04,2347,TS,0.06622516556291391
2022-02-20T22:49:01Z,SAP.FLOW.TOTAL.1,0.042,2346,TS,0.05965909090909092
2022-02-20T22:49:01Z,SAP.FLOW.TOTAL.2,0.289,2349,TS,0.507908611599297
2022-02-20T22:49:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T23:04:01Z,SAP.FLOW.TOTAL,0.055,2347,TS,0.09105960264900663
2022-02-20T23:04:01Z,SAP.FLOW.TOTAL.1,0.034,2346,TS,0.04829545454545455
2022-02-20T23:04:01Z,SAP.FLOW.TOTAL.2,0.286,2349,TS,0.5026362038664324
2022-02-20T23:04:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T23:19:01Z,SAP.FLOW.TOTAL,0.044,2347,TS,0.0728476821192053
2022-02-20T23:19:01Z,SAP.FLOW.TOTAL.1,0.033,2346,TS,0.04687500000000001
2022-02-20T23:19:01Z,SAP.FLOW.TOTAL.2,0.292,2349,TS,0.5131810193321616
2022-02-20T23:19:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T23:34:01Z,SAP.FLOW.TOTAL,0.044,2347,TS,0.0728476821192053
2022-02-20T23:34:01Z,SAP.FLOW.TOTAL.1,0.044,2346,TS,0.0625
2022-02-20T23:34:01Z,SAP.FLOW.TOTAL.2,0.29,2349,TS,0.5096660808435852
2022-02-20T23:34:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-20T23:49:01Z,SAP.FLOW.TOTAL,0.054,2347,TS,0.08940397350993377
2022-02-20T23:49:01Z,SAP.FLOW.TOTAL.1,0.048,2346,TS,0.06818181818181819
2022-02-20T23:49:01Z,SAP.FLOW.TOTAL.2,0.287,2349,TS,0.5043936731107206
2022-02-20T23:49:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T00:04:01Z,SAP.FLOW.TOTAL,0.033,2347,TS,0.054635761589403975
2022-02-21T00:04:01Z,SAP.FLOW.TOTAL.1,0.042,2346,TS,0.05965909090909092
2022-02-21T00:04:01Z,SAP.FLOW.TOTAL.2,0.288,2349,TS,0.5061511423550088
2022-02-21T00:04:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T00:19:01Z,SAP.FLOW.TOTAL,0.02,2347,TS,0.033112582781456956
2022-02-21T00:19:01Z,SAP.FLOW.TOTAL.1,0.046,2346,TS,0.06534090909090909
2022-02-21T00:19:01Z,SAP.FLOW.TOTAL.2,0.289,2349,TS,0.507908611599297
2022-02-21T00:19:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T00:34:01Z,SAP.FLOW.TOTAL,0.069,2347,TS,0.1142384105960265
2022-02-21T00:34:01Z,SAP.FLOW.TOTAL.1,0.046,2346,TS,0.06534090909090909
2022-02-21T00:34:01Z,SAP.FLOW.TOTAL.2,0.269,2349,TS,0.4727592267135326
2022-02-21T00:34:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T00:49:01Z,SAP.FLOW.TOTAL,0.047,2347,TS,0.07781456953642385
2022-02-21T00:49:01Z,SAP.FLOW.TOTAL.1,0.025,2346,TS,0.03551136363636364
2022-02-21T00:49:01Z,SAP.FLOW.TOTAL.2,0.284,2349,TS,0.4991212653778559
2022-02-21T00:49:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T01:04:01Z,SAP.FLOW.TOTAL,0.047,2347,TS,0.07781456953642385
2022-02-21T01:04:01Z,SAP.FLOW.TOTAL.1,0.054,2346,TS,0.07670454545454546
2022-02-21T01:04:01Z,SAP.FLOW.TOTAL.2,0.294,2349,TS,0.5166959578207382
2022-02-21T01:04:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T01:19:01Z,SAP.FLOW.TOTAL,0.007,2347,TS,0.011589403973509934
2022-02-21T01:19:01Z,SAP.FLOW.TOTAL.1,0.095,2346,TS,0.13494318181818182
2022-02-21T01:19:01Z,SAP.FLOW.TOTAL.2,0.32,2349,TS,0.562390158172232
2022-02-21T01:19:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T01:34:01Z,SAP.FLOW.TOTAL,0.104,2347,TS,0.17218543046357615
2022-02-21T01:34:01Z,SAP.FLOW.TOTAL.1,0.089,2346,TS,0.12642045454545456
2022-02-21T01:34:01Z,SAP.FLOW.TOTAL.2,0.32,2349,TS,0.562390158172232
2022-02-21T01:34:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T01:49:01Z,SAP.FLOW.TOTAL,0.075,2347,TS,0.12417218543046357
2022-02-21T01:49:01Z,SAP.FLOW.TOTAL.1,0.073,2346,TS,0.10369318181818182
2022-02-21T01:49:01Z,SAP.FLOW.TOTAL.2,0.321,2349,TS,0.5641476274165202
2022-02-21T01:49:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T02:04:01Z,SAP.FLOW.TOTAL,0.072,2347,TS,0.11920529801324503
2022-02-21T02:04:01Z,SAP.FLOW.TOTAL.1,0.07,2346,TS,0.09943181818181819
2022-02-21T02:04:01Z,SAP.FLOW.TOTAL.2,0.317,2349,TS,0.5571177504393674
2022-02-21T02:04:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T02:19:01Z,SAP.FLOW.TOTAL,0.041,2347,TS,0.06788079470198675
2022-02-21T02:19:01Z,SAP.FLOW.TOTAL.1,0.031,2346,TS,0.04403409090909091
2022-02-21T02:19:01Z,SAP.FLOW.TOTAL.2,0.287,2349,TS,0.5043936731107206
2022-02-21T02:19:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T02:34:01Z,SAP.FLOW.TOTAL,0.026,2347,TS,0.04304635761589404
2022-02-21T02:34:01Z,SAP.FLOW.TOTAL.1,0.028,2346,TS,0.03977272727272728
2022-02-21T02:34:01Z,SAP.FLOW.TOTAL.2,0.267,2349,TS,0.4692442882249561
2022-02-21T02:34:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T02:49:01Z,SAP.FLOW.TOTAL,0.019,2347,TS,0.03145695364238411
2022-02-21T02:49:01Z,SAP.FLOW.TOTAL.1,0.025,2346,TS,0.03551136363636364
2022-02-21T02:49:01Z,SAP.FLOW.TOTAL.2,0.259,2349,TS,0.4551845342706503
2022-02-21T02:49:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T03:04:01Z,SAP.FLOW.TOTAL,0.04,2347,TS,0.06622516556291391
2022-02-21T03:04:01Z,SAP.FLOW.TOTAL.1,0.044,2346,TS,0.0625
2022-02-21T03:04:01Z,SAP.FLOW.TOTAL.2,0.267,2349,TS,0.4692442882249561
2022-02-21T03:04:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T03:19:01Z,SAP.FLOW.TOTAL,-0.018,2347,TS,-0.029801324503311258
2022-02-21T03:19:01Z,SAP.FLOW.TOTAL.1,0.009,2346,TS,0.012784090909090908
2022-02-21T03:19:01Z,SAP.FLOW.TOTAL.2,0.25,2349,TS,0.4393673110720563
2022-02-21T03:19:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T03:34:01Z,SAP.FLOW.TOTAL,0.053,2347,TS,0.08774834437086093
2022-02-21T03:34:01Z,SAP.FLOW.TOTAL.1,0.037,2346,TS,0.052556818181818184
2022-02-21T03:34:01Z,SAP.FLOW.TOTAL.2,0.273,2349,TS,0.4797891036906855
2022-02-21T03:34:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T03:49:01Z,SAP.FLOW.TOTAL,0.034,2347,TS,0.056291390728476824
2022-02-21T03:49:01Z,SAP.FLOW.TOTAL.1,0.047,2346,TS,0.06676136363636365
2022-02-21T03:49:01Z,SAP.FLOW.TOTAL.2,0.281,2349,TS,0.4938488576449913
2022-02-21T03:49:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T04:04:01Z,SAP.FLOW.TOTAL,0.034,2347,TS,0.056291390728476824
2022-02-21T04:04:01Z,SAP.FLOW.TOTAL.1,0.037,2346,TS,0.052556818181818184
2022-02-21T04:04:01Z,SAP.FLOW.TOTAL.2,0.28,2349,TS,0.4920913884007031
2022-02-21T04:04:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T04:19:01Z,SAP.FLOW.TOTAL,0.023,2347,TS,0.0380794701986755
2022-02-21T04:19:01Z,SAP.FLOW.TOTAL.1,0.029,2346,TS,0.04119318181818182
2022-02-21T04:19:01Z,SAP.FLOW.TOTAL.2,0.278,2349,TS,0.4885764499121266
2022-02-21T04:19:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T04:34:01Z,SAP.FLOW.TOTAL,0.041,2347,TS,0.06788079470198675
2022-02-21T04:34:01Z,SAP.FLOW.TOTAL.1,0.025,2346,TS,0.03551136363636364
2022-02-21T04:34:01Z,SAP.FLOW.TOTAL.2,0.273,2349,TS,0.4797891036906855
2022-02-21T04:34:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T04:49:01Z,SAP.FLOW.TOTAL,0.112,2347,TS,0.18543046357615894
2022-02-21T04:49:01Z,SAP.FLOW.TOTAL.1,0.101,2346,TS,0.14346590909090912
2022-02-21T04:49:01Z,SAP.FLOW.TOTAL.2,0.308,2349,TS,0.5413005272407734
2022-02-21T04:49:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T05:04:01Z,SAP.FLOW.TOTAL,0.053,2347,TS,0.08774834437086093
2022-02-21T05:04:01Z,SAP.FLOW.TOTAL.1,0.054,2346,TS,0.07670454545454546
2022-02-21T05:04:01Z,SAP.FLOW.TOTAL.2,0.3,2349,TS,0.5272407732864676
2022-02-21T05:04:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T05:19:01Z,SAP.FLOW.TOTAL,0.016,2347,TS,0.026490066225165563
2022-02-21T05:19:01Z,SAP.FLOW.TOTAL.1,0.031,2346,TS,0.04403409090909091
2022-02-21T05:19:01Z,SAP.FLOW.TOTAL.2,0.287,2349,TS,0.5043936731107206
2022-02-21T05:19:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T05:34:01Z,SAP.FLOW.TOTAL,-0.001,2347,TS,-0.0016556291390728477
2022-02-21T05:34:01Z,SAP.FLOW.TOTAL.1,0.046,2346,TS,0.06534090909090909
2022-02-21T05:34:01Z,SAP.FLOW.TOTAL.2,0.266,2349,TS,0.4674868189806679
2022-02-21T05:34:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T05:49:01Z,SAP.FLOW.TOTAL,0.015,2347,TS,0.024834437086092714
2022-02-21T05:49:01Z,SAP.FLOW.TOTAL.1,0.006,2346,TS,0.008522727272727274
2022-02-21T05:49:01Z,SAP.FLOW.TOTAL.2,0.268,2349,TS,0.47100175746924433
2022-02-21T05:49:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T06:04:01Z,SAP.FLOW.TOTAL,0.05,2347,TS,0.08278145695364239
2022-02-21T06:04:01Z,SAP.FLOW.TOTAL.1,-0.005,2346,TS,-0.007102272727272728
2022-02-21T06:04:01Z,SAP.FLOW.TOTAL.2,0.268,2349,TS,0.47100175746924433
2022-02-21T06:04:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T06:19:01Z,SAP.FLOW.TOTAL,0.046,2347,TS,0.076158940397351
2022-02-21T06:19:01Z,SAP.FLOW.TOTAL.1,0.032,2346,TS,0.045454545454545456
2022-02-21T06:19:01Z,SAP.FLOW.TOTAL.2,0.268,2349,TS,0.47100175746924433
2022-02-21T06:19:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T06:34:01Z,SAP.FLOW.TOTAL,0.068,2347,TS,0.11258278145695365
2022-02-21T06:34:01Z,SAP.FLOW.TOTAL.1,0.014,2346,TS,0.01988636363636364
2022-02-21T06:34:01Z,SAP.FLOW.TOTAL.2,0.279,2349,TS,0.49033391915641483
2022-02-21T06:34:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T06:49:01Z,SAP.FLOW.TOTAL,0.062,2347,TS,0.10264900662251655
2022-02-21T06:49:01Z,SAP.FLOW.TOTAL.1,0.04,2346,TS,0.05681818181818182
2022-02-21T06:49:01Z,SAP.FLOW.TOTAL.2,0.267,2349,TS,0.4692442882249561
2022-02-21T06:49:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T07:04:01Z,SAP.FLOW.TOTAL,0.086,2347,TS,0.1423841059602649
2022-02-21T07:04:01Z,SAP.FLOW.TOTAL.1,-0.03,2346,TS,-0.04261363636363637
2022-02-21T07:04:01Z,SAP.FLOW.TOTAL.2,0.241,2349,TS,0.4235500878734622
2022-02-21T07:04:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T07:19:01Z,SAP.FLOW.TOTAL,0.05,2347,TS,0.08278145695364239
2022-02-21T07:19:01Z,SAP.FLOW.TOTAL.1,0.014,2346,TS,0.01988636363636364
2022-02-21T07:19:01Z,SAP.FLOW.TOTAL.2,0.227,2349,TS,0.39894551845342713
2022-02-21T07:19:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T07:34:01Z,SAP.FLOW.TOTAL,0.023,2347,TS,0.0380794701986755
2022-02-21T07:34:01Z,SAP.FLOW.TOTAL.1,0.073,2346,TS,0.10369318181818182
2022-02-21T07:34:01Z,SAP.FLOW.TOTAL.2,0.232,2349,TS,0.40773286467486825
2022-02-21T07:34:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T07:49:01Z,SAP.FLOW.TOTAL,0.03,2347,TS,0.04966887417218543
2022-02-21T07:49:01Z,SAP.FLOW.TOTAL.1,-0.023,2346,TS,-0.032670454545454544
2022-02-21T07:49:01Z,SAP.FLOW.TOTAL.2,0.196,2349,TS,0.34446397188049216
2022-02-21T07:49:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T08:04:01Z,SAP.FLOW.TOTAL,0.067,2347,TS,0.1109271523178808
2022-02-21T08:04:01Z,SAP.FLOW.TOTAL.1,0.115,2346,TS,0.16335227272727273
2022-02-21T08:04:01Z,SAP.FLOW.TOTAL.2,0.147,2349,TS,0.2583479789103691
2022-02-21T08:04:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T08:19:01Z,SAP.FLOW.TOTAL,0.061,2347,TS,0.10099337748344371
2022-02-21T08:19:01Z,SAP.FLOW.TOTAL.1,0.138,2346,TS,0.1960227272727273
2022-02-21T08:19:01Z,SAP.FLOW.TOTAL.2,0.223,2349,TS,0.3919156414762742
2022-02-21T08:19:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T08:34:01Z,SAP.FLOW.TOTAL,0.063,2347,TS,0.10430463576158941
2022-02-21T08:34:01Z,SAP.FLOW.TOTAL.1,0.136,2346,TS,0.1931818181818182
2022-02-21T08:34:01Z,SAP.FLOW.TOTAL.2,0.179,2349,TS,0.3145869947275923
2022-02-21T08:34:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T08:49:01Z,SAP.FLOW.TOTAL,0.076,2347,TS,0.12582781456953643
2022-02-21T08:49:01Z,SAP.FLOW.TOTAL.1,0.154,2346,TS,0.21875
2022-02-21T08:49:01Z,SAP.FLOW.TOTAL.2,0.139,2349,TS,0.2442882249560633
2022-02-21T08:49:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T09:04:01Z,SAP.FLOW.TOTAL,0.15,2347,TS,0.24834437086092714
2022-02-21T09:04:01Z,SAP.FLOW.TOTAL.1,0.33,2346,TS,0.46875000000000006
2022-02-21T09:04:01Z,SAP.FLOW.TOTAL.2,0.236,2349,TS,0.4147627416520211
2022-02-21T09:04:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T09:19:01Z,SAP.FLOW.TOTAL,0.143,2347,TS,0.2367549668874172
2022-02-21T09:19:01Z,SAP.FLOW.TOTAL.1,0.284,2346,TS,0.4034090909090909
2022-02-21T09:19:01Z,SAP.FLOW.TOTAL.2,0.2,2349,TS,0.35149384885764506
2022-02-21T09:19:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T09:34:01Z,SAP.FLOW.TOTAL,0.175,2347,TS,0.2897350993377483
2022-02-21T09:34:01Z,SAP.FLOW.TOTAL.1,0.361,2346,TS,0.5127840909090909
2022-02-21T09:34:01Z,SAP.FLOW.TOTAL.2,0.228,2349,TS,0.40070298769771534
2022-02-21T09:34:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T09:49:01Z,SAP.FLOW.TOTAL,0.2,2347,TS,0.33112582781456956
2022-02-21T09:49:01Z,SAP.FLOW.TOTAL.1,0.348,2346,TS,0.4943181818181818
2022-02-21T09:49:01Z,SAP.FLOW.TOTAL.2,0.217,2349,TS,0.38137082601054484
2022-02-21T09:49:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T10:04:01Z,SAP.FLOW.TOTAL,0.215,2347,TS,0.35596026490066224
2022-02-21T10:04:01Z,SAP.FLOW.TOTAL.1,0.4,2346,TS,0.5681818181818182
2022-02-21T10:04:01Z,SAP.FLOW.TOTAL.2,0.267,2349,TS,0.4692442882249561
2022-02-21T10:04:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T10:19:01Z,SAP.FLOW.TOTAL,0.222,2347,TS,0.3675496688741722
2022-02-21T10:19:01Z,SAP.FLOW.TOTAL.1,0.356,2346,TS,0.5056818181818182
2022-02-21T10:19:01Z,SAP.FLOW.TOTAL.2,0.247,2349,TS,0.4340949033391916
2022-02-21T10:19:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T10:34:01Z,SAP.FLOW.TOTAL,0.244,2347,TS,0.40397350993377484
2022-02-21T10:34:01Z,SAP.FLOW.TOTAL.1,0.408,2346,TS,0.5795454545454546
2022-02-21T10:34:01Z,SAP.FLOW.TOTAL.2,0.261,2349,TS,0.4586994727592268
2022-02-21T10:34:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T10:49:01Z,SAP.FLOW.TOTAL,0.206,2347,TS,0.3410596026490066
2022-02-21T10:49:01Z,SAP.FLOW.TOTAL.1,0.423,2346,TS,0.6008522727272727
2022-02-21T10:49:01Z,SAP.FLOW.TOTAL.2,0.285,2349,TS,0.5008787346221442
2022-02-21T10:49:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T11:04:01Z,SAP.FLOW.TOTAL,0.222,2347,TS,0.3675496688741722
2022-02-21T11:04:01Z,SAP.FLOW.TOTAL.1,0.411,2346,TS,0.5838068181818182
2022-02-21T11:04:01Z,SAP.FLOW.TOTAL.2,0.246,2349,TS,0.4323374340949034
2022-02-21T11:04:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T11:19:01Z,SAP.FLOW.TOTAL,0.224,2347,TS,0.3708609271523179
2022-02-21T11:19:01Z,SAP.FLOW.TOTAL.1,0.411,2346,TS,0.5838068181818182
2022-02-21T11:19:01Z,SAP.FLOW.TOTAL.2,0.301,2349,TS,0.5289982425307558
2022-02-21T11:19:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T11:34:01Z,SAP.FLOW.TOTAL,0.221,2347,TS,0.3658940397350994
2022-02-21T11:34:01Z,SAP.FLOW.TOTAL.1,0.446,2346,TS,0.6335227272727273
2022-02-21T11:34:01Z,SAP.FLOW.TOTAL.2,0.261,2349,TS,0.4586994727592268
2022-02-21T11:34:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
2022-02-21T11:49:01Z,SAP.FLOW.TOTAL,0.195,2347,TS,0.32284768211920534
2022-02-21T11:49:01Z,SAP.FLOW.TOTAL.1,0.402,2346,TS,0.5710227272727273
2022-02-21T11:49:01Z,SAP.FLOW.TOTAL.2,0.299,2349,TS,0.5254833040421792
2022-02-21T11:49:01Z,SAP.FLOW.TOTAL.3,NA,2343,TS,NA
