"","tree","week","time","plot","site","species","date_wp","mpa_mean","timing","lwc_mean_combined","mean_swc_per_dry_g_y0","mean_swc_g_y0","date_rwc","date_lfm","type","X.x","notes.x","lfm_wet_wt_y0_g","lfm_wet_per_dry_y0_g","lfm_dry_wt_y0_g","lfm_y0_percent","X.y","notes.y","lfm_wet_wt_y1_g","lfm_wet_per_dry_y1_g","lfm_dry_wt_y1_g","lfm_y1_percent","X","notes","lfm_wet_wt_both_g","lfm_wet_per_dry_both_g","lfm_dry_wt_both_g","lfm_both_percent","date_lfm_both","rwc_percent_y0"
"14",11,18,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-03","leaf",908,NA,4.1012,2.12139432224675,1.3139,212.139432224675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",11,19,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-10","leaf",921,NA,2.2393,1.46401848591549,0.9088,146.401848591549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",11,19,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-10","leaf",910,NA,3.2919,1.62260994263862,1.2552,162.260994263862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",11,19,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-10","leaf",912,NA,2.4066,1.28395178893423,1.0537,128.395178893423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",11,19,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-10","leaf",915,NA,3.4763,1.94926614066344,1.1787,194.926614066344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",11,20,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-17","leaf",938,NA,3.3859,1.76039458666232,1.2266,176.039458666232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",11,20,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-17","leaf",934,NA,2.301,1.90200529701097,0.7929,190.200529701097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",11,20,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-17","leaf",947,NA,2.3657,1.5625,0.9232,156.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",11,20,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-17","leaf",952,NA,2.7137,1.36776895558852,1.1461,136.776895558852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",11,21,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-24","leaf",1159,NA,3.6718,2.57178988326848,1.028,257.178988326848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",11,21,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-24","leaf",1154,NA,4.079,2.38225538971808,1.206,238.225538971808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",11,21,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-24","leaf",1160,NA,3.8396,1.88908954100828,1.329,188.908954100828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",11,21,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-24","leaf",1164,NA,3.3666,2.53263378803778,0.953,253.263378803778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",11,22,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-31","leaf",1352,NA,2.3583,1.56811499509964,0.9183,156.811499509964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",11,22,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-31","leaf",1344,NA,2.1336,1.1991341991342,0.9702,119.91341991342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",11,22,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-31","leaf",1338,NA,2.439,2.78609127600124,0.6442,278.609127600124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",30,15,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-12","leaf",538,NA,17.7833,3.21325341167551,4.2208,321.325341167551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",30,15,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-12","leaf",540,NA,18.4209,2.90091482783448,4.7222,290.091482783448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",30,15,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-12","leaf",541,NA,9.0057,2.85683083511777,2.335,285.683083511777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",30,16,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-19","leaf",548,NA,11.4107,3.31357501984652,2.6453,331.357501984652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",30,16,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-19","leaf",546,NA,9.6391,3.5988072519084,2.096,359.88072519084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",30,16,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-19","leaf",549,NA,8.8427,2.65612337716034,2.4186,265.612337716034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",30,17,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-26","leaf",694,NA,11.9594,3.08756579397088,2.9258,308.756579397088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",30,17,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-26","leaf",696,NA,6.1416,3.04238794181531,1.5193,304.238794181531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",30,17,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-26","leaf",698,NA,9.1336,3.74127906976744,1.9264,374.127906976744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",30,17,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-26","leaf",699,NA,10.7587,3.61429919368674,2.3316,361.429919368674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",30,18,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-03","leaf",895,NA,7.9862,4.27838730998017,1.513,427.838730998017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",30,18,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-03","leaf",897,NA,5.1645,2.82668938944873,1.3496,282.668938944873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",30,18,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-03","leaf",887,NA,7.1363,3.19190554511278,1.7024,319.190554511278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",30,18,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-03","leaf",888,NA,8.9071,3.87445958518032,1.8273,387.445958518032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",30,19,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-10","leaf",909,NA,6.7322,2.22964739745742,2.0845,222.964739745742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",30,19,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-10","leaf",914,NA,9.369,3.30837855237745,2.1746,330.837855237745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",30,19,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-10","leaf",916,NA,4.691,2.36634373878723,1.3935,236.634373878723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",30,19,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-10","leaf",917,NA,9.468,2.70017195560419,2.5588,270.017195560419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",30,20,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-17","leaf",943,NA,6.589,2.30540784589144,1.9934,230.540784589144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",30,20,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-17","leaf",931,"check",7.3909,2.8022944747402,1.9438,280.22944747402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",30,20,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-17","leaf",944,NA,9.9178,2.91420001578657,2.5338,291.420001578657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",30,20,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-17","leaf",945,NA,8.7701,3.06324128984433,2.1584,306.324128984433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",30,21,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-24","leaf",1169,NA,8.3542,2.77676311030741,2.212,277.676311030741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",30,21,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-24","leaf",1150,NA,7.16,2.78635642517187,1.891,278.635642517187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",30,21,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-24","leaf",1161,NA,2.083,-0.722455396996709,7.5051,-72.2455396996709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",30,21,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-24","leaf",1155,NA,7.388,3.53251533742331,1.63,353.251533742331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",30,22,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-31","leaf",1341,NA,7.3596,2.67025733093956,2.0052,267.025733093956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",30,22,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-31","leaf",1349,NA,4.3479,3.31467698719857,1.0077,331.467698719857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",30,22,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-31","leaf",1340,NA,5.198,3.02758406942507,1.2906,302.758406942507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",30,22,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-31","leaf",1339,NA,8.1342,3.21068433585257,1.9318,321.068433585257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",40,15,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-12","leaf",535,NA,9.6481,2.02590559824369,3.1885,202.590559824369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",40,15,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-12","leaf",536,NA,10.5125,1.90569114679787,3.6179,190.569114679787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",40,16,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-19","leaf",559,NA,5.1547,1.71671761357647,1.8974,171.671761357647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",40,16,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-19","leaf",557,NA,3.6949,1.90730978047053,1.2709,190.730978047053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",40,17,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-26","leaf",697,NA,7.8177,2.43092249626964,2.2786,243.092249626964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",40,17,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-26","leaf",700,NA,5.6731,2.06355977967383,1.8518,206.355977967383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",40,17,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-26","leaf",701,NA,3.7957,1.74831655926435,1.3811,174.831655926435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",40,18,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-03","leaf",890,NA,4.1006,2.13357786947883,1.3086,213.357786947883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",40,18,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-03","leaf",891,NA,3.5546,1.80066183422628,1.2692,180.066183422628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",40,18,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-03","leaf",893,NA,5.1085,2.38087359364659,1.511,238.087359364659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",40,19,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-10","leaf",913,NA,5.1228,2.09516041326808,1.6551,209.516041326808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",40,19,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-10","leaf",920,NA,3.8837,1.94152844050595,1.3203,194.152844050595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",40,19,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-10","leaf",911,NA,4.573,1.93517329910141,1.558,193.517329910141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",40,20,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-17","leaf",932,NA,3.6194,1.38888522209755,1.5151,138.888522209755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",40,20,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-17","leaf",942,NA,2.2236,1.63147928994083,0.845,163.147928994083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",40,21,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-24","leaf",1162,NA,3.6192,2.31428571428571,1.092,231.428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",40,21,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-24","leaf",1163,NA,4.6834,2.69062253743105,1.269,269.062253743105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",40,21,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-24","leaf",1165,NA,4.3504,2.35679012345679,1.296,235.679012345679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",40,22,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-31","leaf",1351,NA,2.4454,1.31265367883488,1.0574,131.265367883488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",40,22,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-31","leaf",1348,NA,3.9619,2.24214402618658,1.222,224.214402618658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",1472,17,"pd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-27","leaf",730,NA,3.044,0.993451211525868,1.527,99.3451211525868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",1478,14,"md","Low","Cucu Mesa","blue oak",NA,NA,NA,NA,NA,NA,NA,"2022-04-04","leaf",359,NA,4.6368,1.73412347426145,1.6959,173.412347426145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",1478,14,"pd","Low","Cucu Mesa","blue oak",2022-04-04,0.5714,"early",1.74375600384246,NA,NA,NA,"2022-04-04","leaf",306,NA,4.7483,1.75311648402621,1.7247,175.311648402621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",1478,15,"md","Low","Cucu Mesa","blue oak",2022-04-13,1.6904,"late",1.04427438938878,1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"84",1478,15,"pd","Low","Cucu Mesa","blue oak",NA,NA,NA,NA,1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",1478,17,"md","Low","Cucu Mesa","blue oak",2022-04-27,2.221,"late",1.0197904540163,NA,NA,NA,"2022-04-27","leaf",810,NA,7.06,0.198641765704584,5.89,19.8641765704584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",1478,17,"pd","Low","Cucu Mesa","blue oak",2022-04-27,0.903,"late",1.0767414403778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",1478,19,"md","Low","Cucu Mesa","blue oak",2022-05-09,2.535,"late",0.834794738939816,1.11212055194809,0.2477,"2022-05-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.0633317114332
"88",1478,19,"pd","Low","Cucu Mesa","blue oak",NA,NA,NA,NA,1.11212055194809,0.2477,"2022-05-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",1478,21,"md","Low","Cucu Mesa","blue oak",2022-05-25,3.9875,"late",0.667808219178082,NA,NA,NA,"2022-05-25","leaf",1227,NA,1.2948,0.729859719438878,0.7485,72.9859719438878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",1478,21,"pd","Low","Cucu Mesa","blue oak",2022-05-25,1.55266666666667,"late",0.846251790545917,NA,NA,NA,"2022-05-25","leaf",1283,NA,1.95,0.731793960923624,1.126,73.1793960923624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",1478,21,"pd","Low","Cucu Mesa","blue oak",NA,1.55266666666667,NA,0.846251790545917,NA,NA,NA,"2022-05-25","leaf",1283,NA,1.95,0.731793960923624,1.126,73.1793960923624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",1478,29,"md","Low","Cucu Mesa","blue oak",2022-07-19,4.13333333333333,"late",0.585769230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",1478,29,"pd","Low","Cucu Mesa","blue oak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",1478,38,"md","Low","Cucu Mesa","blue oak",NA,NA,NA,0.61517094017094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",1478,38,"pd","Low","Cucu Mesa","blue oak",NA,NA,NA,0.725960702486524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",1478,NA,"md","Low","Cucu Mesa","blue oak",NA,NA,NA,1.56168774816373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",1478,NA,"pd","Low","Cucu Mesa","blue oak",NA,NA,NA,1.74375600384246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",2004,10,"md","High","Cucu Mesa","blue oak",NA,1.65333333333333,NA,1.78337099060783,NA,NA,NA,"2022-03-08","leaf",116,NA,8.5289,1.81342569684974,3.0315,181.342569684974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",2004,10,"md","High","Cucu Mesa","blue oak",NA,1.65333333333333,NA,1.78337099060783,NA,NA,NA,"2022-03-08","leaf",81,NA,13.011,1.69468146798111,4.8284,169.468146798111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",2004,10,"md","High","Cucu Mesa","blue oak",2022-03-08,1.65333333333333,"early",1.78337099060783,NA,NA,NA,"2022-03-08","leaf",116,NA,8.5289,1.81342569684974,3.0315,181.342569684974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",2004,10,"md","High","Cucu Mesa","blue oak",2022-03-08,1.65333333333333,"early",1.78337099060783,NA,NA,NA,"2022-03-08","leaf",81,NA,13.011,1.69468146798111,4.8284,169.468146798111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",2004,10,"pd","High","Cucu Mesa","blue oak",2022-03-08,0.3335,"early",2.02494061085973,NA,NA,NA,"2022-03-08","leaf",78,NA,4.3365,2.29321081409478,1.3168,229.321081409478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2004,14,"md","High","Cucu Mesa","blue oak",2022-04-04,2.38333333333333,"early",0.794647749168171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",2004,14,"md","High","Cucu Mesa","blue oak",NA,2.38333333333333,NA,0.794647749168171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",2004,14,"pd","High","Cucu Mesa","blue oak",2022-04-04,0.38925,"early",1.01301729162619,NA,NA,NA,"2022-04-04","leaf",317,NA,7.4928,1.18124654304096,3.4351,118.124654304096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
