"","tree","week","date_wc","time","species","dm_bulk_g","wm_bulk_g","dry_scan_area","sum_area_cm2","scan_done"
"977",2380,37,2022-09-15,"md","live oak",0.6429,0.948,17.939,18.992126934,"done"
"978",2380,13,2022-03-25,"pd","live oak",3.531,6.155,172.562,194.368142254,"done"
"979",2380,15,2022-04-11,"pd","live oak",NA,NA,76.201,85.830291767,"done"
"980",2380,15,2022-04-11,"pd","live oak",2.173,3.7176,76.201,85.830291767,"done"
"981",2380,17,2022-04-25,"pd","live oak",1.3604,2.16,NA,NA,"scan needed"
"982",2380,19,2022-05-09,"pd","live oak",0.9139,1.57,47.551,50.342529006,"done"
"983",2380,21,2022-05-23,"pd","live oak",0.074,0.12,29.046,34.670504088,"done"
"984",2380,21,2022-05-23,"pd","live oak",0.074,0.12,3.702,34.670504088,"done"
"985",2380,29,2022-07-19,"pd","live oak",0.341,0.52,NA,NA,"scan needed"
"986",2381,10,2022-03-08,"md","blue oak",NA,NA,23.137,26.998542163,"done"
"987",2381,10,2022-03-08,"md","blue oak",0.284,0.7962,23.137,26.998542163,"done"
"988",2381,11,2022-03-15,"md","blue oak",0.109,0.225,24.538,28.633367662,"done"
"989",2381,11,2022-03-15,"md","blue oak",NA,NA,24.538,28.633367662,"done"
"990",2381,13,2022-03-25,"md","blue oak",0.339,0.744,23.316,27.207417084,"done"
"991",2381,14,2022-04-06,"md","blue oak",NA,NA,4.719,16.833684974,"done"
"992",2381,14,2022-04-06,"md","blue oak",NA,NA,4.49,16.833684974,"done"
"993",2381,14,2022-04-06,"md","blue oak",NA,NA,5.217,16.833684974,"done"
"994",2381,15,2022-04-13,"md","blue oak",NA,NA,74.038,86.394868162,"done"
"995",2381,15,2022-04-13,"md","blue oak",1.1974,1.6777,74.038,86.394868162,"done"
"996",2381,17,2022-04-25,"md","blue oak",0.874,1.6,NA,NA,"scan needed"
"997",2381,18,2022-05-04,"md","blue oak",1.5575,2.763,NA,NA,"scan needed"
"998",2381,21,2022-05-23,"md","blue oak",1.291,2.256,NA,NA,"scan needed"
"999",2381,29,2022-07-19,"md","blue oak",0.867,1.3784,NA,NA,"scan needed"
"1000",2381,33,2022-08-18,"md","blue oak",0.7159,1.1697,38.819,41.473249125,"done"
"1001",2381,37,2022-09-15,"md","blue oak",0.3721,0.589,20.591,21.998909625,"done"
"1002",2381,10,2022-03-08,"pd","blue oak",0.639,1.8606,45.964,53.635345636,"done"
"1003",2381,11,2022-03-15,"pd","blue oak",0.06,0.1502,22.318,26.042851882,"done"
"1004",2381,11,2022-03-15,"pd","blue oak",NA,NA,22.318,26.042851882,"done"
"1005",2381,13,2022-03-25,"pd","blue oak",0.545,1.254,51.392,59.969273408,"done"
"1006",2381,13,2022-03-30,"pd","blue oak",0.872,1.7637,NA,NA,"scan needed"
"1007",2381,15,2022-04-11,"pd","blue oak",NA,NA,40.462,47.215067338,"done"
"1008",2381,15,2022-04-11,"pd","blue oak",0.439,0.8111,40.462,47.215067338,"done"
"1009",2381,17,2022-04-25,"pd","blue oak",0.8512,1.61,NA,NA,"scan needed"
"1010",2381,19,2022-05-09,"pd","blue oak",1.0674,2.15,66.66,71.2178775,"done"
"1011",2381,21,2022-05-23,"pd","blue oak",1.54,2.88,90.091,96.250972125,"done"
"1012",2381,29,2022-07-19,"pd","blue oak",0.596,0.9886,NA,NA,"scan needed"
"1013",2381,33,2022-08-18,"pd","blue oak",0.7943,1.31,43.607,46.588628625,"done"
"1014",2381,37,2022-09-12,"pd","blue oak",1.0742,1.8535,NA,0,"scan needed"
"1015",2382,10,2022-03-08,"md","blue oak",0.335,0.8632,45.085,52.609641415,"done"
"1016",2382,10,2022-03-08,"md","blue oak",NA,NA,45.085,52.609641415,"done"
"1017",2382,11,2022-03-15,"md","blue oak",0.355,0.7026,38.065,44.418010435,"done"
"1018",2382,11,2022-03-15,"md","blue oak",NA,NA,38.065,44.418010435,"done"
"1019",2382,14,2022-04-06,"md","blue oak",NA,NA,3.493,15.154517313,"done"
"1020",2382,14,2022-04-06,"md","blue oak",NA,NA,2.56,15.154517313,"done"
"1021",2382,14,2022-04-06,"md","blue oak",NA,NA,6.934,15.154517313,"done"
"1022",2382,15,2022-04-13,"md","blue oak",NA,NA,79.352,92.595769448,"done"
"1023",2382,15,2022-04-13,"md","blue oak",0.8618,1.5818,79.352,92.595769448,"done"
"1024",2382,17,2022-04-25,"md","blue oak",0.8847,1.56,NA,NA,"scan needed"
"1025",2382,18,2022-05-04,"md","blue oak",1.5983,2.727,NA,NA,"scan needed"
"1026",2382,19,2022-05-09,"md","blue oak",0.4786,0.8552,31.283,33.421975125,"done"
"1027",2382,21,2022-05-23,"md","blue oak",1.394,2.2723,NA,NA,"scan needed"
"1028",2382,29,2022-07-19,"md","blue oak",0.781,1.1934,NA,NA,"scan needed"
"1029",2382,10,2022-03-08,"pd","blue oak",0.436,1.3192,29.607,34.548378693,"done"
"1030",2382,11,2022-03-15,"pd","blue oak",0.287,0.6252,35.894,41.884672706,"done"
"1031",2382,11,2022-03-15,"pd","blue oak",NA,NA,35.894,41.884672706,"done"
"1032",2382,13,2022-03-25,"pd","blue oak",1.477,3.251,117.123,136.670711577,"done"
"1033",2382,13,2022-03-30,"pd","blue oak",0.982,1.9034,NA,NA,"scan needed"
"1034",2382,15,2022-04-11,"pd","blue oak",NA,NA,58.763,68.570485937,"done"
"1035",2382,15,2022-04-11,"pd","blue oak",0.108,0.1926,58.763,68.570485937,"done"
"1036",2382,17,2022-04-25,"pd","blue oak",0.7249,1.26,NA,NA,"scan needed"
"1037",2382,21,2022-05-23,"pd","blue oak",0.779,1.37,42.821,45.748885875,"done"
"1038",2382,29,2022-07-19,"pd","blue oak",0.775,1.277,NA,NA,"scan needed"
"1039",2383,10,2022-03-08,"md","blue oak",NA,NA,25.907,30.230852393,"done"
"1040",2383,10,2022-03-08,"md","blue oak",0.238,0.5538,25.907,30.230852393,"done"
"1041",2383,14,2022-04-06,"md","blue oak",NA,NA,4.302,29.291498698,"done"
"1042",2383,14,2022-04-06,"md","blue oak",NA,NA,3.081,29.291498698,"done"
"1043",2383,14,2022-04-06,"md","blue oak",NA,NA,4.482,29.291498698,"done"
"1044",2383,14,2022-04-06,"md","blue oak",NA,NA,4.634,29.291498698,"done"
"1045",2383,14,2022-04-06,"md","blue oak",NA,NA,4.403,29.291498698,"done"
"1046",2383,14,2022-04-06,"md","blue oak",NA,NA,4.2,29.291498698,"done"
"1047",2383,15,2022-04-13,"md","blue oak",NA,NA,64.58,75.35833742,"done"
"1048",2383,15,2022-04-13,"md","blue oak",0.8493,1.5293,64.58,75.35833742,"done"
"1049",2383,18,2022-05-04,"md","blue oak",1.6356,2.818,NA,NA,"scan needed"
"1050",2383,19,2022-05-09,"md","blue oak",0.9134,1.6424,NA,NA,"scan needed"
"1051",2383,29,2022-07-19,"md","blue oak",0.777,1.2352,NA,NA,"scan needed"
"1052",2383,33,2022-08-18,"md","blue oak",1.2174,1.902,59.273,63.325791375,"done"
"1053",2383,10,2022-03-08,"pd","blue oak",NA,NA,NA,NA,"scan needed"
"1054",2383,10,2022-03-08,"pd","blue oak",0.872,2.0422,NA,NA,"scan needed"
"1055",2383,13,2022-03-25,"pd","blue oak",1.718,3.719,132.784,154.945516816,"done"
"1056",2383,13,2022-03-30,"pd","blue oak",1.16,2.3087,NA,NA,"scan needed"
"1057",2383,15,2022-04-11,"pd","blue oak",NA,NA,36.804,42.946550796,"done"
"1058",2383,15,2022-04-11,"pd","blue oak",0.426,0.7765,36.804,42.946550796,"done"
"1059",2383,17,2022-04-25,"pd","blue oak",1.1147,1.98,NA,NA,"scan needed"
"1060",2383,21,2022-05-23,"pd","blue oak",0.291,0.48,17.972,19.2008355,"done"
"1061",2383,29,2022-07-19,"pd","blue oak",0.665,1.0739,NA,NA,"scan needed"
"1062",2383,33,2022-08-18,"pd","blue oak",0.2825,0.47,17.913,19.137801375,"done"
"1063",2384,11,2022-03-15,"md","blue oak",NA,NA,18.573,21.672815127,"done"
"1064",2384,11,2022-03-15,"md","blue oak",0.039,0.0819,18.573,21.672815127,"done"
"1065",2384,14,2022-04-06,"md","blue oak",NA,NA,3.369,14.187158042,"done"
"1066",2384,14,2022-04-06,"md","blue oak",NA,NA,3.975,14.187158042,"done"
"1067",2384,14,2022-04-06,"md","blue oak",NA,NA,2.395,14.187158042,"done"
"1068",2384,14,2022-04-06,"md","blue oak",NA,NA,2.419,14.187158042,"done"
"1069",2384,15,2022-04-13,"md","blue oak",0.5346,0.9628,43.002,50.178990798,"done"
"1070",2384,15,2022-04-13,"md","blue oak",NA,NA,43.002,50.178990798,"done"
"1071",2384,17,2022-04-25,"md","blue oak",0.9515,1.7,NA,NA,"scan needed"
"1072",2384,18,2022-05-04,"md","blue oak",1.0737,1.861,NA,NA,"scan needed"
"1073",2384,19,2022-05-09,"md","blue oak",1.4462,2.5895,89.715,95.849263125,"done"
"1074",2384,29,2022-07-19,"md","blue oak",0.357,0.5492,NA,NA,"scan needed"
"1075",2384,13,2022-03-25,"pd","blue oak",0.59,1.287,61.471,71.730448429,"done"
"1076",2384,13,2022-03-30,"pd","blue oak",0.619,1.2413,NA,NA,"scan needed"
"1077",2384,15,2022-04-11,"pd","blue oak",NA,NA,49.291,57.517618609,"done"
"1078",2384,15,2022-04-11,"pd","blue oak",0.619,1.1212,49.291,57.517618609,"done"
"1079",2384,17,2022-04-25,"pd","blue oak",0.3996,0.741,NA,NA,"scan needed"
"1080",2384,19,2022-05-09,"pd","blue oak",0.5061,0.94,30.629,32.723257875,"done"
"1081",2384,21,2022-05-23,"pd","blue oak",0.731,1.29,42.08,44.95722,"done"
"1082",2384,29,2022-07-19,"pd","blue oak",0.263,0.4249,NA,NA,"scan needed"
"1083",2384,33,2022-08-18,"pd","blue oak",0.6419,1.03,35.614,38.04910725,"done"
