"","tree","week","date_lfm","time","type_lfm","plot","site","species","mpa_mean","lfm_percent","ilfm"
"96","2013",14,2022-04-04,"pd","leaf","Low","Cucu Mesa","blue oak",0.7244,197.452989752263,0.506449662400485
"97","2013",17,2022-04-27,"md","leaf","Low","Cucu Mesa","blue oak",NA,97.7027497389488,1.02351264695404
"98","2013",17,2022-04-27,"pd","leaf","Low","Cucu Mesa","blue oak",NA,124.364032104476,0.804091008532047
"99","2013",21,2022-05-25,"pd","leaf","Low","Cucu Mesa","blue oak",NA,86.2260830068699,1.15974188450649
"100","2013",29,2022-07-19,"md","leaf","Low","Cucu Mesa","blue oak",3.96666666666667,63.3348687240903,1.57890909090909
"101","2013",37,2022-09-16,"pd","leaf","Low","Cucu Mesa","blue oak",2.0305,68.4466724789305,1.46099140218661
"102","2014",14,2022-04-04,"md","leaf","Low","Cucu Mesa","blue oak",2.46666666666667,185.153922542205,0.540091177259318
"103","2014",14,2022-04-04,"pd","leaf","Low","Cucu Mesa","blue oak",0.787,161.284393449928,0.62002279241634
"104","2014",21,2022-05-23,"md","leaf","Low","Cucu Mesa","blue oak",NA,70.9291628334867,1.40985732814527
"105","2014",37,2022-09-15,"md","leaf","Low","Cucu Mesa","blue oak",NA,57.375862568161,1.74289318755256
"106","2015",14,2022-04-04,"md","leaf","Low","Cucu Mesa","blue oak",NA,116.773895542578,0.856355776565988
"107","2015",14,2022-04-04,"pd","leaf","Low","Cucu Mesa","blue oak",0.617666666666667,124.13432751511,0.805578940183389
"108","2015",17,2022-04-27,"md","leaf","Low","Cucu Mesa","blue oak",2.731,83.6149187121454,1.19595882577202
"109","2015",17,2022-04-27,"pd","leaf","Low","Cucu Mesa","blue oak",1.326,87.4926943308007,1.14295257181029
"110","2015",21,2022-05-25,"md","leaf","Low","Cucu Mesa","blue oak",NA,87.4920270442658,1.14296128891157
"111","2015",21,2022-05-25,"pd","leaf","Low","Cucu Mesa","blue oak",NA,81.8181818181818,1.22222222222222
"112","2015",29,2022-07-19,"md","leaf","Low","Cucu Mesa","blue oak",4.75,65.1905252317199,1.53396524486572
"113","2015",37,2022-09-13,"md","leaf","Low","Cucu Mesa","blue oak",4.4435,59.2994161801501,1.68635724331927
"114","2015",37,2022-09-16,"pd","leaf","Low","Cucu Mesa","blue oak",1.84675,73.4324458820602,1.36179584921643
"115","2020",10,2022-03-08,"md","leaf","Chamise","Chamise","blue oak",NA,130.653336595938,0.765384203767124
"116","2020",11,2022-03-15,"pd","leaf","Chamise","Chamise","blue oak",1.58275,137.315906917437,0.728247748166032
"117","2020",14,2022-04-04,"md","leaf","Chamise","Chamise","blue oak",2.43333333333333,106.37868574311,0.940037934304682
"118","2020",14,2022-04-04,"pd","leaf","Chamise","Chamise","blue oak",0.68625,131.675311737831,0.759443806741104
"119","2020",17,2022-04-27,"md","leaf","Chamise","Chamise","blue oak",1.781,82.6173391731121,1.21039966913562
"120","2020",21,2022-05-23,"md","leaf","Chamise","Chamise","blue oak",2.9805,79.9793377195367,1.25032293153851
"121","2020",21,2022-05-25,"pd","leaf","Chamise","Chamise","blue oak",1.775,80.5617476593847,1.24128389596016
"122","2020",29,2022-07-19,"md","leaf","Chamise","Chamise","blue oak",3.86666666666667,63.4358288770053,1.57639620653319
"123","2020",37,2022-09-16,"md","leaf","Chamise","Chamise","blue oak",2.643,64.5137814973165,1.55005640157924
"124","2020",37,2022-09-12,"pd","leaf","Chamise","Chamise","blue oak",2.10666666666667,73.1469517208975,1.36711096836358
"125","2021",10,2022-03-08,"md","leaf","Chamise","Chamise","blue oak",NA,122.167042889391,0.818551367331852
"126","2021",11,2022-03-15,"pd","leaf","Chamise","Chamise","blue oak",1.39666666666667,155.68946887208,0.642304201590947
"127","2021",14,2022-04-04,"md","leaf","Chamise","Chamise","blue oak",2.875,127.213027229044,0.786083015066943
"128","2021",14,2022-04-04,"pd","leaf","Chamise","Chamise","blue oak",0.18325,109.053288558733,0.916982892690511
"129","2021",17,2022-04-27,"md","leaf","Chamise","Chamise","blue oak",2.14233333333333,81.8946724289594,1.22108065194041
"130","2021",17,2022-04-27,"pd","leaf","Chamise","Chamise","blue oak",0.881333333333333,101.518316195373,0.985043918651576
"131","2021",21,2022-05-23,"md","leaf","Chamise","Chamise","blue oak",3.7402,72.7192205491585,1.37515225334957
"132","2021",21,2022-05-25,"pd","leaf","Chamise","Chamise","blue oak",1.65,82.7899518973811,1.20787604906391
"133","2021",29,2022-07-19,"md","leaf","Chamise","Chamise","blue oak",4.175,63.6,1.57232704402516
"134","2021",37,2022-09-15,"md","leaf","Chamise","Chamise","blue oak",NA,55.702717971251,1.79524453459545
"135","2021",37,2022-09-12,"pd","leaf","Chamise","Chamise","blue oak",NA,80.7627731328277,1.23819423381529
"136","2022",11,2022-03-15,"pd","leaf","Chamise","Chamise","live oak",1.0025,100.669906570301,0.993345513141677
"137","2022",14,2022-04-04,"md","leaf","Chamise","Chamise","live oak",NA,86.2861185456962,1.15893496758741
"138","2022",14,2022-04-04,"pd","leaf","Chamise","Chamise","live oak",0.18775,104.836956024575,0.953862109240931
"139","2022",17,2022-04-27,"md","leaf","Chamise","Chamise","live oak",NA,68.0176572707266,1.47020647303355
"140","2022",17,2022-04-27,"pd","leaf","Chamise","Chamise","live oak",NA,82.2794856904437,1.21536977486983
"141","2022",21,2022-05-23,"md","leaf","Chamise","Chamise","live oak",2.65083333333333,67.9556528621949,1.47154792556826
"142","2022",21,2022-05-25,"pd","leaf","Chamise","Chamise","live oak",1.455,65.0653962090635,1.53691525490273
"143","2022",37,2022-09-15,"md","leaf","Chamise","Chamise","live oak",NA,54.2002478071984,1.84501001463537
"144","2022",37,2022-09-12,"md","leaf","Chamise","Chamise","live oak",NA,62.0371617072842,1.6119370591427
"145","2022",37,2022-09-12,"pd","leaf","Chamise","Chamise","live oak",1.44,83.9745748442499,1.19083663341521
"146","2023",10,2022-03-08,"md","leaf","Chamise","Chamise","live oak",NA,92.137139634437,1.08533866361339
"147","2023",11,2022-03-15,"pd","leaf","Chamise","Chamise","live oak",0.70575,126.627658310562,0.789716885980344
"148","2023",14,2022-04-04,"pd","leaf","Chamise","Chamise","live oak",0.323,97.852440902006,1.0219469139267
"149","2023",17,2022-04-27,"md","leaf","Chamise","Chamise","live oak",2.42766666666667,72.0251301962185,1.38840429343993
"150","2023",17,2022-04-27,"pd","leaf","Chamise","Chamise","live oak",0.773,94.1939778828413,1.06163899484509
"151","2023",21,2022-05-25,"md","leaf","Chamise","Chamise","live oak",2.149,68.7765048420786,1.45398490704951
"152","2023",21,2022-05-25,"pd","leaf","Chamise","Chamise","live oak",1.312,67.0478739154436,1.49147160320271
"153","2023",29,2022-07-19,"md","leaf","Chamise","Chamise","live oak",3.46666666666667,57.14786944967,1.74984651156715
"154","2023",37,2022-09-15,"md","leaf","Chamise","Chamise","live oak",NA,53.4722524435336,1.87012881317463
"155","2023",37,2022-09-12,"pd","leaf","Chamise","Chamise","live oak",NA,68.7662435501539,1.45420187053065
"156","2024",10,2022-03-08,"md","leaf","Chamise","Chamise","blue oak",NA,171.107445410574,0.584428104575163
"157","2024",11,2022-03-15,"pd","leaf","Chamise","Chamise","blue oak",1.0925,149.875930521092,0.667218543046357
"158","2024",14,2022-04-04,"md","leaf","Chamise","Chamise","blue oak",2.25,116.238159675237,0.860302677532013
"159","2024",14,2022-04-04,"pd","leaf","Chamise","Chamise","blue oak",0.413,135.644021449625,0.737223793067339
"160","2024",17,2022-04-27,"md","leaf","Chamise","Chamise","blue oak",1.871,86.5596790371113,1.15527230590962
"161","2024",17,2022-04-27,"pd","leaf","Chamise","Chamise","blue oak",1.017,105.661677448991,0.94641692630969
"162","2024",21,2022-05-23,"md","leaf","Chamise","Chamise","blue oak",2.692,77.2057451967916,1.29524039623097
"163","2024",21,2022-05-25,"pd","leaf","Chamise","Chamise","blue oak",1.7,85.4582137037325,1.17016253518569
"164","2024",29,2022-07-19,"md","leaf","Chamise","Chamise","blue oak",4.1,62.8688152519292,1.59061371841155
"165","2024",37,2022-09-15,"md","leaf","Chamise","Chamise","blue oak",3.92866666666667,51.3475017804266,1.94751441711074
"166","2024",37,2022-09-12,"pd","leaf","Chamise","Chamise","blue oak",2.03666666666667,69.799327892724,1.4326785517719
"167","2025",10,2022-03-08,"md","leaf","Chamise","Chamise","blue oak",NA,123.072844040301,0.812526928907683
"168","2025",11,2022-03-15,"pd","leaf","Chamise","Chamise","blue oak",1.3425,140.216154721274,0.7131845841785
"169","2025",14,2022-04-04,"md","leaf","Chamise","Chamise","blue oak",NA,105.552692604999,0.947394116929083
"170","2025",14,2022-04-04,"pd","leaf","Chamise","Chamise","blue oak",0.1056,121.677410506103,0.821845234740464
"171","2025",17,2022-04-27,"md","leaf","Chamise","Chamise","blue oak",1.428,87.6361744333518,1.14108130171806
"172","2025",17,2022-04-27,"pd","leaf","Chamise","Chamise","blue oak",1.0305,104.870894144063,0.953553422197662
"173","2025",21,2022-05-23,"md","leaf","Chamise","Chamise","blue oak",3.0585,77.1422473588731,1.29630654309033
"174","2025",21,2022-05-25,"pd","leaf","Chamise","Chamise","blue oak",1.5,79.2963464140731,1.26109215017065
"175","2025",29,2022-07-19,"md","leaf","Chamise","Chamise","blue oak",4.1,59.5717066839715,1.67864923747277
"176","2025",37,2022-09-15,"md","leaf","Chamise","Chamise","blue oak",3.658,61.7318253138075,1.61990998146677
"177","2025",37,2022-09-12,"pd","leaf","Chamise","Chamise","blue oak",NA,74.899574012948,1.33512107802793
"178","2026",14,2022-04-04,"md","leaf","Shedd","Chamise","blue oak",2.6,97.7123578888992,1.02341200397295
"179","2026",14,2022-04-04,"pd","leaf","Shedd","Chamise","blue oak",0.4384,115.583839616324,0.86517285056411
"180","2026",17,2022-04-27,"md","leaf","Shedd","Chamise","blue oak",2.98233333333333,79.8013245033112,1.25311203319502
"181","2026",17,2022-04-27,"pd","leaf","Shedd","Chamise","blue oak",1.209,95.0504856850716,1.05207247789693
"182","2026",21,2022-05-25,"md","leaf","Shedd","Chamise","blue oak",3.367,72.7073107724102,1.3753775093267
"183","2026",21,2022-05-25,"pd","leaf","Shedd","Chamise","blue oak",2.05333333333333,82.1047102083698,1.21795692045212
"184","2026",29,2022-07-19,"md","leaf","Shedd","Chamise","blue oak",4.53333333333333,60.0141043723554,1.6662749706228
"185","2026",37,2022-09-15,"md","leaf","Shedd","Chamise","blue oak",4.189,57.7552356020942,1.7314447592068
"186","2026",37,2022-09-12,"pd","leaf","Shedd","Chamise","blue oak",1.806,67.2545732818308,1.48688773298656
"187","2027",10,2022-03-08,"md","leaf","Shedd","Chamise","blue oak",NA,93.3569313263357,1.07115774457542
"188","2027",11,2022-03-15,"pd","leaf","Shedd","Chamise","blue oak",1.44666666666667,126.032018465363,0.793449166471
"189","2027",14,2022-04-04,"md","leaf","Shedd","Chamise","blue oak",NA,114.683095993507,0.871968088528598
"190","2027",14,2022-04-04,"pd","leaf","Shedd","Chamise","blue oak",0.572666666666667,110.638216948121,0.903846814947232
"191","2027",17,2022-04-27,"md","leaf","Shedd","Chamise","blue oak",2.66533333333333,79.5442775763853,1.25716145833333
"192","2027",17,2022-04-27,"pd","leaf","Shedd","Chamise","blue oak",1.28133333333333,100.714567317169,0.992905025199397
"193","2027",21,2022-05-23,"md","leaf","Shedd","Chamise","blue oak",3.34425,73.5964095181641,1.35876193763664
"194","2027",21,2022-05-25,"pd","leaf","Shedd","Chamise","blue oak",1.985,71.6937354988399,1.39482200647249
"195","2027",37,2022-09-12,"pd","leaf","Shedd","Chamise","blue oak",2.87366666666667,64.8002770722697,1.5432032781044
"196","2028",14,2022-04-04,"md","leaf","Shedd","Chamise","blue oak",NA,78.2271975217376,1.27832778327783
"197","2028",14,2022-04-04,"pd","leaf","Shedd","Chamise","blue oak",0.53675,106.288942866195,0.940831635948134
"198","2028",17,2022-04-27,"md","leaf","Shedd","Chamise","blue oak",2.0795,73.318667504714,1.3639091298757
"199","2028",17,2022-04-27,"pd","leaf","Shedd","Chamise","blue oak",1.216,72.2559551611397,1.38396897220427
"200","2028",21,2022-05-23,"md","leaf","Shedd","Chamise","blue oak",3.2125,69.6586074504514,1.43557276925369
"201","2028",21,2022-05-25,"pd","leaf","Shedd","Chamise","blue oak",1.775,80.5054151624549,1.24215246636771
"202","2028",29,2022-07-19,"md","leaf","Shedd","Chamise","blue oak",5,57.787610619469,1.73047473200613
"203","2028",37,2022-09-15,"md","leaf","Shedd","Chamise","blue oak",3.787,52.635909119676,1.89984369363953
"204","2028",37,2022-09-12,"pd","leaf","Shedd","Chamise","blue oak",2.359,57.0907341325528,1.75159772455931
"205","2029",14,2022-04-04,"md","leaf","Shedd","Chamise","live oak",NA,87.6856866024979,1.14043698435443
"206","2029",14,2022-04-04,"pd","leaf","Shedd","Chamise","live oak",NA,90.8911856308356,1.10021669654702
"207","2029",17,2022-04-27,"md","leaf","Shedd","Chamise","live oak",1.98666666666667,68.6844541716906,1.45593353264525
"208","2029",17,2022-04-27,"pd","leaf","Shedd","Chamise","live oak",NA,67.9693050430254,1.47125235334831
"209","2029",21,2022-05-23,"md","leaf","Shedd","Chamise","live oak",2.5555,61.3691603983243,1.62948294144709
"210","2029",21,2022-05-25,"pd","leaf","Shedd","Chamise","live oak",1.44,62.43049847225,1.60178121987043
"211","2029",29,2022-07-19,"md","leaf","Shedd","Chamise","live oak",3.3,54.6670725864205,1.8292547098057
"212","2029",37,2022-09-15,"md","leaf","Shedd","Chamise","live oak",3.1065,51.3289246661086,1.94821926721617
"213","2029",37,2022-09-12,"pd","leaf","Shedd","Chamise","live oak",1.329,71.3534793282711,1.40147335408743
"214","2030",14,2022-04-04,"md","leaf","Shedd","Chamise","live oak",NA,67.1081202203813,1.49013263479297
"215","2030",14,2022-04-04,"pd","leaf","Shedd","Chamise","live oak",NA,100.749484976603,0.992560905132401
"216","2030",17,2022-04-27,"md","leaf","Shedd","Chamise","live oak",2.97033333333333,70.2795776134232,1.4228884605718
"217","2030",17,2022-04-27,"pd","leaf","Shedd","Chamise","live oak",0.758,213.615446070509,0.468130942024635
"218","2030",21,2022-05-23,"md","leaf","Shedd","Chamise","live oak",2.02375,66.9160088277736,1.49441070607449
"219","2030",21,2022-05-25,"pd","leaf","Shedd","Chamise","live oak",1.37625,68.574651394135,1.45826479562028
"220","2030",29,2022-07-19,"md","leaf","Shedd","Chamise","live oak",3.4625,57.0965144726337,1.75142039621228
"221","2030",37,2022-09-15,"md","leaf","Shedd","Chamise","live oak",NA,54.4547530031997,1.83638699075771
"222","2030",37,2022-09-12,"pd","leaf","Shedd","Chamise","live oak",2,59.7702075289244,1.67307433141515
"223","2031",14,2022-04-04,"pd","leaf","Shedd","Chamise","blue oak",0.244,116.289496494867,0.859922890838334
"224","2031",14,2022-04-04,NA,"leaf","Shedd","Chamise","blue oak",NA,104.202223349785,0.959672421425414
"225","2031",21,2022-05-23,"md","leaf","Shedd","Chamise","blue oak",NA,70.4772727272727,1.41889712995808
"226","2031",21,2022-05-25,"pd","leaf","Shedd","Chamise","blue oak",NA,82.1908449100433,1.21668052091992
"227","2031",37,2022-09-12,"pd","leaf","Shedd","Chamise","blue oak",2.89666666666667,54.4293774126497,1.83724313511548
"228","2085",14,2022-04-04,"pd","leaf","Low","PineNeedle","blue oak",0.518,166.972829503388,0.598899834766056
"229","2085",21,2022-05-25,"md","leaf","Low","PineNeedle","blue oak",NA,127.549852893102,0.784007176267062
"230","2085",21,2022-05-25,"pd","leaf","Low","PineNeedle","blue oak",NA,90.9009812667261,1.10009813542689
"231","2085",29,2022-07-19,"md","leaf","Low","PineNeedle","blue oak",4.1,60.0883800341468,1.66421527661708
"232","2085",37,2022-09-15,"md","leaf","Low","PineNeedle","blue oak",3.556,64.247656302691,1.55647701028763
"233","2085",37,2022-09-16,"pd","leaf","Low","PineNeedle","blue oak",1.48244444444444,63.5322899350751,1.57400276461295
"234","2085",37,2022-09-12,"pd","leaf","Low","PineNeedle","blue oak",1.48244444444444,93.6710712370179,1.06756545729009
"235","2086",14,2022-04-04,"md","leaf","Low","PineNeedle","blue oak",0.8625,188.58940397351,0.530252484461144
"236","2086",14,2022-04-04,"pd","leaf","Low","PineNeedle","blue oak",0.756333333333333,239.16011181174,0.418129926610492
"237","2086",17,2022-04-27,"md","leaf","Low","PineNeedle","blue oak",1.99433333333333,127.06149245523,0.78702050532922
"238","2086",17,2022-04-27,"pd","leaf","Low","PineNeedle","blue oak",0.852666666666667,111.54038098709,0.896536295779497
"239","2086",21,2022-05-25,"md","leaf","Low","PineNeedle","blue oak",NA,91.8885601577909,1.08827475181111
