"","X","date","tree","swc_g","swc_per_dry_g","swc_percent","year","week","swc_ww_g","swc_dw_g","type","rep","timing"
"700",700,"2022-05-04",2011,0.0672,1.01972685887709,101.972685887709,1,18,0.1331,0.0659,"stem",3,"late"
"701",701,"2022-05-04",2371,0.6671,1.01987463690567,101.987463690567,0,18,1.3212,0.6541,"leaf",1,"late"
"702",702,"2022-05-04",2378,0.0775,1.02649006622517,102.649006622517,1,18,0.153,0.0755,"stem",3,"late"
"703",703,"2022-05-04",2370,0.3963,1.03852201257862,103.852201257862,0,18,0.7779,0.3816,"leaf",1,"late"
"704",704,"2022-05-04",2360,0.1305,1.04066985645933,104.066985645933,0,18,0.2559,0.1254,"stem",3,"late"
"705",705,"2022-05-04",2370,0.4987,1.04417922948074,104.417922948074,0,18,0.9763,0.4776,"leaf",3,"late"
"706",706,"2022-05-04",2379,0.0456,1.04827586206897,104.827586206897,0,18,0.0891,0.0435,"stem",1,"late"
"707",707,"2022-05-04",2365,0.3951,1.05023923444976,105.023923444976,0,18,0.7713,0.3762,"leaf",1,"late"
"708",708,"2022-05-04",2354,0.1012,1.05857740585774,105.857740585774,1,18,0.1968,0.0956,"stem",3,"late"
"709",709,"2022-05-04",2383,0.0548,1.06407766990291,106.407766990291,0,18,0.1063,0.0515,"stem",2,"late"
"710",710,"2022-05-04",2345,0.5071,1.07368198179123,107.368198179123,1,18,0.9794,0.4723,"leaf",3,"late"
"711",711,"2022-05-04",2370,0.1243,1.07805724197745,107.805724197745,1,18,0.2396,0.1153,"stem",3,"late"
"712",712,"2022-05-04",2011,0.0532,1.08350305498982,108.350305498982,1,18,0.1023,0.0491,"stem",1,"late"
"713",713,"2022-05-04",2375,0.0464,1.08665105386417,108.665105386417,0,18,0.0891,0.0427,"stem",2,"late"
"714",714,"2022-05-04",2378,0.1356,1.10874897792314,110.874897792314,1,18,0.2579,0.1223,"stem",1,"late"
"715",715,"2022-05-04",2371,0.077,1.10951008645533,110.951008645533,0,18,0.1464,0.0694,"stem",2,"late"
"716",716,"2022-05-04",2375,0.4189,1.11143539400371,111.143539400371,0,18,0.7958,0.3769,"leaf",1,"late"
"717",717,"2022-05-04",2378,0.1271,1.14504504504504,114.504504504504,0,18,0.2381,0.111,"stem",3,"late"
"718",718,"2022-05-04",2379,0.1019,1.14623172103487,114.623172103487,0,18,0.1908,0.0889,"stem",2,"late"
"719",719,"2022-05-04",2343,0.0414,1.15320334261838,115.320334261838,0,18,0.0773,0.0359,"stem",3,"late"
"720",720,"2022-05-04",2379,0.0259,1.16666666666667,116.666666666667,0,18,0.0481,0.0222,"stem",3,"late"
"721",721,"2022-05-04",2011,0.0613,1.16984732824427,116.984732824427,0,18,0.1137,0.0524,"stem",2,"late"
"722",722,"2022-05-04",2372,0.092,1.17197452229299,117.197452229299,0,18,0.1705,0.0785,"stem",1,"late"
"723",723,"2022-05-04",2370,0.0374,1.17241379310345,117.241379310345,0,18,0.0693,0.0319,"stem",2,"late"
"724",724,"2022-05-04",2354,0.0427,1.20621468926554,120.621468926554,0,18,0.0781,0.0354,"stem",2,"late"
"725",725,"2022-05-04",2371,0.0514,1.2122641509434,121.22641509434,0,18,0.0938,0.0424,"stem",3,"late"
"726",726,"2022-05-04",2371,0.117,1.23809523809524,123.809523809524,0,18,0.2115,0.0945,"stem",1,"late"
"727",727,"2022-05-04",2370,0.0237,1.24083769633508,124.083769633508,0,18,0.0428,0.0191,"stem",1,"late"
"728",728,"2022-05-04",2383,0.0262,1.25358851674641,125.358851674641,0,18,0.0471,0.0209,"stem",3,"late"
"729",729,"2022-05-04",2011,0.046,1.26373626373626,126.373626373626,0,18,0.0824,0.0364,"stem",3,"late"
"730",730,"2022-05-04",2378,0.0404,1.27044025157233,127.044025157233,0,18,0.0722,0.0318,"stem",1,"late"
"731",731,"2022-05-04",2375,0.1073,1.29121540312876,129.121540312876,0,18,0.1904,0.0831,"stem",3,"late"
"732",732,"2022-05-04",2372,0.0805,1.29421221864952,129.421221864952,0,18,0.1427,0.0622,"stem",3,"late"
"733",733,"2022-05-04",2354,0.0139,1.29906542056075,129.906542056075,0,18,0.0246,0.0107,"stem",1,"late"
"734",734,"2022-05-04",2354,0.1221,1.31573275862069,131.573275862069,0,18,0.2149,0.0928,"stem",3,"late"
"735",735,"2022-05-04",2372,0.0511,1.34473684210526,134.473684210526,0,18,0.0891,0.038,"stem",2,"late"
"736",736,"2022-05-04",2011,0.0537,1.34586466165414,134.586466165414,0,18,0.0936,0.0399,"stem",1,"late"
"737",737,"2022-05-04",2375,0.1054,1.35128205128205,135.128205128205,0,18,0.1834,0.078,"stem",3,"late"
"738",738,"2022-05-04",2370,0.0757,1.36889692585895,136.889692585895,0,18,0.131,0.0553,"stem",3,"late"
"739",739,"2022-05-04",2331,0.0297,1.47029702970297,147.029702970297,0,18,0.0499,0.0202,"stem",2,"late"
"740",740,"2022-05-04",2378,0.2632,3.38738738738739,338.738738738739,0,18,0.3409,0.0777,"stem",2,"late"
"741",741,"2022-05-09",2031,-0.0381,-0.259536784741144,-25.9536784741144,1,19,0.1087,0.1468,"stem",3,"late"
"742",742,"2022-05-09",2030,-0.0885,-0.25035360678925,-25.035360678925,1,19,0.265,0.3535,"leaf",2,"late"
"743",743,"2022-05-09",2005,-0.0497,-0.227981651376147,-22.7981651376147,0,19,0.1683,0.218,"stem",1,"late"
"744",744,"2022-05-09",2030,0.0386,0.0739463601532566,7.39463601532566,0,19,0.5606,0.522,"leaf",1,"late"
"745",745,"2022-05-09",2091,0.1627,0.570877192982456,57.0877192982456,1,19,0.4477,0.285,"leaf",1,"late"
"746",746,"2022-05-09",2092,0.4273,0.616594516594517,61.6594516594517,1,19,1.1203,0.693,"leaf",3,"late"
"747",747,"2022-05-09",2029,0.5274,0.690494893951296,69.0494893951296,1,19,1.2912,0.7638,"leaf",2,"late"
"748",748,"2022-05-09",2093,0.6774,0.693346980552712,69.3346980552712,1,19,1.6544,0.977,"leaf",1,"late"
"749",749,"2022-05-09",2092,0.2506,0.696111111111111,69.6111111111111,1,19,0.6106,0.36,"leaf",2,"late"
"750",750,"2022-05-09",2092,0.2652,0.70531914893617,70.531914893617,1,19,0.6412,0.376,"leaf",1,"late"
"751",751,"2022-05-09",2093,0.6549,0.709303584966966,70.9303584966966,1,19,1.5782,0.9233,"leaf",3,"late"
"752",752,"2022-05-09",2028,0.5412,0.730364372469636,73.0364372469636,0,19,1.2822,0.741,"leaf",1,"late"
"753",753,"2022-05-09",2093,0.4153,0.734134700371222,73.4134700371222,1,19,0.981,0.5657,"leaf",2,"late"
"754",754,"2022-05-09",2030,0.2738,0.752197802197802,75.2197802197802,1,19,0.6378,0.364,"leaf",1,"late"
"755",755,"2022-05-09",2030,0.5158,0.759646539027982,75.9646539027982,1,19,1.1948,0.679,"leaf",3,"late"
"756",756,"2022-05-09",2029,0.4327,0.761795774647887,76.1795774647887,0,19,1.0007,0.568,"leaf",3,"late"
"757",757,"2022-05-09",2028,0.5307,0.763597122302158,76.3597122302158,0,19,1.2257,0.695,"leaf",2,"late"
"758",758,"2022-05-09",2023,0.6284,0.763733592610598,76.3733592610598,1,19,1.4512,0.8228,"leaf",1,"late"
"759",759,"2022-05-09",2026,0.155,0.775,77.5,1,19,0.355,0.2,"stem",1,"late"
"760",760,"2022-05-09",2005,0.4798,0.787848932676519,78.7848932676519,0,19,1.0888,0.609,"leaf",3,"late"
"761",761,"2022-05-09",2007,0.236,0.802721088435374,80.2721088435374,0,19,0.53,0.294,"leaf",2,"late"
"762",762,"2022-05-09",2092,0.0368,0.817777777777778,81.7777777777778,1,19,0.0818,0.045,"stem",1,"late"
"763",763,"2022-05-09",2022,0.5814,0.820491109229467,82.0491109229467,1,19,1.29,0.7086,"leaf",3,"late"
"764",764,"2022-05-09",2022,0.1766,0.832626119754832,83.2626119754833,1,19,0.3887,0.2121,"leaf",1,"late"
"765",765,"2022-05-09",2089,0.4029,0.83416149068323,83.416149068323,0,19,0.8859,0.483,"leaf",2,"late"
"766",766,"2022-05-09",2092,0.0473,0.844642857142857,84.4642857142857,1,19,0.1033,0.056,"stem",1,"late"
"767",767,"2022-05-09",2005,0.392,0.850325379609544,85.0325379609544,0,19,0.853,0.461,"leaf",2,"late"
"768",768,"2022-05-09",2007,0.4235,0.859026369168357,85.9026369168357,0,19,0.9165,0.493,"leaf",3,"late"
"769",769,"2022-05-09",2089,0.238,0.86231884057971,86.231884057971,1,19,0.514,0.276,"leaf",1,"late"
"770",770,"2022-05-09",2029,0.4346,0.871291098636728,87.1291098636728,1,19,0.9334,0.4988,"leaf",3,"late"
"771",771,"2022-05-09",2023,0.6093,0.87192329708071,87.192329708071,1,19,1.3081,0.6988,"leaf",2,"late"
"772",772,"2022-05-09",2030,1.1489,0.874353120243531,87.4353120243531,0,19,2.4629,1.314,"leaf",2,"late"
"773",773,"2022-05-09",2005,0.0516,0.874576271186441,87.4576271186441,1,19,0.1106,0.059,"stem",2,"late"
"774",774,"2022-05-09",2007,0.2079,0.877215189873418,87.7215189873418,0,19,0.4449,0.237,"leaf",1,"late"
"775",775,"2022-05-09",2005,0.129,0.883561643835617,88.3561643835617,1,19,0.275,0.146,"stem",3,"late"
"776",776,"2022-05-09",2020,0.0239,0.885185185185185,88.5185185185185,0,19,0.0509,0.027,"stem",1,"late"
"777",777,"2022-05-09",2028,0.7961,0.889497206703911,88.9497206703911,0,19,1.6911,0.895,"leaf",3,"late"
"778",778,"2022-05-09",2092,0.181,0.891625615763547,89.1625615763547,0,19,0.384,0.203,"leaf",2,"late"
"779",779,"2022-05-09",2092,0.0938,0.893333333333333,89.3333333333333,1,19,0.1988,0.105,"stem",3,"late"
"780",780,"2022-05-09",2015,0.1675,0.89572192513369,89.572192513369,0,19,0.3545,0.187,"leaf",1,"late"
"781",781,"2022-05-09",2005,0.0484,0.896296296296296,89.6296296296296,1,19,0.1024,0.054,"stem",3,"late"
"782",782,"2022-05-09",2028,0.0983,0.901834862385321,90.1834862385321,1,19,0.2073,0.109,"stem",2,"late"
"783",783,"2022-05-09",2015,0.3169,0.902849002849003,90.2849002849003,0,19,0.6679,0.351,"leaf",3,"late"
"784",784,"2022-05-09",2030,0.222,0.906122448979592,90.6122448979592,1,19,0.467,0.245,"stem",1,"late"
"785",785,"2022-05-09",2020,0.5138,0.906172839506173,90.6172839506173,0,19,1.0808,0.567,"leaf",1,"late"
"786",786,"2022-05-09",2031,0.7023,0.906193548387097,90.6193548387097,0,19,1.4773,0.775,"leaf",3,"late"
"787",787,"2022-05-09",2020,0.3628,0.907,90.7,0,19,0.7628,0.4,"leaf",3,"late"
"788",788,"2022-05-09",2007,0.0601,0.91060606060606,91.060606060606,1,19,0.1261,0.066,"stem",3,"late"
"789",789,"2022-05-09",2030,0.4894,0.911359404096834,91.1359404096834,0,19,1.0264,0.537,"leaf",3,"late"
"790",790,"2022-05-09",2015,0.0585,0.9140625,91.40625,1,19,0.1225,0.064,"stem",3,"late"
"791",791,"2022-05-09",2022,0.2094,0.914410480349345,91.4410480349345,1,19,0.4384,0.229,"stem",1,"late"
"792",792,"2022-05-09",2026,1.1675,0.915686274509804,91.5686274509804,0,19,2.4425,1.275,"leaf",1,"late"
"793",793,"2022-05-09",2030,0.0376,0.917073170731707,91.7073170731707,0,19,0.0786,0.041,"stem",3,"late"
"794",794,"2022-05-09",2005,0.0569,0.917741935483871,91.7741935483871,0,19,0.1189,0.062,"stem",2,"late"
"795",795,"2022-05-09",2005,0.3936,0.919626168224299,91.9626168224299,0,19,0.8216,0.428,"leaf",1,"late"
"796",796,"2022-05-09",2029,0.548,0.92614500591516,92.614500591516,0,19,1.1397,0.5917,"leaf",2,"late"
"797",797,"2022-05-09",2029,0.9902,0.927414067621991,92.7414067621991,0,19,2.0579,1.0677,"leaf",1,"late"
"798",798,"2022-05-09",2007,0.1438,0.927741935483871,92.7741935483871,1,19,0.2988,0.155,"stem",2,"late"
"799",799,"2022-05-09",2029,0.1438,0.933766233766234,93.3766233766234,1,19,0.2978,0.154,"stem",2,"late"
"800",800,"2022-05-09",2022,0.6576,0.937687152431199,93.7687152431199,0,19,1.3589,0.7013,"leaf",1,"late"
"801",801,"2022-05-09",2024,0.8895,0.939281942977825,93.9281942977825,0,19,1.8365,0.947,"leaf",1,"late"
"802",802,"2022-05-09",2025,0.2338,0.939333065488148,93.9333065488148,1,19,0.4827,0.2489,"stem",3,"late"
"803",803,"2022-05-09",2021,0.4922,0.944721689059501,94.4721689059501,0,19,1.0132,0.521,"leaf",1,"late"
"804",804,"2022-05-09",2030,0.1336,0.94550601556971,94.550601556971,1,19,0.2749,0.1413,"stem",3,"late"
"805",805,"2022-05-09",2024,0.1433,0.949006622516556,94.9006622516556,1,19,0.2943,0.151,"stem",1,"late"
"806",806,"2022-05-09",2031,0.5329,0.949910873440285,94.9910873440285,0,19,1.0939,0.561,"leaf",1,"late"
"807",807,"2022-05-09",2013,0.2472,0.954440154440154,95.4440154440154,0,19,0.5062,0.259,"leaf",3,"late"
"808",808,"2022-05-09",2023,0.3252,0.958161461402475,95.8161461402475,0,19,0.6646,0.3394,"leaf",1,"late"
"809",809,"2022-05-09",2026,0.8457,0.961022727272727,96.1022727272727,0,19,1.7257,0.88,"leaf",2,"late"
"810",810,"2022-05-09",2026,0.4705,0.961577764152871,96.1577764152871,0,19,0.9598,0.4893,"leaf",3,"late"
"811",811,"2022-05-09",2028,0.0617,0.9640625,96.40625,0,19,0.1257,0.064,"stem",3,"late"
"812",812,"2022-05-09",2024,0.138,0.968421052631579,96.8421052631579,1,19,0.2805,0.1425,"stem",2,"late"
"813",813,"2022-05-09",2022,1.0895,0.969306049822064,96.9306049822064,0,19,2.2135,1.124,"leaf",2,"late"
"814",814,"2022-05-09",2031,1.1079,0.971842105263158,97.1842105263158,0,19,2.2479,1.14,"leaf",2,"late"
"815",815,"2022-05-09",2007,0.0565,0.974137931034483,97.4137931034483,1,19,0.1145,0.058,"stem",1,"late"
"816",816,"2022-05-09",2013,0.3129,0.974766355140187,97.4766355140187,0,19,0.6339,0.321,"leaf",2,"late"
"817",817,"2022-05-09",2026,0.1082,0.974774774774775,97.4774774774775,1,19,0.2192,0.111,"stem",2,"late"
"818",818,"2022-05-09",2023,0.1015,0.977842003853565,97.7842003853565,1,19,0.2053,0.1038,"stem",1,"late"
"819",819,"2022-05-09",2026,0.0488,0.981891348088531,98.1891348088531,1,19,0.0985,0.0497,"stem",3,"late"
"820",820,"2022-05-09",2028,0.1218,0.982258064516129,98.2258064516129,1,19,0.2458,0.124,"stem",1,"late"
"821",821,"2022-05-09",2028,0.0624,0.990476190476191,99.0476190476191,0,19,0.1254,0.063,"stem",2,"late"
"822",822,"2022-05-09",2006,0.6174,0.995004029008864,99.5004029008864,0,19,1.2379,0.6205,"leaf",3,"late"
"823",823,"2022-05-09",2030,0.0468,0.995744680851064,99.5744680851064,0,19,0.0938,0.047,"stem",1,"late"
"824",824,"2022-05-09",2027,0.917,0.996739130434782,99.6739130434783,0,19,1.837,0.92,"leaf",1,"late"
"825",825,"2022-05-09",2013,0.1555,0.996794871794872,99.6794871794872,0,19,0.3115,0.156,"leaf",1,"late"
"826",826,"2022-05-09",2023,0.9971,0.998998096383128,99.8998096383128,0,19,1.9952,0.9981,"leaf",3,"late"
"827",827,"2022-05-09",2022,0.2411,0.999585406301824,99.9585406301824,1,19,0.4823,0.2412,"leaf",2,"late"
"828",828,"2022-05-09",2020,0.129,1,100,1,19,0.258,0.129,"stem",3,"late"
"829",829,"2022-05-09",2028,0.1737,1.00057603686636,100.057603686636,0,19,0.3473,0.1736,"stem",3,"late"
"830",830,"2022-05-09",2021,0.164,1.00428658909982,100.428658909982,1,19,0.3273,0.1633,"stem",3,"late"
"831",831,"2022-05-09",2013,0.1237,1.00569105691057,100.569105691057,1,19,0.2467,0.123,"stem",1,"late"
"832",832,"2022-05-09",2024,0.0996,1.00606060606061,100.606060606061,1,19,0.1986,0.099,"stem",3,"late"
"833",833,"2022-05-09",2092,0.2437,1.00702479338843,100.702479338843,0,19,0.4857,0.242,"leaf",3,"late"
"834",834,"2022-05-09",2022,0.2902,1.00833912439194,100.833912439194,1,19,0.578,0.2878,"stem",3,"late"
"835",835,"2022-05-09",2006,0.3957,1.00840978593272,100.840978593272,0,19,0.7881,0.3924,"leaf",1,"late"
"836",836,"2022-05-09",2021,0.4558,1.011540168664,101.1540168664,0,19,0.9064,0.4506,"leaf",2,"late"
"837",837,"2022-05-09",2021,0.4926,1.01191454396056,101.191454396056,0,19,0.9794,0.4868,"leaf",3,"late"
"838",838,"2022-05-09",2007,0.11,1.01851851851852,101.851851851852,0,19,0.218,0.108,"stem",3,"late"
"839",839,"2022-05-09",2091,0.6508,1.02166405023548,102.166405023548,0,19,1.2878,0.637,"leaf",1,"late"
"840",840,"2022-05-09",2028,0.6882,1.02197802197802,102.197802197802,0,19,1.3616,0.6734,"leaf",2,"late"
"841",841,"2022-05-09",2028,0.1307,1.02913385826772,102.913385826772,1,19,0.2577,0.127,"stem",2,"late"
"842",842,"2022-05-09",2091,0.3195,1.03064516129032,103.064516129032,1,19,0.6295,0.31,"stem",1,"late"
"843",843,"2022-05-09",2093,0.2167,1.03585086042065,103.585086042065,1,19,0.4259,0.2092,"stem",3,"late"
"844",844,"2022-05-09",2021,0.1439,1.04502541757444,104.502541757444,1,19,0.2816,0.1377,"stem",1,"late"
"845",845,"2022-05-09",2027,0.2211,1.04539007092199,104.539007092199,1,19,0.4326,0.2115,"stem",1,"late"
"846",846,"2022-05-09",2025,0.7251,1.04556596971882,104.556596971882,0,19,1.4186,0.6935,"leaf",3,"late"
"847",847,"2022-05-09",2091,0.7676,1.04577656675749,104.577656675749,0,19,1.5016,0.734,"leaf",3,"late"
"848",848,"2022-05-09",2025,0.174,1.04819277108434,104.819277108434,1,19,0.34,0.166,"stem",2,"late"
"849",849,"2022-05-09",2027,1.2869,1.04958812494903,104.958812494903,0,19,2.513,1.2261,"leaf",2,"late"
"850",850,"2022-05-09",2006,0.1542,1.05184174624829,105.184174624829,1,19,0.3008,0.1466,"stem",3,"late"
"851",851,"2022-05-09",2024,0.9416,1.05643442163133,105.643442163133,0,19,1.8329,0.8913,"leaf",3,"late"
"852",852,"2022-05-09",2021,0.1754,1.05853952926976,105.853952926976,1,19,0.3411,0.1657,"stem",2,"late"
"853",853,"2022-05-09",2025,0.1609,1.05855263157895,105.855263157895,1,19,0.3129,0.152,"stem",1,"late"
"854",854,"2022-05-09",2015,0.3615,1.05856515373353,105.856515373353,0,19,0.703,0.3415,"leaf",2,"late"
"855",855,"2022-05-09",2093,0.2377,1.05879732739421,105.879732739421,1,19,0.4622,0.2245,"stem",2,"late"
"856",856,"2022-05-09",2024,0.5749,1.05894271504881,105.894271504881,0,19,1.1178,0.5429,"leaf",2,"late"
"857",857,"2022-05-09",2086,0.7322,1.05962373371925,105.962373371925,0,19,1.4232,0.691,"leaf",3,"late"
"858",858,"2022-05-09",2090,0.0666,1.06050955414013,106.050955414013,1,19,0.1294,0.0628,"stem",2,"late"
"859",859,"2022-05-09",2020,0.1594,1.06266666666667,106.266666666667,1,19,0.3094,0.15,"stem",1,"late"
"860",860,"2022-05-09",2029,0.0576,1.06666666666667,106.666666666667,0,19,0.1116,0.054,"stem",3,"late"
"861",861,"2022-05-09",2025,0.6635,1.06809401159047,106.809401159047,0,19,1.2847,0.6212,"leaf",2,"late"
"862",862,"2022-05-09",2027,1.2206,1.06845238095238,106.845238095238,0,19,2.363,1.1424,"leaf",3,"late"
"863",863,"2022-05-09",2006,0.6394,1.0686946347986,106.86946347986,0,19,1.2377,0.5983,"leaf",2,"late"
"864",864,"2022-05-09",2007,0.075,1.07142857142857,107.142857142857,0,19,0.145,0.07,"stem",2,"late"
"865",865,"2022-05-09",2031,0.0794,1.07297297297297,107.297297297297,1,19,0.1534,0.074,"stem",1,"late"
"866",866,"2022-05-09",2022,0.0389,1.08356545961003,108.356545961003,0,19,0.0748,0.0359,"stem",1,"late"
"867",867,"2022-05-09",1478,0.3135,1.08665511265165,108.665511265165,0,19,0.602,0.2885,"leaf",2,"late"
"868",868,"2022-05-09",2015,0.025,1.08695652173913,108.695652173913,0,19,0.048,0.023,"stem",1,"late"
"869",869,"2022-05-09",2088,0.3661,1.08958333333333,108.958333333333,1,19,0.7021,0.336,"leaf",1,"late"
"870",870,"2022-05-09",2004,0.2516,1.09059384482011,109.059384482011,0,19,0.4823,0.2307,"leaf",2,"late"
"871",871,"2022-05-09",2093,1.0299,1.09342817708886,109.342817708886,0,19,1.9718,0.9419,"leaf",3,"late"
"872",872,"2022-05-09",2004,0.3261,1.09356136820926,109.356136820926,0,19,0.6243,0.2982,"leaf",1,"late"
"873",873,"2022-05-09",2022,0.0676,1.0974025974026,109.74025974026,1,19,0.1292,0.0616,"stem",2,"late"
"874",874,"2022-05-09",2093,0.2253,1.099560761347,109.9560761347,1,19,0.4302,0.2049,"stem",1,"late"
"875",875,"2022-05-09",2031,0.0209,1.1,110,0,19,0.0399,0.019,"stem",1,"late"
"876",876,"2022-05-09",2027,0.1534,1.10439164866811,110.439164866811,1,19,0.2923,0.1389,"stem",3,"late"
"877",877,"2022-05-09",2090,0.0625,1.10815602836879,110.815602836879,1,19,0.1189,0.0564,"stem",3,"late"
"878",878,"2022-05-09",2012,0.3191,1.10875608061154,110.875608061154,0,19,0.6069,0.2878,"leaf",2,"late"
"879",879,"2022-05-09",1478,0.2745,1.11359026369168,111.359026369168,1,19,0.521,0.2465,"stem",3,"late"
"880",880,"2022-05-09",2012,0.1507,1.1146449704142,111.46449704142,1,19,0.2859,0.1352,"stem",1,"late"
"881",881,"2022-05-09",2023,0.1782,1.1214600377596,112.14600377596,0,19,0.3371,0.1589,"stem",3,"late"
"882",882,"2022-05-09",2028,0.0743,1.12575757575758,112.575757575758,0,19,0.1403,0.066,"stem",1,"late"
"883",883,"2022-05-09",2023,0.0985,1.12700228832952,112.700228832952,1,19,0.1859,0.0874,"stem",2,"late"
"884",884,"2022-05-09",2025,0.9035,1.12726138490331,112.726138490331,0,19,1.705,0.8015,"leaf",1,"late"
"885",885,"2022-05-09",2015,0.0398,1.12747875354108,112.747875354108,1,19,0.0751,0.0353,"stem",2,"late"
"886",886,"2022-05-09",2090,0.5163,1.12852459016393,112.852459016393,0,19,0.9738,0.4575,"leaf",1,"late"
"887",887,"2022-05-09",2024,0.1044,1.12987012987013,112.987012987013,0,19,0.1968,0.0924,"stem",1,"late"
"888",888,"2022-05-09",2006,0.1458,1.13198757763975,113.198757763975,1,19,0.2746,0.1288,"stem",2,"late"
"889",889,"2022-05-09",1478,0.1819,1.13758599124453,113.758599124453,0,19,0.3418,0.1599,"leaf",1,"late"
"890",890,"2022-05-09",2004,0.3089,1.13943194393213,113.943194393213,0,19,0.58,0.2711,"leaf",3,"late"
"891",891,"2022-05-09",2085,0.2616,1.13986928104575,113.986928104575,0,19,0.4911,0.2295,"leaf",2,"late"
"892",892,"2022-05-09",2020,0.0377,1.14242424242424,114.242424242424,0,19,0.0707,0.033,"stem",3,"late"
"893",893,"2022-05-09",2088,0.4875,1.14517265680056,114.517265680056,0,19,0.9132,0.4257,"leaf",3,"late"
"894",894,"2022-05-09",2087,0.3988,1.14531878230902,114.531878230902,0,19,0.747,0.3482,"leaf",1,"late"
"895",895,"2022-05-09",2087,0.3302,1.14892136395268,114.892136395268,1,19,0.6176,0.2874,"stem",3,"late"
"896",896,"2022-05-09",2012,0.2656,1.15578764142733,115.578764142733,0,19,0.4954,0.2298,"leaf",3,"late"
"897",897,"2022-05-09",2090,0.5218,1.15647163120567,115.647163120567,0,19,0.973,0.4512,"leaf",3,"late"
"898",898,"2022-05-09",2093,1.1844,1.15697958386246,115.697958386246,0,19,2.2081,1.0237,"leaf",2,"late"
"899",899,"2022-05-09",2013,0.283,1.16460905349794,116.460905349794,1,19,0.526,0.243,"stem",3,"late"
"900",900,"2022-05-09",2015,0.0536,1.16521739130435,116.521739130435,1,19,0.0996,0.046,"stem",1,"late"
"901",901,"2022-05-09",2022,0.1125,1.16580310880829,116.580310880829,0,19,0.209,0.0965,"leaf",3,"late"
"902",902,"2022-05-09",2012,0.132,1.16917626217892,116.917626217892,1,19,0.2449,0.1129,"stem",3,"late"
"903",903,"2022-05-09",2012,0.3164,1.17228603186365,117.228603186365,0,19,0.5863,0.2699,"leaf",1,"late"
"904",904,"2022-05-09",2012,0.1493,1.17374213836478,117.374213836478,1,19,0.2765,0.1272,"stem",2,"late"
"905",905,"2022-05-09",2085,0.1046,1.17660292463442,117.660292463442,1,19,0.1935,0.0889,"stem",2,"late"
"906",906,"2022-05-09",2029,0.0333,1.17667844522968,117.667844522968,0,19,0.0616,0.0283,"stem",2,"late"
"907",907,"2022-05-09",2086,1.1317,1.1784858898261,117.84858898261,0,19,2.092,0.9603,"leaf",2,"late"
"908",908,"2022-05-09",2085,0.429,1.1854103343465,118.54103343465,0,19,0.7909,0.3619,"leaf",1,"late"
"909",909,"2022-05-09",2090,0.3662,1.18588082901554,118.588082901554,0,19,0.675,0.3088,"leaf",2,"late"
"910",910,"2022-05-09",2025,0.0982,1.18599033816425,118.599033816425,0,19,0.181,0.0828,"stem",3,"late"
"911",911,"2022-05-09",2088,0.3045,1.18713450292398,118.713450292398,0,19,0.561,0.2565,"leaf",2,"late"
"912",912,"2022-05-09",2026,0.3434,1.18823529411765,118.823529411765,0,19,0.6324,0.289,"stem",1,"late"
"913",913,"2022-05-09",2092,0.0333,1.18928571428571,118.928571428571,0,19,0.0613,0.028,"stem",3,"late"
"914",914,"2022-05-09",2088,0.2041,1.19078179696616,119.078179696616,1,19,0.3755,0.1714,"stem",3,"late"
"915",915,"2022-05-09",2027,0.1123,1.19850586979722,119.850586979722,0,19,0.206,0.0937,"stem",1,"late"
"916",916,"2022-05-09",2086,0.213,1.2,120,1,19,0.3905,0.1775,"stem",3,"late"
"917",917,"2022-05-09",2087,0.6454,1.20253400409912,120.253400409912,0,19,1.1821,0.5367,"leaf",2,"late"
"918",918,"2022-05-09",2029,0.1017,1.20497630331754,120.497630331754,0,19,0.1861,0.0844,"stem",1,"late"
"919",919,"2022-05-09",2029,0.121,1.20758483033932,120.758483033932,1,19,0.2212,0.1002,"stem",3,"late"
"920",920,"2022-05-09",2021,0.1071,1.21153846153846,121.153846153846,0,19,0.1955,0.0884,"stem",1,"late"
"921",921,"2022-05-09",2089,0.0884,1.21262002743484,121.262002743484,0,19,0.1613,0.0729,"stem",2,"late"
"922",922,"2022-05-09",2006,0.1501,1.21341956345998,121.341956345998,0,19,0.2738,0.1237,"stem",1,"late"
"923",923,"2022-05-09",2025,0.2403,1.21363636363636,121.363636363636,0,19,0.4383,0.198,"stem",1,"late"
"924",924,"2022-05-09",2093,0.8543,1.21712494657359,121.712494657359,0,19,1.5562,0.7019,"leaf",1,"late"
"925",925,"2022-05-09",2085,0.353,1.21766126250431,121.766126250431,1,19,0.6429,0.2899,"stem",1,"late"
"926",926,"2022-05-09",2087,0.2271,1.21900161030596,121.900161030596,1,19,0.4134,0.1863,"stem",2,"late"
"927",927,"2022-05-09",2024,0.2133,1.21955403087479,121.955403087479,0,19,0.3882,0.1749,"stem",3,"late"
"928",928,"2022-05-09",2006,0.0399,1.22018348623853,122.018348623853,0,19,0.0726,0.0327,"stem",3,"late"
"929",929,"2022-05-09",2087,0.1358,1.22342342342342,122.342342342342,1,19,0.2468,0.111,"stem",1,"late"
"930",930,"2022-05-09",2026,0.2009,1.23025107164727,123.025107164728,0,19,0.3642,0.1633,"stem",2,"late"
"931",931,"2022-05-09",2087,1.3841,1.23042048182061,123.042048182061,0,19,2.509,1.1249,"leaf",3,"late"
