"","tree","plot","site","species","week","time","mpa","date_wp","lwc_bulk","lwc_leaf","date_wc","mpa_mean","lwc_mean","timing","mean_swc_per_dry_g","mean_swc_g","date_rwc","date_lfm","type","X.x","notes.x","lfm_wet_wt_y0_g","lfm_wet_per_dry_y0_g","lfm_dry_wt_y0_g","lfm_y0_percent","X.y","notes.y","lfm_wet_wt_y1_g","lfm_wet_per_dry_y1_g","lfm_dry_wt_y1_g","lfm_y1_percent","X","notes","lfm_wet_wt_both_g","lfm_wet_per_dry_both_g","lfm_dry_wt_both_g","lfm_both_percent","date_lfm_both","rwc_percent"
"11",1478,"Low","Cucu Mesa","blue oak",15,"md",1.951,2022-04-13,1.10569763677566,1.01223776223776,2022-04-13,1.6904,1.04427438938879,"late",1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"12",1478,"Low","Cucu Mesa","blue oak",15,"md",1.951,2022-04-13,1.10569763677566,0.96137339055794,2022-04-13,1.6904,1.04427438938879,"late",1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"13",1478,"Low","Cucu Mesa","blue oak",15,"md",1.951,2022-04-13,1.10569763677566,0.944043321299639,2022-04-13,1.6904,1.04427438938879,"late",1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"14",1478,"Low","Cucu Mesa","blue oak",15,"md",1.8,2022-04-13,1.10569763677566,0.96137339055794,2022-04-13,1.6904,1.04427438938879,"late",1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"15",1478,"Low","Cucu Mesa","blue oak",15,"md",1.822,2022-04-13,1.10569763677566,0.96137339055794,2022-04-13,1.6904,1.04427438938879,"late",1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"16",1478,"Low","Cucu Mesa","blue oak",15,"md",1.584,2022-04-13,1.10569763677566,0.96137339055794,2022-04-13,1.6904,1.04427438938879,"late",1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"17",1478,"Low","Cucu Mesa","blue oak",15,"md",1.295,2022-04-13,1.10569763677566,0.944043321299639,2022-04-13,1.6904,1.04427438938879,"late",1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"18",1478,"Low","Cucu Mesa","blue oak",15,"md",1.951,2022-04-13,1.10569763677566,0.965648854961832,2022-04-13,1.6904,1.04427438938879,"late",1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"19",1478,"Low","Cucu Mesa","blue oak",15,"md",1.8,2022-04-13,1.10569763677566,0.965648854961832,2022-04-13,1.6904,1.04427438938879,"late",1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"20",1478,"Low","Cucu Mesa","blue oak",15,"md",1.8,2022-04-13,1.10569763677566,0.944043321299639,2022-04-13,1.6904,1.04427438938879,"late",1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"21",1478,"Low","Cucu Mesa","blue oak",15,"md",1.295,2022-04-13,1.10569763677566,0.965648854961832,2022-04-13,1.6904,1.04427438938879,"late",1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"22",1478,"Low","Cucu Mesa","blue oak",15,"md",1.822,2022-04-13,1.10569763677566,0.944043321299639,2022-04-13,1.6904,1.04427438938879,"late",1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"23",1478,"Low","Cucu Mesa","blue oak",15,"md",1.295,2022-04-13,1.10569763677566,1.01223776223776,2022-04-13,1.6904,1.04427438938879,"late",1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"24",1478,"Low","Cucu Mesa","blue oak",15,"md",1.822,2022-04-13,1.10569763677566,1.01223776223776,2022-04-13,1.6904,1.04427438938879,"late",1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"25",1478,"Low","Cucu Mesa","blue oak",15,"md",1.822,2022-04-13,1.10569763677566,1.03095238095238,2022-04-13,1.6904,1.04427438938879,"late",1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"26",1478,"Low","Cucu Mesa","blue oak",17,"md",2.401,2022-04-27,1.0197904540163,NA,2022-04-27,2.221,1.0197904540163,"late",NA,NA,NA,"2022-04-27","leaf",810,NA,7.06,0.198641765704584,5.89,19.8641765704584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",1478,"Low","Cucu Mesa","blue oak",17,"md",2.271,2022-04-27,1.0197904540163,NA,2022-04-27,2.221,1.0197904540163,"late",NA,NA,NA,"2022-04-27","leaf",810,NA,7.06,0.198641765704584,5.89,19.8641765704584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",1478,"Low","Cucu Mesa","blue oak",17,"md",1.991,2022-04-27,1.0197904540163,NA,2022-04-27,2.221,1.0197904540163,"late",NA,NA,NA,"2022-04-27","leaf",810,NA,7.06,0.198641765704584,5.89,19.8641765704584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",1478,"Low","Cucu Mesa","blue oak",17,"pd",0.882,2022-04-27,1.0767414403778,NA,2022-04-27,0.903,1.0767414403778,"late",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",1478,"Low","Cucu Mesa","blue oak",17,"pd",0.934,2022-04-27,1.0767414403778,NA,2022-04-27,0.903,1.0767414403778,"late",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",1478,"Low","Cucu Mesa","blue oak",17,"pd",0.893,2022-04-27,1.0767414403778,NA,2022-04-27,0.903,1.0767414403778,"late",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",1478,"Low","Cucu Mesa","blue oak",19,"md",2.506,2022-05-09,NA,NA,NA,2.535,NA,"late",1.11212055194809,0.2477,"2022-05-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",1478,"Low","Cucu Mesa","blue oak",15,"md",1.951,2022-04-13,1.10569763677566,1.03095238095238,2022-04-13,1.6904,1.04427438938879,"late",1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"34",1478,"Low","Cucu Mesa","blue oak",15,"md",1.584,2022-04-13,1.10569763677566,1.01223776223776,2022-04-13,1.6904,1.04427438938879,"late",1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"35",1478,"Low","Cucu Mesa","blue oak",15,"md",1.8,2022-04-13,1.10569763677566,1.03095238095238,2022-04-13,1.6904,1.04427438938879,"late",1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"36",1478,"Low","Cucu Mesa","blue oak",15,"md",1.295,2022-04-13,1.10569763677566,1.03095238095238,2022-04-13,1.6904,1.04427438938879,"late",1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"37",1478,"Low","Cucu Mesa","blue oak",21,"md",4.5,2022-05-25,0.667808219178082,NA,2022-05-23,3.9875,0.667808219178082,"late",0.92010395563001,0.395,"2022-05-27","2022-05-25","leaf",1227,NA,1.2948,0.729859719438878,0.7485,72.9859719438878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.5796487551043
"38",1478,"Low","Cucu Mesa","blue oak",21,"md",4,2022-05-25,0.667808219178082,NA,2022-05-23,3.9875,0.667808219178082,"late",0.92010395563001,0.395,"2022-05-27","2022-05-25","leaf",1227,NA,1.2948,0.729859719438878,0.7485,72.9859719438878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.5796487551043
"39",1478,"Low","Cucu Mesa","blue oak",21,"md",3.85,2022-05-25,0.667808219178082,NA,2022-05-23,3.9875,0.667808219178082,"late",0.92010395563001,0.395,"2022-05-27","2022-05-25","leaf",1227,NA,1.2948,0.729859719438878,0.7485,72.9859719438878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.5796487551043
"40",1478,"Low","Cucu Mesa","blue oak",21,"md",3.6,2022-05-25,0.667808219178082,NA,2022-05-23,3.9875,0.667808219178082,"late",0.92010395563001,0.395,"2022-05-27","2022-05-25","leaf",1227,NA,1.2948,0.729859719438878,0.7485,72.9859719438878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.5796487551043
"41",1478,"Low","Cucu Mesa","blue oak",21,"pd",1.608,2022-05-25,0.846251790545917,NA,2022-05-23,1.55266666666667,0.846251790545917,"late",0.92010395563001,0.395,"2022-05-27","2022-05-25","leaf",1283,NA,1.95,0.731793960923624,1.126,73.1793960923624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.9734977083622
"42",1478,"Low","Cucu Mesa","blue oak",21,"pd",1.43,2022-05-25,0.846251790545917,NA,2022-05-23,1.55266666666667,0.846251790545917,"late",0.92010395563001,0.395,"2022-05-27","2022-05-25","leaf",1283,NA,1.95,0.731793960923624,1.126,73.1793960923624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.9734977083622
"43",1478,"Low","Cucu Mesa","blue oak",21,"pd",1.62,2022-05-25,0.846251790545917,NA,2022-05-23,1.55266666666667,0.846251790545917,"late",0.92010395563001,0.395,"2022-05-27","2022-05-25","leaf",1283,NA,1.95,0.731793960923624,1.126,73.1793960923624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.9734977083622
"44",1478,"Low","Cucu Mesa","blue oak",29,"md",4,2022-07-19,0.585769230769231,NA,2022-07-19,4.13333333333333,0.585769230769231,"late",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",1478,"Low","Cucu Mesa","blue oak",29,"md",4.3,2022-07-19,0.585769230769231,NA,2022-07-19,4.13333333333333,0.585769230769231,"late",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",1478,"Low","Cucu Mesa","blue oak",29,"md",4.1,2022-07-19,0.585769230769231,NA,2022-07-19,4.13333333333333,0.585769230769231,"late",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",1478,"Low","Cucu Mesa","blue oak",33,"md",4.3,2022-08-18,NA,NA,NA,4.13333333333333,NA,"late",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",1478,"Low","Cucu Mesa","blue oak",33,"md",4.1,2022-08-18,NA,NA,NA,4.13333333333333,NA,"late",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",1478,"Low","Cucu Mesa","blue oak",33,"md",4,2022-08-18,NA,NA,NA,4.13333333333333,NA,"late",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",1478,"Low","Cucu Mesa","blue oak",19,"md",2.564,2022-05-09,NA,NA,NA,2.535,NA,"late",1.11212055194809,0.2477,"2022-05-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",1478,"Low","Cucu Mesa","blue oak",15,"md",1.8,2022-04-13,1.10569763677566,1.01223776223776,2022-04-13,1.6904,1.04427438938879,"late",1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"52",1478,"Low","Cucu Mesa","blue oak",15,"md",1.822,2022-04-13,1.10569763677566,0.965648854961832,2022-04-13,1.6904,1.04427438938879,"late",1.3074871404077,0.6863,"2022-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8688076628547
"53",2004,"High","Cucu Mesa","blue oak",10,"md",1.52,2022-03-08,1.76186868686869,1.77777777777778,2022-03-08,1.65333333333333,1.78337099060783,"early",NA,NA,NA,"2022-03-11","leaf",116,NA,8.5289,1.81342569684974,3.0315,181.342569684974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",2004,"High","Cucu Mesa","blue oak",10,"md",1.76,2022-03-08,1.76186868686869,1.81578947368421,2022-03-08,1.65333333333333,1.78337099060783,"early",NA,NA,NA,"2022-03-11","leaf",116,NA,8.5289,1.81342569684974,3.0315,181.342569684974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",2004,"High","Cucu Mesa","blue oak",10,"md",1.52,2022-03-08,1.76186868686869,1.77777777777778,2022-03-08,1.65333333333333,1.78337099060783,"early",NA,NA,NA,"2022-03-11","leaf",81,NA,13.011,1.69468146798111,4.8284,169.468146798111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",2004,"High","Cucu Mesa","blue oak",10,"md",1.76,2022-03-08,1.76186868686869,1.82105263157895,2022-03-08,1.65333333333333,1.78337099060783,"early",NA,NA,NA,"2022-03-11","leaf",81,NA,13.011,1.69468146798111,4.8284,169.468146798111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",2004,"High","Cucu Mesa","blue oak",10,"md",1.68,2022-03-08,1.76186868686869,1.77777777777778,2022-03-08,1.65333333333333,1.78337099060783,"early",NA,NA,NA,"2022-03-11","leaf",116,NA,8.5289,1.81342569684974,3.0315,181.342569684974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",2004,"High","Cucu Mesa","blue oak",10,"md",1.76,2022-03-08,1.76186868686869,1.81578947368421,2022-03-08,1.65333333333333,1.78337099060783,"early",NA,NA,NA,"2022-03-11","leaf",81,NA,13.011,1.69468146798111,4.8284,169.468146798111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",2004,"High","Cucu Mesa","blue oak",10,"md",1.76,2022-03-08,1.76186868686869,1.82105263157895,2022-03-08,1.65333333333333,1.78337099060783,"early",NA,NA,NA,"2022-03-11","leaf",116,NA,8.5289,1.81342569684974,3.0315,181.342569684974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",2004,"High","Cucu Mesa","blue oak",10,"md",1.52,2022-03-08,1.76186868686869,1.82105263157895,2022-03-08,1.65333333333333,1.78337099060783,"early",NA,NA,NA,"2022-03-11","leaf",81,NA,13.011,1.69468146798111,4.8284,169.468146798111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",2004,"High","Cucu Mesa","blue oak",10,"md",1.68,2022-03-08,1.76186868686869,1.82105263157895,2022-03-08,1.65333333333333,1.78337099060783,"early",NA,NA,NA,"2022-03-11","leaf",116,NA,8.5289,1.81342569684974,3.0315,181.342569684974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",2004,"High","Cucu Mesa","blue oak",10,"md",1.68,2022-03-08,1.76186868686869,1.77777777777778,2022-03-08,1.65333333333333,1.78337099060783,"early",NA,NA,NA,"2022-03-11","leaf",81,NA,13.011,1.69468146798111,4.8284,169.468146798111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",2004,"High","Cucu Mesa","blue oak",10,"md",1.52,2022-03-08,1.76186868686869,1.82105263157895,2022-03-08,1.65333333333333,1.78337099060783,"early",NA,NA,NA,"2022-03-11","leaf",116,NA,8.5289,1.81342569684974,3.0315,181.342569684974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",2004,"High","Cucu Mesa","blue oak",10,"pd",0.539,2022-03-08,2.03,1.96153846153846,2022-03-08,0.3335,2.02494061085973,"early",NA,NA,NA,"2022-03-11","leaf",78,NA,4.3365,2.29321081409478,1.3168,229.321081409478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",2004,"High","Cucu Mesa","blue oak",10,"pd",0.205,2022-03-08,2.03,2.13529411764706,2022-03-08,0.3335,2.02494061085973,"early",NA,NA,NA,"2022-03-11","leaf",78,NA,4.3365,2.29321081409478,1.3168,229.321081409478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",2004,"High","Cucu Mesa","blue oak",10,"pd",0.29,2022-03-08,2.03,2.00769230769231,2022-03-08,0.3335,2.02494061085973,"early",NA,NA,NA,"2022-03-11","leaf",78,NA,4.3365,2.29321081409478,1.3168,229.321081409478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",2004,"High","Cucu Mesa","blue oak",10,"md",1.76,2022-03-08,1.76186868686869,1.77777777777778,2022-03-08,1.65333333333333,1.78337099060783,"early",NA,NA,NA,"2022-03-11","leaf",116,NA,8.5289,1.81342569684974,3.0315,181.342569684974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",2004,"High","Cucu Mesa","blue oak",10,"pd",0.29,2022-03-08,2.03,1.975,2022-03-08,0.3335,2.02494061085973,"early",NA,NA,NA,"2022-03-11","leaf",78,NA,4.3365,2.29321081409478,1.3168,229.321081409478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",2004,"High","Cucu Mesa","blue oak",10,"pd",0.205,2022-03-08,2.03,1.96153846153846,2022-03-08,0.3335,2.02494061085973,"early",NA,NA,NA,"2022-03-11","leaf",78,NA,4.3365,2.29321081409478,1.3168,229.321081409478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",2004,"High","Cucu Mesa","blue oak",10,"pd",0.29,2022-03-08,2.03,2.13529411764706,2022-03-08,0.3335,2.02494061085973,"early",NA,NA,NA,"2022-03-11","leaf",78,NA,4.3365,2.29321081409478,1.3168,229.321081409478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",2004,"High","Cucu Mesa","blue oak",10,"pd",0.29,2022-03-08,2.03,1.96153846153846,2022-03-08,0.3335,2.02494061085973,"early",NA,NA,NA,"2022-03-11","leaf",78,NA,4.3365,2.29321081409478,1.3168,229.321081409478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2004,"High","Cucu Mesa","blue oak",10,"pd",0.3,2022-03-08,2.03,2.00769230769231,2022-03-08,0.3335,2.02494061085973,"early",NA,NA,NA,"2022-03-11","leaf",78,NA,4.3365,2.29321081409478,1.3168,229.321081409478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2004,"High","Cucu Mesa","blue oak",10,"pd",0.205,2022-03-08,2.03,2.00769230769231,2022-03-08,0.3335,2.02494061085973,"early",NA,NA,NA,"2022-03-11","leaf",78,NA,4.3365,2.29321081409478,1.3168,229.321081409478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",2004,"High","Cucu Mesa","blue oak",10,"pd",0.3,2022-03-08,2.03,2.13529411764706,2022-03-08,0.3335,2.02494061085973,"early",NA,NA,NA,"2022-03-11","leaf",78,NA,4.3365,2.29321081409478,1.3168,229.321081409478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",2004,"High","Cucu Mesa","blue oak",10,"pd",0.3,2022-03-08,2.03,1.96153846153846,2022-03-08,0.3335,2.02494061085973,"early",NA,NA,NA,"2022-03-11","leaf",78,NA,4.3365,2.29321081409478,1.3168,229.321081409478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",2004,"High","Cucu Mesa","blue oak",10,"pd",0.205,2022-03-08,2.03,1.975,2022-03-08,0.3335,2.02494061085973,"early",NA,NA,NA,"2022-03-11","leaf",78,NA,4.3365,2.29321081409478,1.3168,229.321081409478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2004,"High","Cucu Mesa","blue oak",10,"pd",0.539,2022-03-08,2.03,1.975,2022-03-08,0.3335,2.02494061085973,"early",NA,NA,NA,"2022-03-11","leaf",78,NA,4.3365,2.29321081409478,1.3168,229.321081409478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",2004,"High","Cucu Mesa","blue oak",10,"pd",0.539,2022-03-08,2.03,2.00769230769231,2022-03-08,0.3335,2.02494061085973,"early",NA,NA,NA,"2022-03-11","leaf",78,NA,4.3365,2.29321081409478,1.3168,229.321081409478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",2004,"High","Cucu Mesa","blue oak",14,"md",2.4,2022-04-04,NA,0.767843726521413,2022-04-04,2.38333333333333,0.794647749168171,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",2004,"High","Cucu Mesa","blue oak",14,"md",2.4,2022-04-04,NA,0.824464831804281,2022-04-04,2.38333333333333,0.794647749168171,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
