MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20090825,6083,Santa Barbara County,CA,0,100,100,100,0,0,8/25/09,8/31/09,1
20090818,6083,Santa Barbara County,CA,0,100,100,100,0,0,8/18/09,8/24/09,1
20090811,6083,Santa Barbara County,CA,0,100,100,100,0,0,8/11/09,8/17/09,1
20090804,6083,Santa Barbara County,CA,0,100,100,100,0,0,8/4/09,8/10/09,1
20090728,6083,Santa Barbara County,CA,0,100,100,100,0,0,7/28/09,8/3/09,1
20090721,6083,Santa Barbara County,CA,0,100,100,100,0,0,7/21/09,7/27/09,1
20090714,6083,Santa Barbara County,CA,0,100,100,100,0,0,7/14/09,7/20/09,1
20090707,6083,Santa Barbara County,CA,0,100,100,100,0,0,7/7/09,7/13/09,1
20090630,6083,Santa Barbara County,CA,0,100,100,100,0,0,6/30/09,7/6/09,1
20090623,6083,Santa Barbara County,CA,0,100,100,100,0,0,6/23/09,6/29/09,1
20090616,6083,Santa Barbara County,CA,0,100,100,100,0,0,6/16/09,6/22/09,1
20090609,6083,Santa Barbara County,CA,0,100,100,100,0,0,6/9/09,6/15/09,1
20090602,6083,Santa Barbara County,CA,0,100,100,100,0,0,6/2/09,6/8/09,1
20090526,6083,Santa Barbara County,CA,0,100,100,82.05,0,0,5/26/09,6/1/09,1
20090519,6083,Santa Barbara County,CA,0,100,100,82.05,0,0,5/19/09,5/25/09,1
20090512,6083,Santa Barbara County,CA,0,100,100,82.05,0,0,5/12/09,5/18/09,1
20090505,6083,Santa Barbara County,CA,0,100,100,82.05,0,0,5/5/09,5/11/09,1
20090428,6083,Santa Barbara County,CA,0,100,100,82.05,0,0,4/28/09,5/4/09,1
20090421,6083,Santa Barbara County,CA,0,100,100,82.05,0,0,4/21/09,4/27/09,1
20090414,6083,Santa Barbara County,CA,0,100,99.96,28.87,0,0,4/14/09,4/20/09,1
20090407,6083,Santa Barbara County,CA,0,100,99.96,28.87,0,0,4/7/09,4/13/09,1
20090331,6083,Santa Barbara County,CA,0,100,99.96,0.45,0,0,3/31/09,4/6/09,1
20090324,6083,Santa Barbara County,CA,0,100,99.96,0.45,0,0,3/24/09,3/30/09,1
20090317,6083,Santa Barbara County,CA,0,100,99.96,0.45,0,0,3/17/09,3/23/09,1
20090310,6083,Santa Barbara County,CA,0,100,99.96,0.45,0,0,3/10/09,3/16/09,1
20090303,6083,Santa Barbara County,CA,0,100,100,21.22,0,0,3/3/09,3/9/09,1
20090224,6083,Santa Barbara County,CA,0,100,100,21.22,0,0,2/24/09,3/2/09,1
20090217,6083,Santa Barbara County,CA,0,100,100,21.22,0,0,2/17/09,2/23/09,1
20090210,6083,Santa Barbara County,CA,0,100,100,55.5,0,0,2/10/09,2/16/09,1
20090203,6083,Santa Barbara County,CA,0,100,100,55.5,0,0,2/3/09,2/9/09,1
20090127,6083,Santa Barbara County,CA,0,100,100,0.09,0,0,1/27/09,2/2/09,1
20090120,6083,Santa Barbara County,CA,0,100,100,0.09,0,0,1/20/09,1/26/09,1
20090113,6083,Santa Barbara County,CA,0,100,100,0.09,0,0,1/13/09,1/19/09,1
20090106,6083,Santa Barbara County,CA,0,100,100,0.09,0,0,1/6/09,1/12/09,1
20081230,6083,Santa Barbara County,CA,0,100,100,0.09,0,0,12/30/08,1/5/09,1
20081223,6083,Santa Barbara County,CA,0,100,100,0.09,0,0,12/23/08,12/29/08,1
20081216,6083,Santa Barbara County,CA,0,100,100,0.09,0,0,12/16/08,12/22/08,1
20081209,6083,Santa Barbara County,CA,0,100,100,0.09,0,0,12/9/08,12/15/08,1
20081202,6083,Santa Barbara County,CA,0,100,100,0.09,0,0,12/2/08,12/8/08,1
20081125,6083,Santa Barbara County,CA,0,100,100,0.09,0,0,11/25/08,12/1/08,1
20081118,6083,Santa Barbara County,CA,0,100,100,0.09,0,0,11/18/08,11/24/08,1
20081111,6083,Santa Barbara County,CA,0,100,100,0.09,0,0,11/11/08,11/17/08,1
20081104,6083,Santa Barbara County,CA,0,100,100,0.09,0,0,11/4/08,11/10/08,1
20081028,6083,Santa Barbara County,CA,0,100,100,0.09,0,0,10/28/08,11/3/08,1
20081021,6083,Santa Barbara County,CA,0,100,100,0.12,0,0,10/21/08,10/27/08,1
20081014,6083,Santa Barbara County,CA,0,100,100,0,0,0,10/14/08,10/20/08,1
20081007,6083,Santa Barbara County,CA,0,100,100,0,0,0,10/7/08,10/13/08,1
20080930,6083,Santa Barbara County,CA,0,100,100,0,0,0,9/30/08,10/6/08,1
20080923,6083,Santa Barbara County,CA,0,100,100,0,0,0,9/23/08,9/29/08,1
20080916,6083,Santa Barbara County,CA,0,100,100,0,0,0,9/16/08,9/22/08,1
20080909,6083,Santa Barbara County,CA,0,100,100,0,0,0,9/9/08,9/15/08,1
20080902,6083,Santa Barbara County,CA,0,100,100,0,0,0,9/2/08,9/8/08,1
20080826,6083,Santa Barbara County,CA,0,100,100,0,0,0,8/26/08,9/1/08,1
20080819,6083,Santa Barbara County,CA,0,100,100,0,0,0,8/19/08,8/25/08,1
20080812,6083,Santa Barbara County,CA,0,100,26.84,0,0,0,8/12/08,8/18/08,1
20080805,6083,Santa Barbara County,CA,0,100,26.84,0,0,0,8/5/08,8/11/08,1
20080729,6083,Santa Barbara County,CA,0,100,26.84,0,0,0,7/29/08,8/4/08,1
20080722,6083,Santa Barbara County,CA,0,100,26.84,0,0,0,7/22/08,7/28/08,1
20080715,6083,Santa Barbara County,CA,0,100,26.84,0,0,0,7/15/08,7/21/08,1
20080708,6083,Santa Barbara County,CA,3.53,96.47,26.84,0,0,0,7/8/08,7/14/08,1
20080701,6083,Santa Barbara County,CA,3.53,96.47,26.84,0,0,0,7/1/08,7/7/08,1
20080624,6083,Santa Barbara County,CA,3.53,96.47,26.84,0,0,0,6/24/08,6/30/08,1
20080617,6083,Santa Barbara County,CA,4.9,95.1,26.84,0,0,0,6/17/08,6/23/08,1
20080610,6083,Santa Barbara County,CA,4.9,95.1,9.84,0,0,0,6/10/08,6/16/08,1
20080603,6083,Santa Barbara County,CA,4.66,95.34,9.84,0,0,0,6/3/08,6/9/08,1
20080527,6083,Santa Barbara County,CA,4.66,95.34,9.82,0,0,0,5/27/08,6/2/08,1
20080520,6083,Santa Barbara County,CA,4.66,95.34,9.82,0,0,0,5/20/08,5/26/08,1
20080513,6083,Santa Barbara County,CA,4.66,95.34,9.82,0,0,0,5/13/08,5/19/08,1
20080506,6083,Santa Barbara County,CA,4.72,95.28,9.82,0,0,0,5/6/08,5/12/08,1
20080429,6083,Santa Barbara County,CA,0.04,99.96,6.61,0,0,0,4/29/08,5/5/08,1
20080422,6083,Santa Barbara County,CA,59.5,40.5,6.61,0,0,0,4/22/08,4/28/08,1
20080415,6083,Santa Barbara County,CA,59.5,40.5,6.61,0,0,0,4/15/08,4/21/08,1
20080408,6083,Santa Barbara County,CA,59.5,40.5,6.61,0,0,0,4/8/08,4/14/08,1
20080401,6083,Santa Barbara County,CA,59.5,40.5,0,0,0,0,4/1/08,4/7/08,1
20080325,6083,Santa Barbara County,CA,59.5,40.5,0,0,0,0,3/25/08,3/31/08,1
20080318,6083,Santa Barbara County,CA,59.5,40.5,0,0,0,0,3/18/08,3/24/08,1
20080311,6083,Santa Barbara County,CA,59.5,40.5,0,0,0,0,3/11/08,3/17/08,1
20080304,6083,Santa Barbara County,CA,59.5,40.5,0,0,0,0,3/4/08,3/10/08,1
20080226,6083,Santa Barbara County,CA,59.5,40.5,0,0,0,0,2/26/08,3/3/08,1
20080219,6083,Santa Barbara County,CA,0,100,27.48,0,0,0,2/19/08,2/25/08,1
20080212,6083,Santa Barbara County,CA,0,100,27.48,0,0,0,2/12/08,2/18/08,1
20080205,6083,Santa Barbara County,CA,0,100,27.48,0,0,0,2/5/08,2/11/08,1
20080129,6083,Santa Barbara County,CA,0,100,27.48,0,0,0,1/29/08,2/4/08,1
20080122,6083,Santa Barbara County,CA,0,100,100,98.5,0,0,1/22/08,1/28/08,1
20080115,6083,Santa Barbara County,CA,0,100,100,98.5,0,0,1/15/08,1/21/08,1
20080108,6083,Santa Barbara County,CA,0,100,100,98.5,0,0,1/8/08,1/14/08,1
20080101,6083,Santa Barbara County,CA,0,100,100,100,98.57,0,1/1/08,1/7/08,1
20071225,6083,Santa Barbara County,CA,0,100,100,100,98.39,0,12/25/07,12/31/07,1
20071218,6083,Santa Barbara County,CA,0,100,100,100,98.38,0,12/18/07,12/24/07,1
20071211,6083,Santa Barbara County,CA,0,100,100,100,98.41,0,12/11/07,12/17/07,1
20071204,6083,Santa Barbara County,CA,0,100,100,100,98.29,0,12/4/07,12/10/07,1
20071127,6083,Santa Barbara County,CA,0,100,100,100,98.46,0,11/27/07,12/3/07,1
20071120,6083,Santa Barbara County,CA,0,100,100,100,98.39,0,11/20/07,11/26/07,1
20071113,6083,Santa Barbara County,CA,0,100,100,100,98.37,0,11/13/07,11/19/07,1
20071106,6083,Santa Barbara County,CA,0,100,100,100,98.57,0,11/6/07,11/12/07,1
20071030,6083,Santa Barbara County,CA,0,100,100,100,98.22,0,10/30/07,11/5/07,1
20071023,6083,Santa Barbara County,CA,0,100,100,100,98.41,0,10/23/07,10/29/07,1
20071016,6083,Santa Barbara County,CA,0,100,100,100,98.66,0,10/16/07,10/22/07,1
20071009,6083,Santa Barbara County,CA,0,100,100,100,98.22,0,10/9/07,10/15/07,1
20071002,6083,Santa Barbara County,CA,0,100,100,100,98.77,0,10/2/07,10/8/07,1
20070925,6083,Santa Barbara County,CA,0,100,100,100,98.77,0,9/25/07,10/1/07,1
20070918,6083,Santa Barbara County,CA,0,100,100,100,98.77,0,9/18/07,9/24/07,1
20070911,6083,Santa Barbara County,CA,0,100,100,100,98.32,0,9/11/07,9/17/07,1
20070904,6083,Santa Barbara County,CA,0,100,100,100,98.5,0,9/4/07,9/10/07,1
20070828,6083,Santa Barbara County,CA,0,100,100,100,98.35,0,8/28/07,9/3/07,1
20070821,6083,Santa Barbara County,CA,0,100,100,100,98.77,0,8/21/07,8/27/07,1
20070814,6083,Santa Barbara County,CA,0,100,100,100,98.76,0,8/14/07,8/20/07,1
20070807,6083,Santa Barbara County,CA,0,100,100,100,98.48,0,8/7/07,8/13/07,1
20070731,6083,Santa Barbara County,CA,0,100,100,100,98.77,0,7/31/07,8/6/07,1
20070724,6083,Santa Barbara County,CA,0,100,100,100,98.77,0,7/24/07,7/30/07,1
20070717,6083,Santa Barbara County,CA,0,100,100,100,98.4,0,7/17/07,7/23/07,1
20070710,6083,Santa Barbara County,CA,0,100,100,100,98.77,0,7/10/07,7/16/07,1
20070703,6083,Santa Barbara County,CA,0,100,100,100,98.52,0,7/3/07,7/9/07,1
20070626,6083,Santa Barbara County,CA,0,100,100,100,98.69,0,6/26/07,7/2/07,1
20070619,6083,Santa Barbara County,CA,0,100,100,100,98.77,0,6/19/07,6/25/07,1
20070612,6083,Santa Barbara County,CA,0,100,100,100,98.74,0,6/12/07,6/18/07,1
20070605,6083,Santa Barbara County,CA,0,100,100,100,98.7,0,6/5/07,6/11/07,1
20070529,6083,Santa Barbara County,CA,0,100,100,100,98.77,0,5/29/07,6/4/07,1
20070522,6083,Santa Barbara County,CA,0,100,100,100,98.74,0,5/22/07,5/28/07,1
20070515,6083,Santa Barbara County,CA,0,100,100,100,20.18,0,5/15/07,5/21/07,1
20070508,6083,Santa Barbara County,CA,0,100,100,100,20.18,0,5/8/07,5/14/07,1
20070501,6083,Santa Barbara County,CA,0,100,100,100,20.18,0,5/1/07,5/7/07,1
20070424,6083,Santa Barbara County,CA,0,100,100,100,20.18,0,4/24/07,4/30/07,1
20070417,6083,Santa Barbara County,CA,0,100,100,100,20.18,0,4/17/07,4/23/07,1
20070410,6083,Santa Barbara County,CA,0,100,100,26.83,0,0,4/10/07,4/16/07,1
20070403,6083,Santa Barbara County,CA,0,100,100,0,0,0,4/3/07,4/9/07,1
20070327,6083,Santa Barbara County,CA,0,100,100,0,0,0,3/27/07,4/2/07,1
20070320,6083,Santa Barbara County,CA,0,100,100,0,0,0,3/20/07,3/26/07,1
20070313,6083,Santa Barbara County,CA,0,100,100,0,0,0,3/13/07,3/19/07,1
20070306,6083,Santa Barbara County,CA,0,100,5.83,0,0,0,3/6/07,3/12/07,1
20070227,6083,Santa Barbara County,CA,0,100,5.83,0,0,0,2/27/07,3/5/07,1
20070220,6083,Santa Barbara County,CA,0,100,3.24,0,0,0,2/20/07,2/26/07,1
20070213,6083,Santa Barbara County,CA,0,100,3.24,0,0,0,2/13/07,2/19/07,1
20070206,6083,Santa Barbara County,CA,0,100,2.99,0,0,0,2/6/07,2/12/07,1
20070130,6083,Santa Barbara County,CA,0,100,2.99,0,0,0,1/30/07,2/5/07,1
20070123,6083,Santa Barbara County,CA,0,100,100,0,0,0,1/23/07,1/29/07,1
20070116,6083,Santa Barbara County,CA,0,100,24.78,0,0,0,1/16/07,1/22/07,1
20070109,6083,Santa Barbara County,CA,0,100,24.78,0,0,0,1/9/07,1/15/07,1
20070102,6083,Santa Barbara County,CA,12.1,87.9,24.74,0,0,0,1/2/07,1/8/07,1
20061226,6083,Santa Barbara County,CA,10.41,89.59,0,0,0,0,12/26/06,1/1/07,1
20061219,6083,Santa Barbara County,CA,10.41,89.59,0,0,0,0,12/19/06,12/25/06,1
20061212,6083,Santa Barbara County,CA,11.37,88.63,0,0,0,0,12/12/06,12/18/06,1
20061205,6083,Santa Barbara County,CA,0,100,0,0,0,0,12/5/06,12/11/06,1
20061128,6083,Santa Barbara County,CA,100,0,0,0,0,0,11/28/06,12/4/06,1
20061121,6083,Santa Barbara County,CA,100,0,0,0,0,0,11/21/06,11/27/06,1
20061114,6083,Santa Barbara County,CA,100,0,0,0,0,0,11/14/06,11/20/06,1
20061107,6083,Santa Barbara County,CA,100,0,0,0,0,0,11/7/06,11/13/06,1
20061031,6083,Santa Barbara County,CA,100,0,0,0,0,0,10/31/06,11/6/06,1
20061024,6083,Santa Barbara County,CA,100,0,0,0,0,0,10/24/06,10/30/06,1
20061017,6083,Santa Barbara County,CA,100,0,0,0,0,0,10/17/06,10/23/06,1
20061010,6083,Santa Barbara County,CA,100,0,0,0,0,0,10/10/06,10/16/06,1
20061003,6083,Santa Barbara County,CA,100,0,0,0,0,0,10/3/06,10/9/06,1
20060926,6083,Santa Barbara County,CA,100,0,0,0,0,0,9/26/06,10/2/06,1
20060919,6083,Santa Barbara County,CA,100,0,0,0,0,0,9/19/06,9/25/06,1
20060912,6083,Santa Barbara County,CA,100,0,0,0,0,0,9/12/06,9/18/06,1
20060905,6083,Santa Barbara County,CA,100,0,0,0,0,0,9/5/06,9/11/06,1
20060829,6083,Santa Barbara County,CA,100,0,0,0,0,0,8/29/06,9/4/06,1
20060822,6083,Santa Barbara County,CA,100,0,0,0,0,0,8/22/06,8/28/06,1
20060815,6083,Santa Barbara County,CA,100,0,0,0,0,0,8/15/06,8/21/06,1
20060808,6083,Santa Barbara County,CA,100,0,0,0,0,0,8/8/06,8/14/06,1
20060801,6083,Santa Barbara County,CA,100,0,0,0,0,0,8/1/06,8/7/06,1
20060725,6083,Santa Barbara County,CA,100,0,0,0,0,0,7/25/06,7/31/06,1
20060718,6083,Santa Barbara County,CA,100,0,0,0,0,0,7/18/06,7/24/06,1
20060711,6083,Santa Barbara County,CA,100,0,0,0,0,0,7/11/06,7/17/06,1
20060704,6083,Santa Barbara County,CA,100,0,0,0,0,0,7/4/06,7/10/06,1
20060627,6083,Santa Barbara County,CA,100,0,0,0,0,0,6/27/06,7/3/06,1
20060620,6083,Santa Barbara County,CA,100,0,0,0,0,0,6/20/06,6/26/06,1
20060613,6083,Santa Barbara County,CA,100,0,0,0,0,0,6/13/06,6/19/06,1
20060606,6083,Santa Barbara County,CA,100,0,0,0,0,0,6/6/06,6/12/06,1
20060530,6083,Santa Barbara County,CA,100,0,0,0,0,0,5/30/06,6/5/06,1
20060523,6083,Santa Barbara County,CA,100,0,0,0,0,0,5/23/06,5/29/06,1
20060516,6083,Santa Barbara County,CA,100,0,0,0,0,0,5/16/06,5/22/06,1
20060509,6083,Santa Barbara County,CA,100,0,0,0,0,0,5/9/06,5/15/06,1
20060502,6083,Santa Barbara County,CA,100,0,0,0,0,0,5/2/06,5/8/06,1
20060425,6083,Santa Barbara County,CA,100,0,0,0,0,0,4/25/06,5/1/06,1
20060418,6083,Santa Barbara County,CA,100,0,0,0,0,0,4/18/06,4/24/06,1
20060411,6083,Santa Barbara County,CA,100,0,0,0,0,0,4/11/06,4/17/06,1
20060404,6083,Santa Barbara County,CA,100,0,0,0,0,0,4/4/06,4/10/06,1
20060328,6083,Santa Barbara County,CA,100,0,0,0,0,0,3/28/06,4/3/06,1
20060321,6083,Santa Barbara County,CA,100,0,0,0,0,0,3/21/06,3/27/06,1
20060314,6083,Santa Barbara County,CA,100,0,0,0,0,0,3/14/06,3/20/06,1
20060307,6083,Santa Barbara County,CA,100,0,0,0,0,0,3/7/06,3/13/06,1
20060228,6083,Santa Barbara County,CA,100,0,0,0,0,0,2/28/06,3/6/06,1
20060221,6083,Santa Barbara County,CA,100,0,0,0,0,0,2/21/06,2/27/06,1
20060214,6083,Santa Barbara County,CA,100,0,0,0,0,0,2/14/06,2/20/06,1
20060207,6083,Santa Barbara County,CA,100,0,0,0,0,0,2/7/06,2/13/06,1
20060131,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/31/06,2/6/06,1
20060124,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/24/06,1/30/06,1
20060117,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/17/06,1/23/06,1
20060110,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/10/06,1/16/06,1
20060103,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/3/06,1/9/06,1
20051227,6083,Santa Barbara County,CA,100,0,0,0,0,0,12/27/05,1/2/06,1
20051220,6083,Santa Barbara County,CA,100,0,0,0,0,0,12/20/05,12/26/05,1
20051213,6083,Santa Barbara County,CA,100,0,0,0,0,0,12/13/05,12/19/05,1
20051206,6083,Santa Barbara County,CA,100,0,0,0,0,0,12/6/05,12/12/05,1
20051129,6083,Santa Barbara County,CA,100,0,0,0,0,0,11/29/05,12/5/05,1
20051122,6083,Santa Barbara County,CA,100,0,0,0,0,0,11/22/05,11/28/05,1
20051115,6083,Santa Barbara County,CA,100,0,0,0,0,0,11/15/05,11/21/05,1
20051108,6083,Santa Barbara County,CA,100,0,0,0,0,0,11/8/05,11/14/05,1
20051101,6083,Santa Barbara County,CA,100,0,0,0,0,0,11/1/05,11/7/05,1
20051025,6083,Santa Barbara County,CA,100,0,0,0,0,0,10/25/05,10/31/05,1
20051018,6083,Santa Barbara County,CA,100,0,0,0,0,0,10/18/05,10/24/05,1
20051011,6083,Santa Barbara County,CA,100,0,0,0,0,0,10/11/05,10/17/05,1
20051004,6083,Santa Barbara County,CA,100,0,0,0,0,0,10/4/05,10/10/05,1
20050927,6083,Santa Barbara County,CA,100,0,0,0,0,0,9/27/05,10/3/05,1
20050920,6083,Santa Barbara County,CA,100,0,0,0,0,0,9/20/05,9/26/05,1
20050913,6083,Santa Barbara County,CA,100,0,0,0,0,0,9/13/05,9/19/05,1
20050906,6083,Santa Barbara County,CA,100,0,0,0,0,0,9/6/05,9/12/05,1
20050830,6083,Santa Barbara County,CA,100,0,0,0,0,0,8/30/05,9/5/05,1
20050823,6083,Santa Barbara County,CA,100,0,0,0,0,0,8/23/05,8/29/05,1
20050816,6083,Santa Barbara County,CA,100,0,0,0,0,0,8/16/05,8/22/05,1
20050809,6083,Santa Barbara County,CA,100,0,0,0,0,0,8/9/05,8/15/05,1
20050802,6083,Santa Barbara County,CA,100,0,0,0,0,0,8/2/05,8/8/05,1
20050726,6083,Santa Barbara County,CA,100,0,0,0,0,0,7/26/05,8/1/05,1
20050719,6083,Santa Barbara County,CA,100,0,0,0,0,0,7/19/05,7/25/05,1
20050712,6083,Santa Barbara County,CA,100,0,0,0,0,0,7/12/05,7/18/05,1
20050705,6083,Santa Barbara County,CA,100,0,0,0,0,0,7/5/05,7/11/05,1
20050628,6083,Santa Barbara County,CA,100,0,0,0,0,0,6/28/05,7/4/05,1
20050621,6083,Santa Barbara County,CA,100,0,0,0,0,0,6/21/05,6/27/05,1
20050614,6083,Santa Barbara County,CA,100,0,0,0,0,0,6/14/05,6/20/05,1
20050607,6083,Santa Barbara County,CA,100,0,0,0,0,0,6/7/05,6/13/05,1
20050531,6083,Santa Barbara County,CA,100,0,0,0,0,0,5/31/05,6/6/05,1
20050524,6083,Santa Barbara County,CA,100,0,0,0,0,0,5/24/05,5/30/05,1
20050517,6083,Santa Barbara County,CA,100,0,0,0,0,0,5/17/05,5/23/05,1
20050510,6083,Santa Barbara County,CA,100,0,0,0,0,0,5/10/05,5/16/05,1
20050503,6083,Santa Barbara County,CA,100,0,0,0,0,0,5/3/05,5/9/05,1
20050426,6083,Santa Barbara County,CA,100,0,0,0,0,0,4/26/05,5/2/05,1
20050419,6083,Santa Barbara County,CA,100,0,0,0,0,0,4/19/05,4/25/05,1
20050412,6083,Santa Barbara County,CA,100,0,0,0,0,0,4/12/05,4/18/05,1
20050405,6083,Santa Barbara County,CA,100,0,0,0,0,0,4/5/05,4/11/05,1
20050329,6083,Santa Barbara County,CA,100,0,0,0,0,0,3/29/05,4/4/05,1
20050322,6083,Santa Barbara County,CA,100,0,0,0,0,0,3/22/05,3/28/05,1
20050315,6083,Santa Barbara County,CA,100,0,0,0,0,0,3/15/05,3/21/05,1
20050308,6083,Santa Barbara County,CA,100,0,0,0,0,0,3/8/05,3/14/05,1
20050301,6083,Santa Barbara County,CA,100,0,0,0,0,0,3/1/05,3/7/05,1
20050222,6083,Santa Barbara County,CA,100,0,0,0,0,0,2/22/05,2/28/05,1
20050215,6083,Santa Barbara County,CA,100,0,0,0,0,0,2/15/05,2/21/05,1
20050208,6083,Santa Barbara County,CA,100,0,0,0,0,0,2/8/05,2/14/05,1
20050201,6083,Santa Barbara County,CA,100,0,0,0,0,0,2/1/05,2/7/05,1
20050125,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/25/05,1/31/05,1
20050118,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/18/05,1/24/05,1
20050111,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/11/05,1/17/05,1
20050104,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/4/05,1/10/05,1
20041228,6083,Santa Barbara County,CA,97.48,2.52,0,0,0,0,12/28/04,1/3/05,1
20041221,6083,Santa Barbara County,CA,0,100,0,0,0,0,12/21/04,12/27/04,1
20041214,6083,Santa Barbara County,CA,0,100,0,0,0,0,12/14/04,12/20/04,1
20041207,6083,Santa Barbara County,CA,10.03,89.97,0,0,0,0,12/7/04,12/13/04,1
20041130,6083,Santa Barbara County,CA,74.36,25.64,0,0,0,0,11/30/04,12/6/04,1
20041123,6083,Santa Barbara County,CA,70.18,29.82,0,0,0,0,11/23/04,11/29/04,1
20041116,6083,Santa Barbara County,CA,70.18,29.82,0,0,0,0,11/16/04,11/22/04,1
20041109,6083,Santa Barbara County,CA,70.18,29.82,0,0,0,0,11/9/04,11/15/04,1
20041102,6083,Santa Barbara County,CA,0,100,0,0,0,0,11/2/04,11/8/04,1
20041026,6083,Santa Barbara County,CA,0,100,47.35,0,0,0,10/26/04,11/1/04,1
20041019,6083,Santa Barbara County,CA,0,100,100,41.74,0,0,10/19/04,10/25/04,1
20041012,6083,Santa Barbara County,CA,0,100,100,87.67,0,0,10/12/04,10/18/04,1
20041005,6083,Santa Barbara County,CA,0,100,100,87.67,0,0,10/5/04,10/11/04,1
20040928,6083,Santa Barbara County,CA,0,100,100,87.67,0,0,9/28/04,10/4/04,1
20040921,6083,Santa Barbara County,CA,0,100,100,87.67,0,0,9/21/04,9/27/04,1
20040914,6083,Santa Barbara County,CA,0,100,100,87.67,0,0,9/14/04,9/20/04,1
20040907,6083,Santa Barbara County,CA,0,100,100,87.67,0,0,9/7/04,9/13/04,1
20040831,6083,Santa Barbara County,CA,0,100,100,87.67,0,0,8/31/04,9/6/04,1
20040824,6083,Santa Barbara County,CA,0,100,100,61.79,0,0,8/24/04,8/30/04,1
20040817,6083,Santa Barbara County,CA,0,100,100,61.79,0,0,8/17/04,8/23/04,1
20040810,6083,Santa Barbara County,CA,0,100,100,61.79,0,0,8/10/04,8/16/04,1
20040803,6083,Santa Barbara County,CA,0,100,100,0,0,0,8/3/04,8/9/04,1
20040727,6083,Santa Barbara County,CA,0,100,100,0,0,0,7/27/04,8/2/04,1
20040720,6083,Santa Barbara County,CA,0,100,100,0,0,0,7/20/04,7/26/04,1
20040713,6083,Santa Barbara County,CA,0,100,100,0,0,0,7/13/04,7/19/04,1
20040706,6083,Santa Barbara County,CA,0,100,100,0,0,0,7/6/04,7/12/04,1
20040629,6083,Santa Barbara County,CA,0,100,100,0,0,0,6/29/04,7/5/04,1
20040622,6083,Santa Barbara County,CA,0,100,100,0,0,0,6/22/04,6/28/04,1
20040615,6083,Santa Barbara County,CA,0,100,100,0,0,0,6/15/04,6/21/04,1
20040608,6083,Santa Barbara County,CA,0,100,100,0,0,0,6/8/04,6/14/04,1
20040601,6083,Santa Barbara County,CA,0,100,99.98,0,0,0,6/1/04,6/7/04,1
20040525,6083,Santa Barbara County,CA,0,100,100,0,0,0,5/25/04,5/31/04,1
20040518,6083,Santa Barbara County,CA,0,100,100,0,0,0,5/18/04,5/24/04,1
20040511,6083,Santa Barbara County,CA,0,100,100,0,0,0,5/11/04,5/17/04,1
20040504,6083,Santa Barbara County,CA,0,100,100,0,0,0,5/4/04,5/10/04,1
20040427,6083,Santa Barbara County,CA,0,100,0,0,0,0,4/27/04,5/3/04,1
20040420,6083,Santa Barbara County,CA,0,100,0,0,0,0,4/20/04,4/26/04,1
20040413,6083,Santa Barbara County,CA,0,100,0,0,0,0,4/13/04,4/19/04,1
20040406,6083,Santa Barbara County,CA,0,100,0,0,0,0,4/6/04,4/12/04,1
20040330,6083,Santa Barbara County,CA,0,100,0,0,0,0,3/30/04,4/5/04,1
20040323,6083,Santa Barbara County,CA,100,0,0,0,0,0,3/23/04,3/29/04,1
20040316,6083,Santa Barbara County,CA,100,0,0,0,0,0,3/16/04,3/22/04,1
20040309,6083,Santa Barbara County,CA,100,0,0,0,0,0,3/9/04,3/15/04,1
20040302,6083,Santa Barbara County,CA,100,0,0,0,0,0,3/2/04,3/8/04,1
20040224,6083,Santa Barbara County,CA,100,0,0,0,0,0,2/24/04,3/1/04,1
20040217,6083,Santa Barbara County,CA,100,0,0,0,0,0,2/17/04,2/23/04,1
20040210,6083,Santa Barbara County,CA,100,0,0,0,0,0,2/10/04,2/16/04,1
20040203,6083,Santa Barbara County,CA,100,0,0,0,0,0,2/3/04,2/9/04,1
20040127,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/27/04,2/2/04,1
20040120,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/20/04,1/26/04,1
20040113,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/13/04,1/19/04,1
20040106,6083,Santa Barbara County,CA,100,0,0,0,0,0,1/6/04,1/12/04,1
20031230,6083,Santa Barbara County,CA,100,0,0,0,0,0,12/30/03,1/5/04,1
20031223,6083,Santa Barbara County,CA,81.98,18.02,0,0,0,0,12/23/03,12/29/03,1
20031216,6083,Santa Barbara County,CA,84.28,15.72,0,0,0,0,12/16/03,12/22/03,1
20031209,6083,Santa Barbara County,CA,87.25,12.75,0,0,0,0,12/9/03,12/15/03,1
20031202,6083,Santa Barbara County,CA,92.82,7.18,0,0,0,0,12/2/03,12/8/03,1
20031125,6083,Santa Barbara County,CA,89.24,10.76,0,0,0,0,11/25/03,12/1/03,1
