0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
0,d_19980801,0,0,0,0,0,0,100,100,100,100,100
0,d_19980901,0,0,0,0,0,0,100,100,100,100,100
0,d_19981001,0,0,0,0,0,0,100,100,100,100,100
0,d_19981101,0,0,0,0,0,0,100,79,31.7,2.6,0
30.5,d_19981201,0,0,0,0,0,0,69.6,45.9,1.2,0,0
88.5,d_19990101,0,0,0,0,0,0,11.5,4.4,0,0,0
15.7,d_19990201,84.2,43.8,4,0,0,0,0,0,0,0,0
67.5,d_19990301,32.5,18.6,0,0,0,0,0,0,0,0,0
74.8,d_19990401,25.2,5.2,0,0,0,0,0,0,0,0,0
70.9,d_19990501,29.1,12.4,0,0,0,0,0,0,0,0,0
69.4,d_19990601,30.6,14.2,0,0,0,0,0,0,0,0,0
73,d_19990701,27,5.2,0,0,0,0,0,0,0,0,0
78.9,d_19990801,21.1,0,0,0,0,0,0,0,0,0,0
100,d_19990901,0,0,0,0,0,0,0,0,0,0,0
100,d_19991001,0,0,0,0,0,0,0,0,0,0,0
46.9,d_19991101,0,0,0,0,0,0,53.1,36.5,0,0,0
0,d_19991201,100,59.3,0,0,0,0,0,0,0,0,0
0,d_20000101,99.9,99.9,92.3,11.7,0,0,0,0,0,0,0
97,d_20000201,3,0,0,0,0,0,0,0,0,0,0
93,d_20000301,7,0,0,0,0,0,0,0,0,0,0
72,d_20000401,0,0,0,0,0,0,28,0,0,0,0
97.2,d_20000501,0,0,0,0,0,0,2.8,0,0,0,0
94.5,d_20000601,0,0,0,0,0,0,5.5,0,0,0,0
53.6,d_20000701,0,0,0,0,0,0,46.4,0.3,0,0,0
51.6,d_20000801,0,0,0,0,0,0,48.4,0.4,0,0,0
8.4,d_20000901,0,0,0,0,0,0,91.7,57.5,0,0,0
0,d_20001001,0,0,0,0,0,0,100,98.4,77.9,2.3,0
54.2,d_20001101,0,0,0,0,0,0,45.8,0,0,0,0
98.7,d_20001201,1.3,0,0,0,0,0,0,0,0,0,0
100,d_20010101,0,0,0,0,0,0,0,0,0,0,0
58.4,d_20010201,0,0,0,0,0,0,41.6,0,0,0,0
9.2,d_20010301,0,0,0,0,0,0,90.8,17.3,0,0,0
11,d_20010401,0,0,0,0,0,0,89,26.9,0,0,0
15.3,d_20010501,0,0,0,0,0,0,84.6,14.2,0,0,0
14.3,d_20010601,0,0,0,0,0,0,85.7,16.1,0,0,0
50.8,d_20010701,0,0,0,0,0,0,49.2,5.4,0,0,0
8.4,d_20010801,0,0,0,0,0,0,91.5,26.5,0,0,0
0,d_20010901,0,0,0,0,0,0,99.9,95.5,4.2,0,0
0,d_20011001,0,0,0,0,0,0,100,51.3,0,0,0
0,d_20011101,0,0,0,0,0,0,100,95.9,12,0,0
64.9,d_20011201,0,0,0,0,0,0,35.1,0,0,0,0
97.2,d_20020101,2.8,0,0,0,0,0,0,0,0,0,0
0,d_20020201,100,62.1,0,0,0,0,0,0,0,0,0
0,d_20020301,100,100,36.9,0.9,0,0,0,0,0,0,0
0,d_20020401,100,100,58.6,0.2,0,0,0,0,0,0,0
0,d_20020501,100,100,89.3,16.2,0,0,0,0,0,0,0
0,d_20020601,100.1,100.1,79,4.4,0,0,0,0,0,0,0
0,d_20020701,100,100,77.9,10.6,0,0,0,0,0,0,0
0,d_20020801,100,100,100,100,48.4,0,0,0,0,0,0
0,d_20020901,100,100,100,100,70.9,0,0,0,0,0,0
0,d_20021001,100,100,100,100,98.5,0,0,0,0,0,0
19.3,d_20021101,80.7,18,0,0,0,0,0,0,0,0,0
1.7,d_20021201,0,0,0,0,0,0,98.3,51.9,1.8,0,0
96.9,d_20030101,0,0,0,0,0,0,3.1,0,0,0,0
100,d_20030201,0,0,0,0,0,0,0,0,0,0,0
96.8,d_20030301,0,0,0,0,0,0,3.2,0,0,0,0
96.4,d_20030401,0,0,0,0,0,0,3.6,0,0,0,0
93.3,d_20030501,0,0,0,0,0,0,6.7,0,0,0,0
92.8,d_20030601,0,0,0,0,0,0,7.2,0,0,0,0
86.8,d_20030701,0,0,0,0,0,0,13.2,1.6,0,0,0
100,d_20030801,0,0,0,0,0,0,0,0,0,0,0
77.9,d_20030901,22.1,0,0,0,0,0,0,0,0,0,0
93.7,d_20031001,0,0,0,0,0,0,6.3,0,0,0,0
72.2,d_20031101,0,0,0,0,0,0,27.7,0.7,0,0,0
86.7,d_20031201,0,0,0,0,0,0,13.3,0,0,0,0
9.2,d_20040101,90.8,4.6,0,0,0,0,0,0,0,0,0
97.2,d_20040201,2.8,0,0,0,0,0,0,0,0,0,0
0,d_20040301,100,48.9,0,0,0,0,0,0,0,0,0
0,d_20040401,100,99.1,0,0,0,0,0,0,0,0,0
0,d_20040501,100,100,2.5,0,0,0,0,0,0,0,0
0,d_20040601,100,99.8,0,0,0,0,0,0,0,0,0
0,d_20040701,100,99.4,0,0,0,0,0,0,0,0,0
0,d_20040801,100,98.2,0,0,0,0,0,0,0,0,0
0,d_20040901,100,60,0,0,0,0,0,0,0,0,0
100,d_20041001,0,0,0,0,0,0,0,0,0,0,0
48.2,d_20041101,51.8,14.1,0,0,0,0,0,0,0,0,0
1.8,d_20041201,0,0,0,0,0,0,98.2,91,70.2,34,0
0,d_20050101,0,0,0,0,0,0,100,100,95.8,83.5,38
0,d_20050201,0,0,0,0,0,0,99.9,99.9,94.4,84.6,49.4
0,d_20050301,0,0,0,0,0,0,100,98.7,90.1,72.1,29.7
0,d_20050401,0,0,0,0,0,0,100,98.1,88.8,58.8,23.1
0,d_20050501,0,0,0,0,0,0,100,98.9,90.1,66,27.6
0,d_20050601,0,0,0,0,0,0,99.9,99.5,90,67.2,27.6
1.4,d_20050701,0,0,0,0,0,0,98.6,94.2,61.1,37.6,9
0,d_20050801,0,0,0,0,0,0,100,96.5,66.7,42.9,12.5
1.8,d_20050901,0,0,0,0,0,0,98.2,75.6,24.8,0.6,0
38.8,d_20051001,0,0,0,0,0,0,61.2,12.5,0,0,0
100,d_20051101,0,0,0,0,0,0,0,0,0,0,0
66.9,d_20051201,33.1,0,0,0,0,0,0,0,0,0,0
100,d_20060101,0,0,0,0,0,0,0,0,0,0,0
82.5,d_20060201,17.5,0,0,0,0,0,0,0,0,0,0
100,d_20060301,0,0,0,0,0,0,0,0,0,0,0
87.9,d_20060401,0,0,0,0,0,0,12.1,0,0,0,0
66.6,d_20060501,0,0,0,0,0,0,33.4,0,0,0,0
65.6,d_20060601,0,0,0,0,0,0,34.4,0,0,0,0
50.9,d_20060701,0,0,0,0,0,0,49.1,0,0,0,0
51.7,d_20060801,0,0,0,0,0,0,48.3,0,0,0,0
10,d_20060901,0,0,0,0,0,0,90,17.8,0,0,0
15,d_20061001,0,0,0,0,0,0,85,7.3,0,0,0
2.6,d_20061101,0,0,0,0,0,0,97.4,78.5,0,0,0
77.7,d_20061201,0.3,0,0,0,0,0,22,0,0,0,0
0,d_20070101,100,97.8,27,9.5,0,0,0,0,0,0,0
0,d_20070201,100,100,96.8,23.4,0,0,0,0,0,0,0
0,d_20070301,100,100,100,100,40.2,0,0,0,0,0,0
0,d_20070401,100,100,100,100,51.8,0,0,0,0,0,0
0,d_20070501,100,100,100,100,76.1,0,0,0,0,0,0
0,d_20070601,100,100,100,100,71,0,0,0,0,0,0
0,d_20070701,100,100,100,100,64.2,0,0,0,0,0,0
0,d_20070801,100,100,100,67.7,2.3,0,0,0,0,0,0
0,d_20070901,100,100,44.8,0.5,0,0,0,0,0,0,0
0,d_20071001,100,100,24.3,0,0,0,0,0,0,0,0
0,d_20071101,100,100,100,100,99.8,0,0,0,0,0,0
0,d_20071201,100,84.5,8.3,0,0,0,0,0,0,0,0
1.1,d_20080101,0,0,0,0,0,0,98.9,92.2,9.4,0,0
12,d_20080201,0,0,0,0,0,0,88,57,0,0,0
85.3,d_20080301,0.2,0,0,0,0,0,14.5,0,0,0,0
97.8,d_20080401,2.2,0,0,0,0,0,0,0,0,0,0
97.1,d_20080501,2.9,0.2,0,0,0,0,0,0,0,0,0
97.1,d_20080601,2.9,0.2,0,0,0,0,0,0,0,0,0
97.8,d_20080701,2.2,0,0,0,0,0,0,0,0,0,0
82.3,d_20080801,0.4,0,0,0,0,0,17.3,0,0,0,0
53.8,d_20080901,0,0,0,0,0,0,46.2,0,0,0,0
0,d_20081001,100,100,95.6,34.9,8.2,0,0,0,0,0,0
0,d_20081101,100.1,99.3,31.3,9.1,0,0,0,0,0,0,0
82.3,d_20081201,17.7,1.8,0,0,0,0,0,0,0,0,0
9.8,d_20090101,90.2,25.9,0.2,0,0,0,0,0,0,0,0
99.9,d_20090201,0.1,0,0,0,0,0,0,0,0,0,0
22.7,d_20090301,77.3,1.4,0,0,0,0,0,0,0,0,0
0,d_20090401,100,28.8,0,0,0,0,0,0,0,0,0
0,d_20090501,100,63.5,0,0,0,0,0,0,0,0,0
0,d_20090601,100,37,0,0,0,0,0,0,0,0,0
1.4,d_20090701,98.6,15,0,0,0,0,0,0,0,0,0
0,d_20090801,100,97.3,0,0,0,0,0,0,0,0,0
0,d_20090901,100,10.6,0,0,0,0,0,0,0,0,0
100,d_20091001,0,0,0,0,0,0,0,0,0,0,0
0,d_20091101,100,86.9,21.5,4.3,0,0,0,0,0,0,0
96.6,d_20091201,3.4,0.2,0,0,0,0,0,0,0,0,0
0,d_20100101,0,0,0,0,0,0,100,78.8,0,0,0
0.2,d_20100201,0,0,0,0,0,0,99.8,67.8,0,0,0
55.7,d_20100301,0,0,0,0,0,0,44.3,0,0,0,0
20.5,d_20100401,0,0,0,0,0,0,79.5,20.6,0,0,0
39,d_20100501,0,0,0,0,0,0,61,13.3,0,0,0
35.8,d_20100601,0,0,0,0,0,0,64.2,14.8,0,0,0
66.8,d_20100701,0,0,0,0,0,0,33.2,0,0,0,0
22.3,d_20100801,0,0,0,0,0,0,77.7,5.2,0,0,0
27.9,d_20100901,0,0,0,0,0,0,72.1,4.2,0,0,0
100,d_20101001,0,0,0,0,0,0,0,0,0,0,0
100,d_20101101,0,0,0,0,0,0,0,0,0,0,0
0,d_20101201,0,0,0,0,0,0,100,100,100,100,59.5
0,d_20110101,0,0,0,0,0,0,100,79.3,26.7,6.7,0
0,d_20110201,0,0,0,0,0,0,100,60,14.1,0,0
0,d_20110301,0,0,0,0,0,0,100,99.9,46.5,15.1,0
0,d_20110401,0,0,0,0,0,0,100.1,72.6,27.1,1.3,0
0,d_20110501,0,0,0,0,0,0,100,75.1,29.7,3,0
0,d_20110601,0,0,0,0,0,0,100.1,84.5,32.4,6,0
1.2,d_20110701,0,0,0,0,0,0,98.8,66.1,17.4,0.3,0
0,d_20110801,0,0,0,0,0,0,100,69.6,12.8,0,0
98.1,d_20110901,1.9,0,0,0,0,0,0,0,0,0,0
28.5,d_20111001,0,0,0,0,0,0,71.5,6.9,0,0,0
5.8,d_20111101,0,0,0,0,0,0,94.2,83.3,0,0,0
12.2,d_20111201,87.8,7.9,0,0,0,0,0,0,0,0,0
21.1,d_20120101,79,19,0,0,0,0,0,0,0,0,0
0,d_20120201,100,100,64.8,17.6,0.5,0,0,0,0,0,0
0,d_20120301,100,100,41.1,0,0,0,0,0,0,0,0
0,d_20120401,100,64.3,0,0,0,0,0,0,0,0,0
0,d_20120501,99.9,81.6,3,0,0,0,0,0,0,0,0
0,d_20120601,100.1,80.2,0.8,0,0,0,0,0,0,0,0
0,d_20120701,100,93.7,0,0,0,0,0,0,0,0,0
0,d_20120801,100,100,28.9,0,0,0,0,0,0,0,0
18.9,d_20120901,81.1,25.8,0,0,0,0,0,0,0,0,0
50.4,d_20121001,49.6,0,0,0,0,0,0,0,0,0,0
100,d_20121101,0,0,0,0,0,0,0,0,0,0,0
72.1,d_20121201,0.4,0,0,0,0,0,27.5,0,0,0,0
20.5,d_20130101,79.4,29.4,7.8,1.9,0,0,0,0,0,0,0
0,d_20130201,100,100,34.9,16.5,4.3,0,0,0,0,0,0
0,d_20130301,100,100,77.5,34.1,11.3,0,0,0,0,0,0
0,d_20130401,100,100,100,52.4,19.3,0,0,0,0,0,0
0,d_20130501,99.9,99.9,99.9,73.5,25.2,0,0,0,0,0,0
0,d_20130601,100,100,100,67.5,23.7,0,0,0,0,0,0
0,d_20130701,100,100,98.9,54.2,19.4,0,0,0,0,0,0
0,d_20130801,100,100,100,57.7,18.2,0,0,0,0,0,0
0,d_20130901,100,100,100,100,32.6,0,0,0,0,0,0
0,d_20131001,100,100,100,100,44.4,0,0,0,0,0,0
0,d_20131101,100,100,100,97.9,44.1,0,0,0,0,0,0
0,d_20131201,100,100,100,100,98,0,0,0,0,0,0
0,d_20140101,100,100,100,100,100,0,0,0,0,0,0
0,d_20140201,100.1,100.1,99.5,65.3,31.5,0,0,0,0,0,0
0,d_20140301,100,100,100,57.2,26.3,0,0,0,0,0,0
0,d_20140401,100,100,100,61.8,25.9,0,0,0,0,0,0
0,d_20140501,100,100,100,93,37.6,0,0,0,0,0,0
0,d_20140601,100,100,100,85.2,33.5,0,0,0,0,0,0
0,d_20140701,100,100,100,63.1,28,0,0,0,0,0,0
0,d_20140801,100,100,93,40.1,12.5,0,0,0,0,0,0
0,d_20140901,99.9,81.6,15.3,6.2,0.4,0,0,0,0,0,0
71.4,d_20141001,28.5,13.6,4.5,1,0,0,0,0,0,0,0
0,d_20141101,100,95.5,6.7,1.1,0,0,0,0,0,0,0
95.5,d_20141201,0,0,0,0,0,0,4.5,0,0,0,0
98.3,d_20150101,1.7,0,0,0,0,0,0,0,0,0,0
10.4,d_20150201,89.7,42.2,0,0,0,0,0,0,0,0,0
0,d_20150301,99.9,94.3,19.9,0,0,0,0,0,0,0,0
0,d_20150401,100,100,65.9,0,0,0,0,0,0,0,0
0,d_20150501,100,100,76.4,0,0,0,0,0,0,0,0
0,d_20150601,100,99,62.4,0,0,0,0,0,0,0,0
0,d_20150701,100,92,45.9,0,0,0,0,0,0,0,0
0,d_20150801,100,89.8,1.3,0,0,0,0,0,0,0,0
0,d_20150901,100,100,100,93.8,39.6,0,0,0,0,0,0
0,d_20151001,100,100,100,86,2.6,0,0,0,0,0,0
0,d_20151101,100,100,99.5,96.9,10.6,0,0,0,0,0,0
0,d_20151201,100.1,100.1,43.5,17.6,0,0,0,0,0,0,0
95.5,d_20160101,4.5,0,0,0,0,0,0,0,0,0,0
3.1,d_20160201,96.9,33.5,0,0,0,0,0,0,0,0,0
1.1,d_20160301,98.9,33.8,0,0,0,0,0,0,0,0,0
0,d_20160401,100,49.6,0,0,0,0,0,0,0,0,0
0.2,d_20160501,99.8,53.7,0,0,0,0,0,0,0,0,0
0.6,d_20160601,99.4,51.4,0,0,0,0,0,0,0,0,0
4,d_20160701,96,41.4,0,0,0,0,0,0,0,0,0
31.7,d_20160801,68.4,7.6,0,0,0,0,0,0,0,0,0
100,d_20160901,0,0,0,0,0,0,0,0,0,0,0
36,d_20161001,64,2.8,0,0,0,0,0,0,0,0,0
90.7,d_20161101,9.3,0,0,0,0,0,0,0,0,0,0
91,d_20161201,0,0,0,0,0,0,9.1,1.7,0,0,0
0,d_20170101,0,0,0,0,0,0,100.1,95.6,10.4,0,0
0,d_20170201,0,0,0,0,0,0,100,100,90.2,44.4,0
0,d_20170301,0,0,0,0,0,0,100,100,17.2,0,0
0,d_20170401,0,0,0,0,0,0,100,92.3,3.6,0,0
0,d_20170501,0,0,0,0,0,0,100,89.6,4.5,0,0
0,d_20170601,0,0,0,0,0,0,100,92.2,5.6,0,0
0,d_20170701,0,0,0,0,0,0,99.9,94.3,2.9,0,0
0,d_20170801,0,0,0,0,0,0,100,98,0,0,0
0,d_20170901,0,0,0,0,0,0,100,93.3,3.3,0,0
46,d_20171001,0,0,0,0,0,0,54,6.3,0,0,0
0,d_20171101,100.1,100.1,92.4,65,16.1,0,0,0,0,0,0
0,d_20171201,99.9,99.9,99.9,99.6,78.7,0,0,0,0,0,0
0,d_20180101,100,100,89.8,7.2,0,0,0,0,0,0,0
0,d_20180201,100,100,100,100,96.9,0,0,0,0,0,0
0,d_20180301,100,100,25.9,0,0,0,0,0,0,0,0
0,d_20180401,100,100,51.5,7.5,0,0,0,0,0,0,0
0,d_20180501,100,100,82.3,22.5,0,0,0,0,0,0,0
0,d_20180601,100,100,92.7,29.2,0,0,0,0,0,0,0
0,d_20180701,100,100,61.8,14.6,0,0,0,0,0,0,0
0,d_20180801,100,98.5,8.5,0,0,0,0,0,0,0,0
57.2,d_20180901,42.8,0.2,0,0,0,0,0,0,0,0,0
60.9,d_20181001,39.1,0.8,0,0,0,0,0,0,0,0,0
59.7,d_20181101,0,0,0,0,0,0,40.3,0,0,0,0
0,d_20181201,100,35,0,0,0,0,0,0,0,0,0
59.7,d_20190101,0,0,0,0,0,0,40.3,0,0,0,0
5.6,d_20190201,0,0,0,0,0,0,94.4,57,4.4,0,0
7.1,d_20190301,0,0,0,0,0,0,92.9,49.7,1.7,0,0
29,d_20190401,0,0,0,0,0,0,71,14.1,0,0,0
6,d_20190501,0,0,0,0,0,0,94,42.7,0,0,0
4.7,d_20190601,0,0,0,0,0,0,95.3,45.3,0,0,0
1,d_20190701,0,0,0,0,0,0,99,55.5,0,0,0
4.7,d_20190801,0,0,0,0,0,0,95.3,35.1,0,0,0
0,d_20190901,0,0,0,0,0,0,99.9,80.8,1.9,0,0
39.6,d_20191001,0,0,0,0,0,0,60.4,5.2,0,0,0
100,d_20191101,0,0,0,0,0,0,0,0,0,0,0
36.6,d_20191201,0,0,0,0,0,0,63.4,22.4,0,0,0
91.9,d_20200101,0,0,0,0,0,0,8.1,0,0,0,0
7,d_20200201,93,75.4,8.2,0,0,0,0,0,0,0,0
45.3,d_20200301,54.7,6.9,0,0,0,0,0,0,0,0,0
87.3,d_20200401,11,0,0,0,0,0,1.7,0,0,0,0
82.8,d_20200501,17.1,0,0,0,0,0,0.1,0,0,0,0
85.9,d_20200601,13.9,0,0,0,0,0,0.2,0,0,0,0
88.5,d_20200701,0,0,0,0,0,0,11.6,4.2,0,0,0
89,d_20200801,3.1,0,0,0,0,0,8,0.1,0,0,0
62.2,d_20200901,37.8,0.4,0,0,0,0,0,0,0,0,0
94.6,d_20201001,0,0,0,0,0,0,5.4,0,0,0,0
59.2,d_20201101,0,0,0,0,0,0,40.7,15.4,0,0,0
83.1,d_20201201,16.9,0,0,0,0,0,0,0,0,0,0
73,d_20210101,27,7.2,0,0,0,0,0,0,0,0,0
5.9,d_20210201,94.1,51.8,23,2.4,0,0,0,0,0,0,0
0,d_20210301,100,95.5,38.1,18.5,0,0,0,0,0,0,0
0,d_20210401,99.9,99.9,46.2,23.5,1.5,0,0,0,0,0,0
0,d_20210501,100.1,100.1,65.3,33.9,6.8,0,0,0,0,0,0
0,d_20210601,100.1,100.1,58.6,31.5,4.6,0,0,0,0,0,0
0,d_20210701,100,99.7,43.9,22,1.3,0,0,0,0,0,0
0,d_20210801,99.9,75.7,18.8,2.4,0,0,0,0,0,0,0
11.1,d_20210901,88.8,43.1,9.6,0.6,0,0,0,0,0,0,0
0,d_20211001,100,100,94.4,4.9,0,0,0,0,0,0,0
0,d_20211101,99.9,99.9,87.7,6.4,0,0,0,0,0,0,0
11,d_20211201,0,0,0,0,0,0,89,8.6,0,0,0
