date,sample,rep,species,obs,fresh.mass.harvest,fresh.mass.saturated,fresh.mass,dry.mass,water.potential,leaf.area
4/5/22,2343,,blue,8,,1.175,1.0765,0.483,-2.6,36.579
4/5/22,2343,,blue,9,,1.175,1.0491,0.483,-2.85,36.579
5/24/22,2343,,blue,1,,2.8698,2.8698,1.439,-0.759,66.265
5/24/22,2343,,blue,2,,2.8698,2.8265,1.439,-0.956,66.265
5/24/22,2343,,blue,3,,2.8698,2.5814,1.439,-1.172,66.265
5/24/22,2343,,blue,4,,2.8698,2.523,1.439,-1.467,66.265
5/24/22,2343,,blue,5,,2.8698,2.4967,1.439,-1.834,66.265
5/24/22,2343,,blue,6,,2.8698,2.4766,1.439,-2.171,66.265
5/24/22,2343,,blue,7,,2.8698,2.4596,1.439,-2.473,66.265
5/24/22,2343,,blue,8,,2.8698,2.4321,1.439,-2.973,66.265
5/24/22,2343,,blue,9,,2.8698,2.2964,1.439,-3.658,66.265
5/24/22,2343,,blue,10,,2.8698,2.2798,1.439,-3.827,66.265
5/24/22,2343,,blue,11,,2.8698,2.2443,1.439,-4.18,66.265
5/4/22,2343,,blue,1,,6.3313,6.3313,0.78,-0.664,48.864
5/4/22,2343,,blue,2,,6.3313,6.32,0.78,-0.843,48.864
5/4/22,2343,,blue,3,,6.3313,6.3189,0.78,-1.082,48.864
5/4/22,2343,,blue,4,,6.3313,6.3111,0.78,-1.342,48.864
5/4/22,2343,,blue,5,,6.3313,6.3009,0.78,-1.781,48.864
5/4/22,2343,,blue,6,,6.3313,6.2925,0.78,-2.261,48.864
5/4/22,2343,,blue,7,,6.3313,6.2843,0.78,-2.413,48.864
5/4/22,2343,,blue,8,,6.3313,6.2737,0.78,-2.886,48.864
5/4/22,2343,,blue,9,,6.3313,6.2642,0.78,-3.08,48.864
5/4/22,2343,,blue,10,,6.3313,6.2552,0.78,-3.358,48.864
5/4/22,2343,,blue,11,,6.3313,6.2502,0.78,-3.411,48.864
5/26/22,2345,,live,1,,1.7866,1.7866,1.039,-0.313,34.157
5/26/22,2345,,live,2,,1.7866,1.7783,1.039,-0.349,34.157
5/26/22,2345,,live,3,,1.7866,1.7617,1.039,-0.434,34.157
5/26/22,2345,,live,4,,1.7866,1.7492,1.039,-0.581,34.157
5/26/22,2345,,live,5,,1.7866,1.7345,1.039,-0.7,34.157
5/26/22,2345,,live,6,,1.7866,1.7215,1.039,-0.872,34.157
5/26/22,2345,,live,7,,1.7866,1.7049,1.039,-1.279,34.157
5/26/22,2345,,live,8,,1.7866,1.6945,1.039,-1.6,34.157
5/26/22,2345,,live,9,,1.7866,1.684,1.039,-1.965,34.157
5/26/22,2345,,live,10,,1.7866,1.6704,1.039,-2.444,34.157
5/26/22,2345,,live,11,,1.7866,1.6533,1.039,-2.885,34.157
5/26/22,2345,,live,12,,1.7866,1.6381,1.039,-3.25,34.157
5/26/22,2345,,live,13,,1.7866,1.6136,1.039,-3.623,34.157
5/26/22,2345,,live,14,,1.7866,2.6136,1.039,-4.222,34.157
5/24/22,2346,,blue,1,,1.0643,1.0643,0.521,-0.46,21.567
5/24/22,2346,,blue,2,,1.0643,1.0577,0.521,-0.546,21.567
5/24/22,2346,,blue,3,,1.0643,1.0455,0.521,-0.604,21.567
5/24/22,2346,,blue,4,,1.0643,1.0302,0.521,-0.697,21.567
5/24/22,2346,,blue,5,,1.0643,1.0126,0.521,-0.807,21.567
5/24/22,2346,,blue,6,,1.0643,1.0012,0.521,-1.262,21.567
5/24/22,2346,,blue,7,,1.0643,0.9885,0.521,-1.563,21.567
5/24/22,2346,,blue,8,,1.0643,0.9559,0.521,-2.231,21.567
5/24/22,2346,,blue,9,,1.0643,0.9435,0.521,-2.636,21.567
5/24/22,2346,,blue,10,,1.0643,0.9278,0.521,-3.351,21.567
5/24/22,2346,,blue,11,,1.0643,0.9152,0.521,-3.643,21.567
5/24/22,2346,,blue,12,,1.0643,0.9018,0.521,-3.7,21.567
5/3/22,2346,a,blue,1,,2.7832,2.7832,0.3264,-0.228,15.852
5/3/22,2346,a,blue,2,,2.7832,2.7769,0.3264,-0.36,15.852
5/3/22,2346,a,blue,3,,2.7832,2.7758,0.3264,-0.393,15.852
5/3/22,2346,a,blue,4,,2.7832,2.7709,0.3264,-0.42,15.852
5/3/22,2346,a,blue,5,,2.7832,2.7623,0.3264,-0.639,15.852
5/3/22,2346,a,blue,6,,2.7832,2.6728,0.3264,-0.757,15.852
5/3/22,2346,a,blue,7,,2.7832,2.7577,0.3264,-0.955,15.852
5/3/22,2346,a,blue,8,,2.7832,2.7509,0.3264,-1.274,15.852
5/3/22,2346,a,blue,9,,2.7832,2.7455,0.3264,-1.35,15.852
5/3/22,2346,b,blue,1,,3.5023,3.5023,0.6618,-0.167,36.651
5/3/22,2346,b,blue,2,,3.5023,3.4959,0.6618,-0.276,36.651
5/3/22,2346,b,blue,3,,3.5023,3.4947,0.6618,-0.345,36.651
5/3/22,2346,b,blue,4,,3.5023,3.4913,0.6618,-0.475,36.651
5/3/22,2346,b,blue,5,,3.5023,3.4853,0.6618,-0.58,36.651
5/3/22,2346,b,blue,6,,3.5023,3.48,0.6618,-0.673,36.651
5/3/22,2346,b,blue,7,,3.5023,3.47,0.6618,-0.884,36.651
5/3/22,2346,b,blue,8,,3.5023,3.4666,0.6618,-1.1,36.651
5/3/22,2346,b,blue,9,,3.5023,3.4625,0.6618,-1.156,36.651
5/3/22,2346,b,blue,10,,3.5023,3.4334,0.6618,-1.512,36.651
5/3/22,2346,b,blue,11,,3.5023,3.4463,0.6618,-1.733,36.651
5/3/22,2346,b,blue,12,,3.5023,3.4344,0.6618,-2.153,36.651
5/3/22,2346,b,blue,13,,3.5023,3.42,0.6618,-2.334,36.651
5/3/22,2346,b,blue,14,,3.5023,3.4185,0.6618,-2.718,36.651
5/3/22,2346,b,blue,15,,3.5023,3.4073,0.6618,-3.221,36.651
5/3/22,2346,b,blue,16,,3.5023,3.3939,0.6618,-3.259,36.651
5/3/22,2346,b,blue,17,,3.5023,3.386,0.6618,-3.762,36.651
4/5/22,2347,,blue,1,,2.6523,2.6523,1.025,-0.1,53.588
4/5/22,2347,,blue,2,,2.6523,2.607,1.025,-0.2,53.588
4/5/22,2347,,blue,3,,2.6523,2.4113,1.025,-0.3,53.588
4/5/22,2347,,blue,4,,2.6523,2.5043,1.025,-0.7,53.588
4/5/22,2347,,blue,5,,2.6523,2.4473,1.025,-0.9,53.588
4/5/22,2347,,blue,6,,2.6523,2.3673,1.025,-1.15,53.588
4/5/22,2347,,blue,7,,2.6523,2.2693,1.025,-1.9,53.588
4/5/22,2347,,blue,8,,2.6523,2.1813,1.025,-2.5,53.588
4/5/22,2347,,blue,9,,2.6523,2.1068,1.025,-2.75,53.588
5/24/22,2347,,blue,1,,2.477,2.477,1.238,-0.411,57.603
5/24/22,2347,,blue,2,,2.477,2.4578,1.238,-0.522,57.603
5/24/22,2347,,blue,3,,2.477,2.4323,1.238,-0.655,57.603
5/24/22,2347,,blue,4,,2.477,2.4107,1.238,-0.959,57.603
5/24/22,2347,,blue,5,,2.477,2.3904,1.238,-1.228,57.603
5/24/22,2347,,blue,6,,2.477,2.378,1.238,-1.502,57.603
5/24/22,2347,,blue,7,,2.477,2.3654,1.238,-1.912,57.603
5/24/22,2347,,blue,8,,2.477,2.3468,1.238,-2.321,57.603
5/24/22,2347,,blue,9,,2.477,2.3258,1.238,-2.807,57.603
5/24/22,2347,,blue,10,,2.477,2.2974,1.238,-3.296,57.603
5/24/22,2347,,blue,11,,2.477,2.265,1.238,-3.691,57.603
5/24/22,2347,,blue,12,,2.477,2.2416,1.238,-3.775,57.603
5/3/22,2347,a,blue,1,,4.1206,4.1206,0.9882,-1.074,50.831
5/3/22,2347,a,blue,2,,4.1206,4.1043,0.9882,-1.752,50.831
5/3/22,2347,a,blue,3,,4.1206,4.0967,0.9882,-1.874,50.831
5/3/22,2347,a,blue,4,,4.1206,4.0895,0.9882,-2.035,50.831
5/3/22,2347,a,blue,5,,4.1206,4.0858,0.9882,-2.154,50.831
5/3/22,2347,a,blue,6,,4.1206,4.0806,0.9882,-2.257,50.831
5/3/22,2347,a,blue,7,,4.1206,4.0696,0.9882,-2.612,50.831
5/3/22,2347,a,blue,8,,4.1206,4.0583,0.9882,-2.874,50.831
5/3/22,2347,a,blue,9,,4.1206,4.0364,0.9882,-3.479,50.831
5/3/22,2347,a,blue,10,,4.1206,4.0186,0.9882,-3.612,50.831
5/3/22,2347,b,blue,1,,3.4377,3.4377,0.5517,-0.216,31.296
5/3/22,2347,b,blue,2,,3.4377,3.4249,0.5517,-0.345,31.296
5/3/22,2347,b,blue,3,,3.4377,3.4122,0.5517,-0.541,31.296
5/3/22,2347,b,blue,4,,3.4377,3.403,0.5517,-0.661,31.296
5/3/22,2347,b,blue,5,,3.4377,3.3935,0.5517,-0.892,31.296
5/3/22,2347,b,blue,6,,3.4377,3.3872,0.5517,-1.163,31.296
5/3/22,2347,b,blue,7,,3.4377,3.3801,0.5517,-1.482,31.296
5/3/22,2347,b,blue,8,,3.4377,3.3643,0.5517,-2.182,31.296
5/3/22,2347,b,blue,9,,3.4377,3.3537,0.5517,-2.453,31.296
5/3/22,2347,b,blue,10,,3.4377,3.3421,0.5517,-2.7,31.296
5/3/22,2347,b,blue,11,,3.4377,3.3324,0.5517,-3.073,31.296
5/3/22,2347,b,blue,12,,3.4377,3.3241,0.5517,-3.345,31.296
5/26/22,2352,,live,1,,1.3035,1.3035,0.757,-1.102,42.718
5/26/22,2352,,live,2,,1.3035,1.2959,0.757,-1.2,42.718
5/26/22,2352,,live,3,,1.3035,1.2754,0.757,-1.46,42.718
5/26/22,2352,,live,4,,1.3035,1.2661,0.757,-1.537,42.718
5/26/22,2352,,live,5,,1.3035,1.2553,0.757,-1.655,42.718
5/26/22,2352,,live,6,,1.3035,1.2443,0.757,-1.721,42.718
5/26/22,2352,,live,7,,1.3035,1.2377,0.757,-1.981,42.718
5/26/22,2352,,live,8,,1.3035,1.2338,0.757,-2.237,42.718
5/26/22,2352,,live,9,,1.3035,1.2275,0.757,-2.553,42.718
5/26/22,2352,,live,10,,1.3035,1.2221,0.757,-2.89,42.718
5/26/22,2352,,live,11,,1.3035,1.2154,0.757,-3.143,42.718
5/26/22,2352,,live,12,,1.3035,1.2059,0.757,-3.452,42.718
5/26/22,2352,,live,13,,1.3035,1.1939,0.757,-3.778,42.718
5/26/22,2352,,live,14,,1.3035,1.1919,0.757,-3.996,42.718
5/26/22,2352,,live,15,,1.3035,1.1853,0.757,-4.23,42.718
5/26/22,2354,,live,1,,1.5082,1.5082,0.696,-0.15,37.207
5/26/22,2354,,live,2,,1.5082,1.5031,0.696,-0.18,37.207
5/26/22,2354,,live,3,,1.5082,1.4709,0.696,-0.285,37.207
5/26/22,2354,,live,4,,1.5082,1.4613,0.696,-0.345,37.207
5/26/22,2354,,live,5,,1.5082,1.4554,0.696,-0.444,37.207
5/26/22,2354,,live,6,,1.5082,1.4501,0.696,-0.72,37.207
5/26/22,2354,,live,7,,1.5082,1.4445,0.696,-0.746,37.207
5/26/22,2354,,live,8,,1.5082,1.437,0.696,-0.887,37.207
5/26/22,2354,,live,9,,1.5082,1.4279,0.696,-1.253,37.207
5/26/22,2354,,live,10,,1.5082,1.4193,0.696,-1.765,37.207
5/26/22,2354,,live,11,,1.5082,1.4112,0.696,-2.148,37.207
5/26/22,2354,,live,12,,1.5082,1.3937,0.696,-2.7,37.207
5/26/22,2354,,live,13,,1.5082,1.3857,0.696,-3.058,37.207
4/5/22,2360,,blue,1,,1.4926,1.4926,0.676,-0.15,35.487
4/5/22,2360,,blue,2,,1.4926,1.4886,0.676,-0.2,35.487
4/5/22,2360,,blue,3,,1.4926,1.4235,0.676,-0.3,35.487
4/5/22,2360,,blue,4,,1.4926,1.3946,0.676,-0.4,35.487
4/5/22,2360,,blue,5,,1.4926,1.3676,0.676,-0.6,35.487
4/5/22,2360,,blue,6,,1.4926,1.3366,0.676,-1.05,35.487
4/5/22,2360,,blue,7,,1.4926,1.3131,0.676,-1.45,35.487
4/5/22,2360,,blue,8,,1.4926,1.2866,0.676,-2.05,35.487
4/5/22,2360,,blue,9,,1.4926,1.2664,0.676,-2.5,35.487
4/5/22,2360,,blue,10,,1.4926,1.2457,0.676,-2.9,35.487
4/5/22,2360,,blue,11,,1.4926,1.2153,0.676,-3.2,35.487
5/4/22,2360,a,blue,1,,3.5927,3.5927,0.6603,-1.123,36.092
5/4/22,2360,a,blue,2,,3.5927,3.5903,0.6603,-1.266,36.092
5/4/22,2360,a,blue,3,,3.5927,3.5825,0.6603,-1.63,36.092
5/4/22,2360,a,blue,4,,3.5927,3.5758,0.6603,-2.003,36.092
5/4/22,2360,a,blue,5,,3.5927,3.5667,0.6603,-2.33,36.092
5/4/22,2360,a,blue,6,,3.5927,3.5573,0.6603,-2.7,36.092
5/4/22,2360,a,blue,7,,3.5927,3.5472,0.6603,-3.218,36.092
5/4/22,2360,a,blue,8,,3.5927,3.5396,0.6603,-3.611,36.092
5/4/22,2360,a,blue,9,,3.5927,3.5267,0.6603,-3.888,36.092
5/4/22,2360,b,blue,1,,3.2285,3.2285,0.4498,-0.508,24.321
5/4/22,2360,b,blue,2,,3.2285,3.224,0.4498,-0.567,24.321
5/4/22,2360,b,blue,3,,3.2285,3.2189,0.4498,-1.023,24.321
5/4/22,2360,b,blue,4,,3.2285,3.2158,0.4498,-1.972,24.321
5/4/22,2360,b,blue,5,,3.2285,3.2111,0.4498,-2.083,24.321
5/4/22,2360,b,blue,6,,3.2285,3.2045,0.4498,-2.563,24.321
5/4/22,2360,b,blue,7,,3.2285,3.2015,0.4498,-2.8,24.321
5/4/22,2360,b,blue,8,,3.2285,3.1973,0.4498,-2.807,24.321
5/4/22,2360,b,blue,9,,3.2285,3.1894,0.4498,-3.338,24.321
5/4/22,2360,b,blue,10,,3.2285,3.1779,0.4498,-3.582,24.321
3/30/22,2365,,blue,1,,2.5959,2.5959,1.0949,-0.217,49.819
3/30/22,2365,,blue,2,,2.5959,2.5544,1.0949,-0.916,49.819
3/30/22,2365,,blue,3,,2.5959,2.5275,1.0949,-1.1,49.819
3/30/22,2365,,blue,4,,2.5959,2.1968,1.0949,-1.38,49.819
3/30/22,2365,,blue,5,,2.5959,2.1804,1.0949,-1.68,49.819
3/30/22,2365,,blue,6,,2.5959,2.1636,1.0949,-2.08,49.819
3/30/22,2365,,blue,7,,2.5959,2.1391,1.0949,-2.6,49.819
3/30/22,2365,,blue,8,,2.5959,2.1102,1.0949,-3,49.819
3/30/22,2365,,blue,9,,2.5959,2.0782,1.0949,-3.3,49.819
3/30/22,2365,,blue,10,,2.5959,2.055,1.0949,-3.46,49.819
5/24/22,2365,,blue,1,,2.0226,2.0226,0.978,-0.404,51.48
5/24/22,2365,,blue,2,,2.0226,1.9988,0.978,-0.56,51.48
5/24/22,2365,,blue,3,,2.0226,1.9791,0.978,-0.595,51.48
5/24/22,2365,,blue,4,,2.0226,1.9619,0.978,-0.658,51.48
5/24/22,2365,,blue,5,,2.0226,1.9447,0.978,-0.773,51.48
5/24/22,2365,,blue,6,,2.0226,1.9146,0.978,-1.016,51.48
5/24/22,2365,,blue,7,,2.0226,1.8943,0.978,-1.356,51.48
5/24/22,2365,,blue,8,,2.0226,1.8873,0.978,-1.5,51.48
5/24/22,2365,,blue,9,,2.0226,1.8481,0.978,-2.153,51.48
5/24/22,2365,,blue,10,,2.0226,1.8241,0.978,-2.731,51.48
5/24/22,2365,,blue,11,,2.0226,1.8018,0.978,-3.112,51.48
5/24/22,2365,,blue,12,,2.0226,1.7623,0.978,-3.47,51.48
5/24/22,2365,,blue,13,,2.0226,1.7268,0.978,-3.7,51.48
5/3/22,2365,a,blue,1,,3.3448,3.3448,0.5537,-0.576,28.728
5/3/22,2365,a,blue,2,,3.3448,3.3387,0.5537,-0.865,28.728
5/3/22,2365,a,blue,3,,3.3448,3.3281,0.5537,-2.461,28.728
5/3/22,2365,a,blue,4,,3.3448,3.3195,0.5537,-2.776,28.728
5/3/22,2365,a,blue,5,,3.3448,3.3122,0.5537,-3.03,28.728
5/3/22,2365,a,blue,6,,3.3448,3.3063,0.5537,-3.271,28.728
5/3/22,2365,a,blue,7,,3.3448,3.2999,0.5537,-3.51,28.728
5/3/22,2365,b,blue,1,,3.2798,3.2798,0.4463,-0.312,23.754
5/3/22,2365,b,blue,2,,3.2798,3.267,0.4463,-0.315,23.754
5/3/22,2365,b,blue,3,,3.2798,3.264,0.4463,-0.521,23.754
5/3/22,2365,b,blue,4,,3.2798,3.259,0.4463,-0.53,23.754
5/3/22,2365,b,blue,5,,3.2798,3.2546,0.4463,-0.584,23.754
5/3/22,2365,b,blue,6,,3.2798,3.249,0.4463,-0.654,23.754
5/3/22,2365,b,blue,7,,3.2798,3.2465,0.4463,-0.431,23.754
5/3/22,2365,b,blue,8,,3.2798,3.2412,0.4463,-0.921,23.754
5/3/22,2365,b,blue,9,,3.2798,3.2368,0.4463,-1.112,23.754
5/3/22,2365,b,blue,10,,3.2798,3.2281,0.4463,-1.346,23.754
5/3/22,2365,b,blue,11,,3.2798,3.2206,0.4463,-1.642,23.754
5/3/22,2365,b,blue,12,,3.2798,3.214,0.4463,-1.887,23.754
5/3/22,2365,b,blue,13,,3.2798,3.2091,0.4463,-2.043,23.754
5/3/22,2365,b,blue,14,,3.2798,3.1999,0.4463,-2.401,23.754
5/3/22,2365,b,blue,15,,3.2798,3.1889,0.4463,-2.624,23.754
5/3/22,2365,b,blue,16,,3.2798,3.1811,0.4463,-2.863,23.754
5/3/22,2365,b,blue,17,,3.2798,3.1384,0.4463,-3.954,23.754
5/24/22,2367,,blue,1,,0.9532,0.9532,0.479,-0.226,9.185
5/24/22,2367,,blue,2,,0.9532,0.9447,0.479,-0.497,9.185
5/24/22,2367,,blue,3,,0.9532,0.9396,0.479,-0.504,9.185
5/24/22,2367,,blue,4,,0.9532,0.9308,0.479,-0.569,9.185
5/24/22,2367,,blue,5,,0.9532,0.9197,0.479,-0.707,9.185
5/24/22,2367,,blue,6,,0.9532,0.9093,0.479,-0.804,9.185
5/24/22,2367,,blue,7,,0.9532,0.8957,0.479,-0.893,9.185
5/24/22,2367,,blue,8,,0.9532,0.8861,0.479,-0.956,9.185
5/24/22,2367,,blue,9,,0.9532,0.8769,0.479,-1.374,9.185
5/24/22,2367,,blue,10,,0.9532,0.8701,0.479,-0.977,9.185
5/24/22,2367,,blue,11,,0.9532,0.7885,0.479,-1.271,9.185
5/24/22,2367,,blue,12,,0.9532,0.7796,0.479,-1.43,9.185
5/3/22,2367,a,blue,1,,3.4799,3.4799,0.546,-0.225,28.481
5/3/22,2367,a,blue,2,,3.4799,3.4578,0.546,-0.275,28.481
5/3/22,2367,a,blue,3,,3.4799,3.4583,0.546,-0.294,28.481
5/3/22,2367,a,blue,4,,3.4799,3.4418,0.546,-0.462,28.481
5/3/22,2367,a,blue,5,,3.4799,3.43,0.546,-0.671,28.481
5/3/22,2367,a,blue,6,,3.4799,3.4296,0.546,-0.774,28.481
5/3/22,2367,a,blue,7,,3.4799,3.4196,0.546,-0.971,28.481
5/3/22,2367,a,blue,8,,3.4799,3.4108,0.546,-1.04,28.481
5/3/22,2367,a,blue,9,,3.4799,3.4031,0.546,-1.224,28.481
5/3/22,2367,a,blue,10,,3.4799,3.3966,0.546,-1.547,28.481
5/3/22,2367,a,blue,11,,3.4799,3.3823,0.546,-2.313,28.481
5/3/22,2367,a,blue,12,,3.4799,3.3786,0.546,-2.399,28.481
5/3/22,2367,a,blue,13,,3.4799,3.3786,0.546,-2.417,28.481
5/3/22,2367,a,blue,14,,3.4799,3.3689,0.546,-2.4,28.481
