tree,site,plot,species.x,week,md_mpa,md_lwc,pd_mpa,pd_lwa,longitude,latitude,name,description,species.y,e_drop,lat_utm,lon_utm,time
2005,Cucu Mesa,High,blue oak,14,2.13333333333333,0.0123949699631539,0.4295,0.0150697389782751,-120.050261041168,34.697473527913,B2005,,B,1.3463333333333303,3843456.1718939813,770197.8139911309,early
2005,Cucu Mesa,High,blue oak,15,1.61666666666667,NA,NA,NA,-120.050261041168,34.697473527913,B2005,,B,NA,3843456.1718939813,770197.8139911309,early
2005,Cucu Mesa,High,blue oak,17,2.733,0.0135835802515618,0.917666666666667,0.0149078683316169,-120.050261041168,34.697473527913,B2005,,B,1.407,3843456.1718939813,770197.8139911309,NA
2005,Cucu Mesa,High,blue oak,19,2.49,NA,NA,NA,-120.050261041168,34.697473527913,B2005,,B,NA,3843456.1718939813,770197.8139911309,late
2005,Cucu Mesa,High,blue oak,21,3,NA,1.72933333333333,NA,-120.050261041168,34.697473527913,B2005,,B,1.018,3843456.1718939813,770197.8139911309,late
2005,Cucu Mesa,High,blue oak,29,4.33333333333333,0.0105037868022939,NA,NA,-120.050261041168,34.697473527913,B2005,,B,0.5833333333333304,3843456.1718939813,770197.8139911309,late
2005,Cucu Mesa,High,blue oak,38,NA,NA,NA,NA,-120.050261041168,34.697473527913,B2005,,B,NA,3843456.1718939813,770197.8139911309,late
2005,Cucu Mesa,High,blue oak,NA,NA,NA,NA,NA,-120.050261041168,34.697473527913,B2005,,B,NA,3843456.1718939813,770197.8139911309,NA
2006,Cucu Mesa,High,blue oak,10,1.40666666666667,NA,0.9475,NA,-120.050477585152,34.6980125934304,B2006,,B,NA,3843515.3953408697,770176.2181086466,early
2006,Cucu Mesa,High,blue oak,14,2.13333333333333,NA,0.540666666666667,NA,-120.050477585152,34.6980125934304,B2006,,B,0.9243333333333301,3843515.3953408697,770176.2181086466,early
2006,Cucu Mesa,High,blue oak,15,1.727,NA,NA,NA,-120.050477585152,34.6980125934304,B2006,,B,NA,3843515.3953408697,770176.2181086466,early
2006,Cucu Mesa,High,blue oak,17,2.717,NA,0.991333333333333,0.0138942559821378,-120.050477585152,34.6980125934304,B2006,,B,0.6636666666666668,3843515.3953408697,770176.2181086466,NA
2006,Cucu Mesa,High,blue oak,19,2.36066666666667,NA,NA,NA,-120.050477585152,34.6980125934304,B2006,,B,-1.48933333333333,3843515.3953408697,770176.2181086466,late
2006,Cucu Mesa,High,blue oak,21,3.19933333333333,NA,1.767,NA,-120.050477585152,34.6980125934304,B2006,,B,NA,3843515.3953408697,770176.2181086466,late
2006,Cucu Mesa,High,blue oak,29,4.46666666666667,0.0100718707587571,2.775,0.00991921913093827,-120.050477585152,34.6980125934304,B2006,,B,3.185333333333337,3843515.3953408697,770176.2181086466,late
2006,Cucu Mesa,High,blue oak,38,NA,NA,NA,NA,-120.050477585152,34.6980125934304,B2006,,B,NA,3843515.3953408697,770176.2181086466,late
2006,Cucu Mesa,High,blue oak,NA,NA,NA,NA,NA,-120.050477585152,34.6980125934304,B2006,,B,NA,3843515.3953408697,770176.2181086466,NA
2007,Cucu Mesa,High,blue oak,10,1.77,NA,0.815,NA,-120.05058563654,34.6982465070108,B2007,,B,NA,3843541.055980611,770165.5563711483,early
2007,Cucu Mesa,High,blue oak,14,2.1,0.0116065442961608,0.36675,0.0130471762308914,-120.05058563654,34.6982465070108,B2007,,B,NA,3843541.055980611,770165.5563711483,early
2007,Cucu Mesa,High,blue oak,15,1.70666666666667,NA,NA,NA,-120.05058563654,34.6982465070108,B2007,,B,NA,3843541.055980611,770165.5563711483,early
2007,Cucu Mesa,High,blue oak,17,2.42633333333333,0.0115884836228749,0.989,0.0122158562149622,-120.05058563654,34.6982465070108,B2007,,B,0.8038333333333298,3843541.055980611,770165.5563711483,NA
2007,Cucu Mesa,High,blue oak,19,2.23766666666667,NA,NA,NA,-120.05058563654,34.6982465070108,B2007,,B,NA,3843541.055980611,770165.5563711483,late
2007,Cucu Mesa,High,blue oak,21,3.4,NA,1.67233333333333,NA,-120.05058563654,34.6982465070108,B2007,,B,2.5576666666666665,3843541.055980611,770165.5563711483,late
2007,Cucu Mesa,High,blue oak,29,4.23333333333333,0.0089517313817749,2.32333333333333,0.00994018197400568,-120.05058563654,34.6982465070108,B2007,,B,NA,3843541.055980611,770165.5563711483,late
2007,Cucu Mesa,High,blue oak,38,NA,NA,NA,NA,-120.05058563654,34.6982465070108,B2007,,B,NA,3843541.055980611,770165.5563711483,late
2007,Cucu Mesa,High,blue oak,NA,NA,NA,NA,NA,-120.05058563654,34.6982465070108,B2007,,B,NA,3843541.055980611,770165.5563711483,NA
2008,Cucu Mesa,High,blue oak,14,1.88333333333333,0.0120955052765872,0.6765,0.0139481944546419,-120.050694306424,34.6983843347938,B2008,,B,0.004999999999996563,3843556.054941624,770155.1506585579,early
2008,Cucu Mesa,High,blue oak,21,3.3,NA,1.736,NA,-120.050694306424,34.6983843347938,B2008,,B,1.7274999999999998,3843556.054941624,770155.1506585579,late
2008,Cucu Mesa,High,blue oak,NA,NA,NA,NA,NA,-120.050694306424,34.6983843347938,B2008,,B,NA,3843556.054941624,770155.1506585579,NA
2009,LL,Hobbiton,blue oak,12,2.0625,NA,1.26666666666667,NA,-120.046920589542,34.6918005547079,B2009,"Sapflow probe 3 (?)
Previously SapflowNew1 or SapNew1 or New Sapflow 1",B,NA,3842835.779189013,770522.3779939153,early
2009,LL,Hobbiton,blue oak,13,2.01,0.0100205509687986,1.195,0.0117406243009872,-120.046920589542,34.6918005547079,B2009,"Sapflow probe 3 (?)
Previously SapflowNew1 or SapNew1 or New Sapflow 1",B,1.1644285714285711,3842835.779189013,770522.3779939153,early
2009,LL,Hobbiton,blue oak,14,2.95,NA,NA,NA,-120.046920589542,34.6918005547079,B2009,"Sapflow probe 3 (?)
Previously SapflowNew1 or SapNew1 or New Sapflow 1",B,2.234,3842835.779189013,770522.3779939153,early
2009,LL,Hobbiton,blue oak,15,2.088,NA,1.32666666666667,NA,-120.046920589542,34.6918005547079,B2009,"Sapflow probe 3 (?)
Previously SapflowNew1 or SapNew1 or New Sapflow 1",B,0.9713333333333334,3842835.779189013,770522.3779939153,early
2009,LL,Hobbiton,blue oak,17,3.03333333333333,0.0128392344350332,1.276,0.0135084941420374,-120.046920589542,34.6918005547079,B2009,"Sapflow probe 3 (?)
Previously SapflowNew1 or SapNew1 or New Sapflow 1",B,0.09349999999999703,3842835.779189013,770522.3779939153,NA
2009,LL,Hobbiton,blue oak,18,2.9542,NA,NA,NA,-120.046920589542,34.6918005547079,B2009,"Sapflow probe 3 (?)
Previously SapflowNew1 or SapNew1 or New Sapflow 1",B,1.7302000000000002,3842835.779189013,770522.3779939153,NA
2009,LL,Hobbiton,blue oak,19,2.83966666666667,NA,1.66266666666667,NA,-120.046920589542,34.6918005547079,B2009,"Sapflow probe 3 (?)
Previously SapflowNew1 or SapNew1 or New Sapflow 1",B,1.1059166666666702,3842835.779189013,770522.3779939153,late
2009,LL,Hobbiton,blue oak,21,3.276,0.00979407053917575,1.789,0.0118648753463426,-120.046920589542,34.6918005547079,B2009,"Sapflow probe 3 (?)
Previously SapflowNew1 or SapNew1 or New Sapflow 1",B,1.4926666666666664,3842835.779189013,770522.3779939153,late
2009,LL,Hobbiton,blue oak,29,3.93333333333333,0.00954685968483035,NA,NA,-120.046920589542,34.6918005547079,B2009,"Sapflow probe 3 (?)
Previously SapflowNew1 or SapNew1 or New Sapflow 1",B,2.149999999999997,3842835.779189013,770522.3779939153,late
2009,LL,Hobbiton,blue oak,33,4.0635,NA,2.851,NA,-120.046920589542,34.6918005547079,B2009,"Sapflow probe 3 (?)
Previously SapflowNew1 or SapNew1 or New Sapflow 1",B,2.996833333333334,3842835.779189013,770522.3779939153,late
2009,LL,Hobbiton,blue oak,38,NA,NA,NA,NA,-120.046920589542,34.6918005547079,B2009,"Sapflow probe 3 (?)
Previously SapflowNew1 or SapNew1 or New Sapflow 1",B,NA,3842835.779189013,770522.3779939153,late
2009,LL,Hobbiton,blue oak,NA,NA,NA,NA,NA,-120.046920589542,34.6918005547079,B2009,"Sapflow probe 3 (?)
Previously SapflowNew1 or SapNew1 or New Sapflow 1",B,NA,3842835.779189013,770522.3779939153,NA
2010,LL,Weathertop,blue oak,12,1.96,NA,1.4875,NA,-120.048047506639,34.690021270183,B2010,previously New Saplfow 2 or SapNew2,B,-0.5825,3842635.348969459,770424.9057903895,early
2010,LL,Weathertop,blue oak,13,1.96,NA,1.00416326530612,NA,-120.048047506639,34.690021270183,B2010,previously New Saplfow 2 or SapNew2,B,-1.2982500000000003,3842635.348969459,770424.9057903895,early
2010,LL,Weathertop,blue oak,15,2.616,NA,1.34525,NA,-120.048047506639,34.690021270183,B2010,previously New Saplfow 2 or SapNew2,B,NA,3842635.348969459,770424.9057903895,early
2010,LL,Weathertop,blue oak,17,2.62666666666667,0.0130176849355123,1.171,0.0129780438296764,-120.048047506639,34.690021270183,B2010,previously New Saplfow 2 or SapNew2,B,NA,3842635.348969459,770424.9057903895,NA
2010,LL,Weathertop,blue oak,18,2.44725,NA,NA,NA,-120.048047506639,34.690021270183,B2010,previously New Saplfow 2 or SapNew2,B,NA,3842635.348969459,770424.9057903895,NA
2010,LL,Weathertop,blue oak,19,2.285,NA,1.49625,NA,-120.048047506639,34.690021270183,B2010,previously New Saplfow 2 or SapNew2,B,NA,3842635.348969459,770424.9057903895,late
2010,LL,Weathertop,blue oak,21,3.56833333333333,0.0111835004123841,1.486,0.012076998696081,-120.048047506639,34.690021270183,B2010,previously New Saplfow 2 or SapNew2,B,1.0885833333333297,3842635.348969459,770424.9057903895,late
2010,LL,Weathertop,blue oak,29,3.73333333333333,NA,3.43333333333333,NA,-120.048047506639,34.690021270183,B2010,previously New Saplfow 2 or SapNew2,B,2.7599999999999967,3842635.348969459,770424.9057903895,late
2010,LL,Weathertop,blue oak,33,4.2655,NA,3.06166666666667,NA,-120.048047506639,34.690021270183,B2010,previously New Saplfow 2 or SapNew2,B,3.292166666666667,3842635.348969459,770424.9057903895,late
2010,LL,Weathertop,blue oak,NA,NA,NA,NA,NA,-120.048047506639,34.690021270183,B2010,previously New Saplfow 2 or SapNew2,B,NA,3842635.348969459,770424.9057903895,NA
2011,LL,Weathertop,blue oak,14,3.15,NA,0.856333333333333,NA,-120.047518820103,34.6898336059174,B2011,,B,NA,3842615.9509808263,770473.964502424,early
2011,LL,Weathertop,blue oak,15,1.78133333333333,NA,1.5,NA,-120.047518820103,34.6898336059174,B2011,,B,0.19113333333333005,3842615.9509808263,770473.964502424,early
2011,LL,Weathertop,blue oak,17,1.69666666666667,0.0118897121469862,1.253,0.013023338742488,-120.047518820103,34.6898336059174,B2011,,B,NA,3842615.9509808263,770473.964502424,NA
2011,LL,Weathertop,blue oak,18,3.105,NA,NA,NA,-120.047518820103,34.6898336059174,B2011,,B,1.1156666666666668,3842615.9509808263,770473.964502424,NA
2011,LL,Weathertop,blue oak,19,2.3015,NA,1.583,NA,-120.047518820103,34.6898336059174,B2011,,B,0.964,3842615.9509808263,770473.964502424,late
2011,LL,Weathertop,blue oak,21,2.22,NA,1.728,0.0125580599244341,-120.047518820103,34.6898336059174,B2011,,B,-0.4133333333333331,3842615.9509808263,770473.964502424,late
2011,LL,Weathertop,blue oak,29,4.875,0.00947159794361567,4.13333333333333,0.0103793244089713,-120.047518820103,34.6898336059174,B2011,,B,2.453333333333333,3842615.9509808263,770473.964502424,late
2011,LL,Weathertop,blue oak,33,4.2785,NA,3.60766666666667,NA,-120.047518820103,34.6898336059174,B2011,,B,NA,3842615.9509808263,770473.964502424,late
2011,LL,Weathertop,blue oak,37,NA,0.00793186635472041,NA,0.00892669290853538,-120.047518820103,34.6898336059174,B2011,,B,NA,3842615.9509808263,770473.964502424,late
2011,LL,Weathertop,blue oak,NA,NA,NA,NA,NA,-120.047518820103,34.6898336059174,B2011,,B,NA,3842615.9509808263,770473.964502424,NA
2012,Cucu Mesa,Low,blue oak,14,NA,NA,0.505,0.0155959418469597,-120.050480500687,34.6970437159379,B2012,,B,NA,3843407.897539638,770179.1036609695,early
2012,Cucu Mesa,Low,blue oak,15,1.44133333333333,NA,NA,NA,-120.050480500687,34.6970437159379,B2012,,B,-0.6929166666666697,3843407.897539638,770179.1036609695,early
2012,Cucu Mesa,Low,blue oak,17,2.50333333333333,0.0136034292341331,1.2195,0.0146026836042152,-120.050480500687,34.6970437159379,B2012,,B,-1.3300000000000036,3843407.897539638,770179.1036609695,NA
2012,Cucu Mesa,Low,blue oak,19,2.45666666666667,NA,NA,NA,-120.050480500687,34.6970437159379,B2012,,B,-1.43883333333333,3843407.897539638,770179.1036609695,late
2012,Cucu Mesa,Low,blue oak,21,3.00471428571429,NA,2.607,NA,-120.050480500687,34.6970437159379,B2012,,B,1.4747142857142899,3843407.897539638,770179.1036609695,late
2012,Cucu Mesa,Low,blue oak,29,3.68333333333333,0.00939838478605879,2.63,0.0102939665546634,-120.050480500687,34.6970437159379,B2012,,B,2.0269999999999966,3843407.897539638,770179.1036609695,late
2012,Cucu Mesa,Low,blue oak,38,NA,NA,NA,NA,-120.050480500687,34.6970437159379,B2012,,B,NA,3843407.897539638,770179.1036609695,late
2012,Cucu Mesa,Low,blue oak,NA,NA,NA,NA,NA,-120.050480500687,34.6970437159379,B2012,,B,NA,3843407.897539638,770179.1036609695,NA
2014,Cucu Mesa,Low,blue oak,14,2.46666666666667,0.0148807063940709,0.787,0.0159051613590782,-120.050692485045,34.6974348801696,B2014,,B,NA,3843450.724699918,770158.4068530211,early
2014,Cucu Mesa,Low,blue oak,38,NA,NA,NA,NA,-120.050692485045,34.6974348801696,B2014,,B,NA,3843450.724699918,770158.4068530211,late
2014,Cucu Mesa,Low,blue oak,NA,NA,NA,NA,NA,-120.050692485045,34.6974348801696,B2014,,B,NA,3843450.724699918,770158.4068530211,NA
2015,Cucu Mesa,Low,blue oak,14,NA,NA,0.617666666666667,0.0186446928316321,-120.050952539436,34.6976280152625,B2015,,B,NA,3843471.4528273423,770133.9498954274,early
2015,Cucu Mesa,Low,blue oak,15,1.795,NA,NA,NA,-120.050952539436,34.6976280152625,B2015,,B,1.5116666666666667,3843471.4528273423,770133.9498954274,early
2015,Cucu Mesa,Low,blue oak,17,2.731,0.0148512429452757,1.326,NA,-120.050952539436,34.6976280152625,B2015,,B,NA,3843471.4528273423,770133.9498954274,NA
2015,Cucu Mesa,Low,blue oak,19,2.5325,NA,NA,NA,-120.050952539436,34.6976280152625,B2015,,B,1.704166666666667,3843471.4528273423,770133.9498954274,late
2015,Cucu Mesa,Low,blue oak,21,3.1685,NA,1.982,NA,-120.050952539436,34.6976280152625,B2015,,B,2.1991666666666667,3843471.4528273423,770133.9498954274,late
2015,Cucu Mesa,Low,blue oak,29,4.7,0.0108030959118642,3.75,0.0109629567531033,-120.050952539436,34.6976280152625,B2015,,B,NA,3843471.4528273423,770133.9498954274,late
2015,Cucu Mesa,Low,blue oak,38,NA,NA,NA,NA,-120.050952539436,34.6976280152625,B2015,,B,NA,3843471.4528273423,770133.9498954274,late
2015,Cucu Mesa,Low,blue oak,NA,NA,NA,NA,NA,-120.050952539436,34.6976280152625,B2015,,B,NA,3843471.4528273423,770133.9498954274,NA
2020,Chamise,Chamise,blue oak,10,2.17333333333333,NA,NA,NA,-120.050805647308,34.6862250909904,B2020,,B,1.7858333333333298,3842206.7763781413,770184.5049024081,early
2020,Chamise,Chamise,blue oak,11,NA,NA,1.58275,NA,-120.050805647308,34.6862250909904,B2020,,B,NA,3842206.7763781413,770184.5049024081,early
2020,Chamise,Chamise,blue oak,14,2.43333333333333,0.011829634713107,0.68625,0.0156220483867624,-120.050805647308,34.6862250909904,B2020,,B,1.9869333333333299,3842206.7763781413,770184.5049024081,early
2020,Chamise,Chamise,blue oak,15,2.16666666666667,NA,NA,NA,-120.050805647308,34.6862250909904,B2020,,B,NA,3842206.7763781413,770184.5049024081,early
2020,Chamise,Chamise,blue oak,17,1.781,0.0138428781088809,0.94,0.0152896388659147,-120.050805647308,34.6862250909904,B2020,,B,0.6692499999999999,3842206.7763781413,770184.5049024081,NA
2020,Chamise,Chamise,blue oak,19,2.22025,NA,1.52875,NA,-120.050805647308,34.6862250909904,B2020,,B,1.2438500000000001,3842206.7763781413,770184.5049024081,late
2020,Chamise,Chamise,blue oak,21,2.9805,0.012182219531974,1.775,0.0136855178388549,-120.050805647308,34.6862250909904,B2020,,B,NA,3842206.7763781413,770184.5049024081,late
2020,Chamise,Chamise,blue oak,29,3.86666666666667,0.0094718049056476,2.8575,NA,-120.050805647308,34.6862250909904,B2020,,B,3.3516666666666697,3842206.7763781413,770184.5049024081,late
2020,Chamise,Chamise,blue oak,38,NA,NA,NA,NA,-120.050805647308,34.6862250909904,B2020,,B,NA,3842206.7763781413,770184.5049024081,late
2020,Chamise,Chamise,blue oak,NA,NA,NA,NA,NA,-120.050805647308,34.6862250909904,B2020,,B,NA,3842206.7763781413,770184.5049024081,NA
2021,Chamise,Chamise,blue oak,10,1.87333333333333,NA,NA,NA,-120.050846347958,34.6866475512818,B2021,,B,-1.31416666666667,3842253.535876489,770179.4009093649,early
2021,Chamise,Chamise,blue oak,11,NA,NA,1.39666666666667,NA,-120.050846347958,34.6866475512818,B2021,,B,NA,3842253.535876489,770179.4009093649,early
2021,Chamise,Chamise,blue oak,14,2.875,0.012211735938931,0.1682,0.0160182635522923,-120.050846347958,34.6866475512818,B2021,,B,1.4255,3842253.535876489,770179.4009093649,early
2021,Chamise,Chamise,blue oak,15,1.97666666666667,NA,NA,NA,-120.050846347958,34.6866475512818,B2021,,B,NA,3842253.535876489,770179.4009093649,early
2021,Chamise,Chamise,blue oak,17,2.14233333333333,0.0140236698699346,0.881333333333333,0.0151805137547797,-120.050846347958,34.6866475512818,B2021,,B,1.46308333333333,3842253.535876489,770179.4009093649,NA
2021,Chamise,Chamise,blue oak,19,2.092,NA,1.28033333333333,NA,-120.050846347958,34.6866475512818,B2021,,B,1.41275,3842253.535876489,770179.4009093649,late
2021,Chamise,Chamise,blue oak,21,3.7402,0.0124500084928791,1.65,0.0134434238218664,-120.050846347958,34.6866475512818,B2021,,B,3.125914285714286,3842253.535876489,770179.4009093649,late
2021,Chamise,Chamise,blue oak,29,4.175,0.00952907516453894,3.2,0.0101021774133545,-120.050846347958,34.6866475512818,B2021,,B,NA,3842253.535876489,770179.4009093649,late
2021,Chamise,Chamise,blue oak,38,NA,NA,NA,NA,-120.050846347958,34.6866475512818,B2021,,B,NA,3842253.535876489,770179.4009093649,late
2021,Chamise,Chamise,blue oak,NA,NA,NA,NA,NA,-120.050846347958,34.6866475512818,B2021,,B,NA,3842253.535876489,770179.4009093649,NA
2022,Chamise,Chamise,live oak,10,2.01,NA,NA,NA,-120.05097038782,34.686935705305,L2022,,L,NA,3842285.171178352,770167.0965100266,early
2022,Chamise,Chamise,live oak,11,NA,NA,1.0025,NA,-120.05097038782,34.686935705305,L2022,,L,NA,3842285.171178352,770167.0965100266,early
2022,Chamise,Chamise,live oak,14,NA,NA,0.18775,0.0137067920333985,-120.05097038782,34.686935705305,L2022,,L,NA,3842285.171178352,770167.0965100266,early
2022,Chamise,Chamise,live oak,17,1.94266666666667,NA,0.887333333333333,NA,-120.05097038782,34.686935705305,L2022,,L,-1.9573333333333298,3842285.171178352,770167.0965100266,NA
2022,Chamise,Chamise,live oak,19,2.063,NA,1.344,NA,-120.05097038782,34.686935705305,L2022,,L,-1.8209999999999997,3842285.171178352,770167.0965100266,late
2022,Chamise,Chamise,live oak,21,2.65083333333333,0.0156159573366117,1.455,0.0125782366435426,-120.05097038782,34.686935705305,L2022,,L,NA,3842285.171178352,770167.0965100266,late
2022,Chamise,Chamise,live oak,29,3.72,0.0106506746401884,2.3425,0.0108619128738971,-120.05097038782,34.686935705305,L2022,,L,1.7840000000000003,3842285.171178352,770167.0965100266,late
2022,Chamise,Chamise,live oak,38,NA,NA,NA,NA,-120.05097038782,34.686935705305,L2022,,L,NA,3842285.171178352,770167.0965100266,late
2022,Chamise,Chamise,live oak,NA,NA,NA,NA,NA,-120.05097038782,34.686935705305,L2022,,L,NA,3842285.171178352,770167.0965100266,NA
2023,Chamise,Chamise,live oak,10,1.656,NA,NA,NA,-120.050980112504,34.6871176126745,L2023,,L,1.2355,3842305.3263323414,770165.6136678483,early
2023,Chamise,Chamise,live oak,11,NA,NA,0.70575,NA,-120.050980112504,34.6871176126745,L2023,,L,NA,3842305.3263323414,770165.6136678483,early
2023,Chamise,Chamise,live oak,14,NA,NA,0.323,0.0133278678170066,-120.050980112504,34.6871176126745,L2023,,L,NA,3842305.3263323414,770165.6136678483,early
2023,Chamise,Chamise,live oak,17,2.42766666666667,0.017436022367127,0.773,0.0177256255584064,-120.050980112504,34.6871176126745,L2023,,L,1.04546666666667,3842305.3263323414,770165.6136678483,NA
2023,Chamise,Chamise,live oak,19,1.849,NA,1.22185714285714,NA,-120.050980112504,34.6871176126745,L2023,,L,-0.8733333333333333,3842305.3263323414,770165.6136678483,late
2023,Chamise,Chamise,live oak,21,2.149,0.0146795762273826,1.30166666666667,0.0167509645733473,-120.050980112504,34.6871176126745,L2023,,L,-1.2352857142857143,3842305.3263323414,770165.6136678483,late
2023,Chamise,Chamise,live oak,29,3.46666666666667,0.0111384617399928,2.3,0.0117241695811424,-120.050980112504,34.6871176126745,L2023,,L,2.8952666666666698,3842305.3263323414,770165.6136678483,late
2023,Chamise,Chamise,live oak,38,NA,NA,NA,NA,-120.050980112504,34.6871176126745,L2023,,L,NA,3842305.3263323414,770165.6136678483,late
2023,Chamise,Chamise,live oak,NA,NA,NA,NA,NA,-120.050980112504,34.6871176126745,L2023,,L,NA,3842305.3263323414,770165.6136678483,NA
2024,Chamise,Chamise,blue oak,10,1.685,NA,NA,NA,-120.050953312718,34.6872535278951,B2024,,B,-0.41900000000000004,3842320.477126761,770167.6275420601,early
2024,Chamise,Chamise,blue oak,11,NA,NA,1.0925,NA,-120.050953312718,34.6872535278951,B2024,,B,NA,3842320.477126761,770167.6275420601,early
2024,Chamise,Chamise,blue oak,14,2.25,NA,0.413,NA,-120.050953312718,34.6872535278951,B2024,,B,0.6672500000000001,3842320.477126761,770167.6275420601,early
2024,Chamise,Chamise,blue oak,15,2.33666666666667,NA,NA,NA,-120.050953312718,34.6872535278951,B2024,,B,0.9400000000000033,3842320.477126761,770167.6275420601,early
2024,Chamise,Chamise,blue oak,17,1.871,0.0135143187605272,1.017,NA,-120.050953312718,34.6872535278951,B2024,,B,0.8685,3842320.477126761,770167.6275420601,NA
2024,Chamise,Chamise,blue oak,19,2.20733333333333,NA,1.346,NA,-120.050953312718,34.6872535278951,B2024,,B,2.01958333333333,3842320.477126761,770167.6275420601,late
2024,Chamise,Chamise,blue oak,21,2.692,0.0128025413016228,1.7,0.0131271444000337,-120.050953312718,34.6872535278951,B2024,,B,1.98625,3842320.477126761,770167.6275420601,late
2024,Chamise,Chamise,blue oak,29,4.1,0.0106455744902398,2.76,0.0111106260307394,-120.050953312718,34.6872535278951,B2024,,B,3.7769999999999997,3842320.477126761,770167.6275420601,late
2024,Chamise,Chamise,blue oak,38,NA,NA,NA,NA,-120.050953312718,34.6872535278951,B2024,,B,NA,3842320.477126761,770167.6275420601,late
2024,Chamise,Chamise,blue oak,NA,NA,NA,NA,NA,-120.050953312718,34.6872535278951,B2024,,B,NA,3842320.477126761,770167.6275420601,NA
2025,Chamise,Chamise,blue oak,10,1.8025,NA,NA,NA,-120.050974647165,34.6863485037107,B2025,,B,1.6969,3842220.014051617,770168.6160687488,early
2025,Chamise,Chamise,blue oak,11,NA,NA,1.3425,NA,-120.050974647165,34.6863485037107,B2025,,B,NA,3842220.014051617,770168.6160687488,early
2025,Chamise,Chamise,blue oak,14,NA,NA,0.1056,0.0131086176035777,-120.050974647165,34.6863485037107,B2025,,B,NA,3842220.014051617,770168.6160687488,early
2025,Chamise,Chamise,blue oak,15,1.6755,NA,NA,NA,-120.050974647165,34.6863485037107,B2025,,B,1.1028333333333333,3842220.014051617,770168.6160687488,early
2025,Chamise,Chamise,blue oak,17,1.428,0.0113073192594396,1.0305,0.0126809238253233,-120.050974647165,34.6863485037107,B2025,,B,-2.038666666666667,3842220.014051617,770168.6160687488,NA
2025,Chamise,Chamise,blue oak,19,1.9545,NA,1.70942857142857,NA,-120.050974647165,34.6863485037107,B2025,,B,1.4177499999999998,3842220.014051617,770168.6160687488,late
2025,Chamise,Chamise,blue oak,21,3.0585,NA,1.5,0.0120417746779026,-120.050974647165,34.6863485037107,B2025,,B,2.8239,3842220.014051617,770168.6160687488,late
